,timestamp_est,anonymous_id,language,question,detected_lang,cluster
2783,2020-03-23 19:31:01.871,cb5dabf4-8e13-41b1-b08d-0581796807f5,en,What is cocos-19,en,unclassified
2790,2020-03-23 20:42:30.551,0847cc98-9090-43f9-a4d5-ffcb3b5ba240,en,How can i cure covid-19?,en,covid-med
2797,2020-03-23 20:42:34.713,3c273d74-93e5-4dd7-ae5d-6964d3767728,en,How long before the symptoms to coronavirus appear?,en,covid-symptoms
2798,2020-03-23 20:22:49.151,7dec897c-85c1-48c7-8b6d-1cc9512fe9e2,en,How long before symptoms start to show? ,en,covid-symptoms
2799,2020-03-23 18:27:39.363,1d8da525-46d8-4536-9c64-e31dda99df00,en,What do I do if I have symptoms?,en,personal-symptoms
2804,2020-03-23 23:39:02.025,9fc506e4-92d2-47a6-947c-d705a8b2607b,en,How dangerous is the COV-19?,en,covid-contagious
2808,2020-03-24 00:26:25.046,68213a11-eb9d-4bec-b4c3-73152f63d652,en,"should I call to find out more, it’s the coughing and difficulty breathing and fatigue that worries me",en,personal-whatif
2810,2020-03-23 20:21:23.826,8367cf83-39f0-4e75-be06-c50ae0a04f82,en,Do I need to wash my vegetables and fruits?,en,unclassified
2818,2020-03-23 17:27:35.466,9d9a6c0f-5138-4d85-8b41-7f9239c14bb4,es,Do the virus stay in air?,en,unclassified
2825,2020-03-23 20:26:02.575,4542b17d-3b2c-46b1-883c-56ba0f7dbe28,en,How do I know if my cough is serious?,en,personal-whatif
2826,2020-03-24 00:28:25.142,32634802-b50b-46c9-bbc1-9d4765c970a5,en,Is it safe to go shop for food,en,unclassified
2829,2020-03-24 00:24:36.463,88c77c4a-9baa-466b-bc57-34b0f0a6c83f,en,What’s the incubation period? ,en,covid-incubation
2831,2020-03-23 22:31:21.91,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,Can I go out after recovery even if I am still in quarantine time?,en,personal-whatif
2834,2020-03-23 19:58:42.785,ea3de551-6dff-488c-83b8-3d096d85f95e,en,what is this rainbow thing that people are talking about,en,unclassified
2841,2020-03-23 20:23:47.853,5af1b8a0-ab45-4500-98be-16267b9dd9cd,en,What should I do if I have Coronavirus symptoms?,en,personal-symptoms
2846,2020-03-23 22:31:49.057,543dc964-0ddd-4ff9-94bf-423b077981e0,en,Can you get the virus twice ? ,en,unclassified
2847,2020-03-23 17:08:10.003,fcd76fea-c587-4a27-acc0-d319cc56c02c,en,How do I know if I have it ,en,personal-symptoms
2856,2020-03-23 21:19:06.318,04206a01-8adc-4a93-97b6-5a0571249c90,en,What colour is covid 19?,en,unclassified
2857,2020-03-23 22:31:21.905,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,Is it possible to be infected again?,en,covid-infection
2860,2020-03-24 09:26:06.649,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,What are the symptoms?,en,covid-symptoms
2862,2020-03-24 04:55:54.031,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,Where is the nearest Covid19 clinic near me?,en,unclassified
2865,2020-03-24 10:05:18.969,0675412a-432a-45f7-91ee-c4b709d6740c,en,How can i test for covid-19,en,personal-testing
2866,2020-03-24 06:20:51.046,d2781a66-0116-4206-be65-7ae29a9f3af8,en,Are there any vaccination,en,unclassified
2869,2020-03-24 11:26:58.486,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Is there a vaccine for covid?,en,covid-med
2871,2020-03-24 04:55:54.037,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,how far do we have to go in cleaning our food?,en,unclassified
2872,2020-03-24 11:26:58.528,9c8469f3-1a06-4664-9135-6c59593ca38e,en,How does the virus spread?,en,covid-transmission
2873,2020-03-24 04:13:10.808,81edfe0b-761b-433c-9de5-dc9692f7486f,en,Is missing the smelling one of the symptoms?,en,covid-symptoms
2874,2020-03-24 11:50:13.028,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,en,What are the best ways to discourage COVID-19 infection?,en,covid-infection
2876,2020-03-24 09:44:12.397,f35fb900-6834-4066-880d-e2d2156044d7,en,I have huge blood in my excreta this morning,en,personal-symptoms
2877,2020-03-24 10:18:05.757,a2d2dc01-1d68-434a-a72f-685279ec24c9,en,How many cases,en,situation-stats
2878,2020-03-24 09:34:12.719,4b6394c4-adf0-4d4a-8e76-e5d78a6787d7,en,"If I'm exposed to a person whose children still work but in Laval - an area that hasn't yet seen a case, should I be really worried?",en,personal-whatif
2882,2020-03-24 11:26:58.684,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Can I be assymptomatic and have covid?,en,covid-symptoms
2887,2020-03-24 02:09:59.162,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,Should I expect a cure if I go to a hospital?,en,covid-med
2889,2020-03-24 10:36:17.851,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,What is the nearest testing Center nearby?,en,personal-testing
2891,2020-03-24 10:18:49.799,d83cb08e-4f32-4ffe-b79f-9a2bda5e7928,en,I’m coughing because of post-nasal drip and I travelled in the last 14 days. Could I be infected?,en,covid-infection
2892,2020-03-24 02:09:59.155,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,Whom should I consult if I feel I am affected,en,personal-whatif
2893,2020-03-24 11:22:50.095,08d7cc35-af06-4bfc-8317-b7e6be6daf1c,en,Where to go to get tested?,en,personal-testing
2896,2020-03-24 04:55:54.038,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,Can we build immunity to this virus?,en,unclassified
2897,2020-03-24 10:18:49.809,d83cb08e-4f32-4ffe-b79f-9a2bda5e7928,en,How can I find out if I’m an asymptomatic carrier?,en,personal-whatif
2898,2020-03-24 12:08:21.95,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Can it Coronavirus be transmitted by animals?,en,covid-animals
2903,2020-03-24 12:08:22.038,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,"I feel a bit of itching, could it be the coronavirus?",en,unclassified
2904,2020-03-24 12:08:22.094,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Can my dog be infected with it?,en,covid-animals
2906,2020-03-24 08:47:32.483,c2a6d564-7018-47be-b73b-a193f1df2ea8,en,Are the testing facilities safe?,en,personal-testing
2908,2020-03-24 11:26:58.634,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Can I visit family and friends in aged care facilities?,en,unclassified
2912,2020-03-24 11:26:58.593,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Where can I go to get tested?,en,situation-lockdown
2914,2020-03-24 11:50:13.026,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,en,How can I minimize the likelihood of contracting COVID-19?,en,covid-transmission
2917,2020-03-24 11:26:58.512,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Where can I go to get treatment? ,en,covid-med
2919,2020-03-24 12:27:17.448,5d36dc7f-1edd-4b6a-8ea7-5d65609badaf,en,How long can covid19 live in surfaces?,en,covid-life
2920,2020-03-24 11:20:52.295,dd37102b-4640-4256-b853-e4d19e13e8fe,en,"What are the minor symptoms that may not seem as though it is COVID-19, but in fact are?",en,covid-symptoms
2921,2020-03-24 11:04:53.766,9348847f-e5a0-4f20-b97f-ae835a677851,en,How long does it take for me to become infectious ?,en,unclassified
2922,2020-03-24 10:05:18.972,0675412a-432a-45f7-91ee-c4b709d6740c,en,How much time it takes to show the symptoms for corona virus,en,covid-symptoms
2924,2020-03-24 08:50:21.374,cbb5a307-6e49-4bd8-be80-fd5ee099c2e0,en,Running nose is considered as Covid-19?,en,unclassified
2925,2020-03-24 11:07:46.74,7165f269-9d29-47a0-bf41-36a17ed9789b,en,"For a healthy young/middle-aged adult to get infected but recover by his/her own, what would be the possibility to have his or her lung permenantly damaged?",en,covid-infection
2927,2020-03-24 11:23:38.671,66f5101e-5fed-494f-8182-94ab128f54f0,en,when will this end ?,en,situation-future
2928,2020-03-24 11:44:36.324,e3e66948-1bcb-4bb7-a36a-63ab2abde46d,en,How long last the symptoms of COVID-19? ,en,covid-symptoms
2932,2020-03-24 08:29:20.602,64b5f6b0-0437-421c-a283-cb0614952255,en,How long does it take to have results of the virus test,en,personal-testing
2933,2020-03-24 04:55:54.037,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,What should I do if i’m feeling any of the symptoms?,en,personal-whatif
2935,2020-03-24 11:50:13.025,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,en,how is COVD-19 transmitted to humans,en,covid-transmission
2937,2020-03-24 11:26:58.477,9c8469f3-1a06-4664-9135-6c59593ca38e,en,What follow up can I do when I have symptoms?,en,personal-symptoms
2940,2020-03-24 12:08:22.113,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,"If my dog is infected, where do I take him to get him help?",en,covid-animals
2941,2020-03-24 10:05:18.965,0675412a-432a-45f7-91ee-c4b709d6740c,en,I may have corona virus,en,unclassified
2943,2020-03-24 08:32:21.144,31e3f9d1-fa88-454c-9a9b-d6264328cf1e,en,What are the impacts of not respecting social distancing?,en,personal-isolation
2945,2020-03-24 11:22:50.112,08d7cc35-af06-4bfc-8317-b7e6be6daf1c,en,What are the symptoms ,en,covid-symptoms
2949,2020-03-24 08:32:17.045,af5d5b7e-4110-487a-b022-d93e255e9f19,en,How is this virus different from other flu-like viruses?,en,personal-whatif
2950,2020-03-24 05:51:27.344,16d84b78-2766-421e-a60b-faab04425e80,en,Total Death Toll,en,situation-stats
2955,2020-03-24 09:26:06.669,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,How do you differentiate between Covid-19 and the flu?,en,personal-whatif
2958,2020-03-24 11:40:07.1,350772af-27fc-457d-b556-f28836997c3d,en,What is Covid 19,en,covid-what
2961,2020-03-24 09:29:44.286,38cfad17-614a-458b-8dad-52acee6304cb,en,"In grocery store, if someone coughs in the corridor in front of me, let’s say in distance of 3 meters, how long donI have to avoid that area and do i need to do it?",en,personal-symptoms
2968,2020-03-24 11:20:52.295,dd37102b-4640-4256-b853-e4d19e13e8fe,en,How likely am I to catch COVID-19?,en,unclassified
2973,2020-03-24 08:39:29.071,98f9bff9-f7f3-4d2a-9382-86e50b393d40,en,how dangerous is the virus?,en,covid-contagious
2974,2020-03-24 08:32:21.135,31e3f9d1-fa88-454c-9a9b-d6264328cf1e,en,What are symptoms of Covid-19?,en,covid-symptoms
2978,2020-03-24 10:36:17.891,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,Is Covid-19 more prone to develop in a colder environment versus a warmer one?,en,unclassified
2980,2020-03-24 11:26:58.458,9c8469f3-1a06-4664-9135-6c59593ca38e,en,How easy is it to get covid?,en,unclassified
2984,2020-03-24 11:05:32.233,fed8be4c-ba3f-4ff6-93bb-2641dc63a886,en,I have a mild fever. Do I have the coronavirus?,en,personal-symptoms
2990,2020-03-24 08:29:20.601,64b5f6b0-0437-421c-a283-cb0614952255,en,How long does it take for the patient to show symtoms,en,covid-symptoms
2991,2020-03-24 02:42:05.843,fed86605-0651-458b-94bf-702bea17b636,en,What are good supplements to take?,en,unclassified
2994,2020-03-24 09:29:44.285,38cfad17-614a-458b-8dad-52acee6304cb,en,Do I need to wipe clean the articles in plastic or cardboard once back home from a grocery?,en,unclassified
2996,2020-03-24 11:02:37.518,9a9184d2-db14-4eef-81cf-c3d3346ccfcb,en,Symptoms of COVID-19,en,covid-symptoms
2998,2020-03-24 08:47:32.483,c2a6d564-7018-47be-b73b-a193f1df2ea8,en,I got a light fever but no other symptoms. Should I get tested?,en,personal-testing
3001,2020-03-24 04:24:43.705,98f17dbf-4a91-4a5a-a0dc-23a89d14c374,en,What should we do if we have fever now?,en,personal-whatif
3006,2020-03-24 12:07:43.23,d54b335d-fc47-4a91-beee-47714dd55588,en,What are the symptoms for covid19,en,covid-symptoms
3007,2020-03-24 09:26:06.669,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,"I think I have fever, what should I do?",en,personal-symptoms
3010,2020-03-24 10:23:24.255,3f139e47-a10f-4609-b1b2-d99a6c12fe1b,en,I have a dry cough but no fever... should I get tested?,en,personal-symptoms
3011,2020-03-24 11:26:58.583,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Is it safe to go out in public? ,en,unclassified
3012,2020-03-24 09:34:12.71,4b6394c4-adf0-4d4a-8e76-e5d78a6787d7,en,"I'm a 53 year old female living with an auto-immune disease (psoriatic arthritis) and a few other conditions like chronic migraine and iron deficiency. I take a medication that suppresses my immune system. In spite of that, I almost never even catch a cold and never get infections. How worried should I be about being able to fight of the virus if I catch it inadvertently, say at the grocery store? ",en,covid-med
3015,2020-03-24 11:44:49.576,51a3aaef-1b12-43f4-971c-553590f6cbd6,en,Can I meet with my neighbours who have been in isolation for 14 days?,en,personal-isolation
3019,2020-03-24 11:26:58.521,9c8469f3-1a06-4664-9135-6c59593ca38e,en,How long are people sick for?,en,unclassified
3020,2020-03-24 11:44:57.417,739b3098-86ca-4fb8-aadd-6854ba718066,en,what are symptoms of covid-19 ,en,covid-symptoms
3021,2020-03-24 05:35:21.576,fb2e82fa-ec41-46fc-b526-c723b1f6023e,en,what should be peoples actions for surviving covid-19? ,en,covid-what
3022,2020-03-24 11:26:58.622,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Who needs to isolate?,en,personal-isolation
3028,2020-03-24 08:47:32.483,c2a6d564-7018-47be-b73b-a193f1df2ea8,en,Is sore throat a symptom of covid-19?,en,covid-symptoms
3029,2020-03-24 07:21:21.634,a1f11f6d-18a3-4a8c-a4b5-eba5b5980524,en,How long will it last?,en,situation-future
3033,2020-03-24 04:55:54.019,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,How can I stay safe?,en,unclassified
3037,2020-03-24 12:42:53.275,42bf3488-b25d-4ce8-9efd-6b875d5f98f5,en,What is the criteria for testing in Ontario?,en,personal-testing
3038,2020-03-24 08:04:21.236,6352d818-e4da-4ae1-9282-9d0ad27d76c3,en,What is the impact of covid 19 on warehouses,en,covid-what
3040,2020-03-24 11:02:37.52,9a9184d2-db14-4eef-81cf-c3d3346ccfcb,en,Should I get tested?,en,personal-testing
3042,2020-03-24 02:09:59.212,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,I feel I am affected. Are there symptoms through which I can confirm sitting at home? ,en,covid-symptoms
3043,2020-03-24 11:26:58.461,9c8469f3-1a06-4664-9135-6c59593ca38e,en,What can I expect from treatment? ,en,covid-med
3045,2020-03-24 12:48:29.772,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,what are the symptoms?,en,covid-symptoms
3046,2020-03-24 02:42:05.826,fed86605-0651-458b-94bf-702bea17b636,en,Can covid infect you from the guts?,en,unclassified
3047,2020-03-24 08:15:04.72,6d2f3b23-adeb-457d-b387-19d93181dee5,en,"As an Ontarian, can I travel to Quebec?",en,unclassified
3048,2020-03-24 11:22:50.099,08d7cc35-af06-4bfc-8317-b7e6be6daf1c,en,How much is it to get tested for covid?,en,personal-testing
3049,2020-03-24 11:22:50.096,08d7cc35-af06-4bfc-8317-b7e6be6daf1c,en,Can I access a testing center without a car?,en,personal-testing
3051,2020-03-24 04:55:54.029,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,When should I seek help?,en,unclassified
3052,2020-03-24 11:05:32.204,fed8be4c-ba3f-4ff6-93bb-2641dc63a886,en,What are the symptoms of covid-19?,en,covid-symptoms
3055,2020-03-24 08:29:20.602,64b5f6b0-0437-421c-a283-cb0614952255,en,how long can the virus be active in asymptomatic patients,en,covid-symptoms
3058,2020-03-24 09:29:44.28,38cfad17-614a-458b-8dad-52acee6304cb,en,Is there a difference between washing hands in warm and cold water?,en,personal-whatif
3059,2020-03-24 08:32:21.139,31e3f9d1-fa88-454c-9a9b-d6264328cf1e,en,How many cases of Covid are there in Italy?,en,situation-stats
3060,2020-03-24 10:36:17.873,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,How long does the Covid-19 virus stays alive on a door handle?,en,covid-life
3062,2020-03-24 11:08:07.462,c1254cef-4cee-4ba0-960b-d8285c9eb784,en,"After my 14 days isolation, can go out for a walk? can i visit my grand sons of 6 years old and 13 months?",en,situation-lockdown
3063,2020-03-24 10:36:17.865,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,What is the difference between Influenza and the Coronavirus?,en,personal-whatif
3064,2020-03-24 11:50:13.032,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,en,How could COVID-19 be possibly treated with a vaccine?,en,covid-med
3065,2020-03-24 08:32:21.151,31e3f9d1-fa88-454c-9a9b-d6264328cf1e,en,Why is there a shortage of toilet paper?,en,unclassified
3066,2020-03-24 10:47:41.011,65761379-8f67-4340-8d3e-6ce2e6b81e1a,en,Is a person with heart disease more likely to have this virus?,en,unclassified
3067,2020-03-24 11:26:58.594,9c8469f3-1a06-4664-9135-6c59593ca38e,en,What should I do if a family member is quarantined?,en,personal-whatif
3068,2020-03-24 09:26:06.649,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,Am I allowed to go outside for joggins?,en,situation-lockdown
3069,2020-03-24 08:45:31.284,7dbc44c9-f7cc-4b7a-bf45-31bf63266ce7,en,Is it safe to use the laundry in my apartment building?,en,unclassified
3073,2020-03-24 11:04:53.766,9348847f-e5a0-4f20-b97f-ae835a677851,en,How do I know if I'm symptom-free ?,en,personal-whatif
3075,2020-03-24 11:26:58.492,9c8469f3-1a06-4664-9135-6c59593ca38e,en,"If I have a fever, does it mean I have covid? ",en,personal-symptoms
3077,2020-03-24 11:26:58.616,9c8469f3-1a06-4664-9135-6c59593ca38e,en,What if I am having anxiety or stress? ,en,personal-whatif
3078,2020-03-24 10:18:49.79,d83cb08e-4f32-4ffe-b79f-9a2bda5e7928,en,Is a runny nose a COVID-19 symptom?,en,covid-symptoms
3079,2020-03-24 02:09:59.148,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,Where do I go if I feel I am affected,en,personal-whatif
3082,2020-03-24 12:42:53.287,42bf3488-b25d-4ce8-9efd-6b875d5f98f5,en,Is there a test to see if you have antibodies for the virus?,en,personal-whatif
3083,2020-03-24 10:36:17.867,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,How fast can I obtain my Covid-19 test results? ,en,personal-testing
3084,2020-03-24 09:26:06.659,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,How long will the shutdown continue for?,en,unclassified
3085,2020-03-24 12:34:50.895,e9daca7e-ac6d-4372-85bf-a1f58520df44,fr,What are the symptoms ,en,covid-symptoms
3086,2020-03-24 02:42:05.836,fed86605-0651-458b-94bf-702bea17b636,en,Are covid symptoms linked to the strength of the immune system,en,covid-symptoms
3094,2020-03-24 02:09:59.214,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,Do I need a mask if I am not confirmed to have been affected yet?,en,covid-fight
3096,2020-03-24 06:20:51.038,d2781a66-0116-4206-be65-7ae29a9f3af8,en,Is there any medication,en,covid-med
3097,2020-03-24 12:48:29.779,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,how is covid-19 spread?,en,covid-transmission
3099,2020-03-24 09:26:06.66,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,Where can I get tested?,en,personal-testing
3100,2020-03-24 11:04:53.773,9348847f-e5a0-4f20-b97f-ae835a677851,en,How long does it takes for the virus to go away?,en,unclassified
3101,2020-03-24 05:35:21.566,fb2e82fa-ec41-46fc-b526-c723b1f6023e,en,what is corona?,en,covid-what
3103,2020-03-24 02:09:59.134,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,What do I do if I feel I am affected,en,personal-whatif
3104,2020-03-24 08:32:17.026,af5d5b7e-4110-487a-b022-d93e255e9f19,en,why is the virus called COVID-19?,en,unclassified
3105,2020-03-24 10:36:17.883,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,How do you test for Covid-19?,en,personal-testing
3106,2020-03-24 11:26:58.574,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Should I wear a mask?,en,covid-fight
3108,2020-03-24 08:15:04.733,6d2f3b23-adeb-457d-b387-19d93181dee5,en,"Is attending funerals considered as ""an essential"" travel?",en,unclassified
3111,2020-03-24 11:44:57.437,739b3098-86ca-4fb8-aadd-6854ba718066,en,Is having a runny nose show that I am impacted by covid-19 ,en,unclassified
3113,2020-03-24 06:56:03.533,03c555d1-ebca-4393-b139-19da1e0f4095,en,What can I do to prevent myself from contracting coronavirus,en,personal-caution
3117,2020-03-24 11:04:53.804,9348847f-e5a0-4f20-b97f-ae835a677851,en,"If I catch the virus once, can I catch it a second time?",en,personal-whatif
3119,2020-03-24 12:08:22.086,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Does Vitamin C intake help in building an immunity against the coronavirus?,en,unclassified
3120,2020-03-24 02:42:05.821,fed86605-0651-458b-94bf-702bea17b636,en,Can drinking hot liquids help flush covid when its sitting in the throat?,en,unclassified
3122,2020-03-24 15:17:28.199,009f6d7d-bbfa-4999-86e2-31e4cab17ca3,en,when it will end?,en,situation-future
3124,2020-03-24 15:47:22.915,81f5609e-8dfc-4398-94cc-501c97e18780,en,Do I need to get tested if I just have a sore throat?,en,personal-whatif
3127,2020-03-24 12:52:41.203,49638a14-3985-42f9-bbf5-9f7e6fed4f71,en,"I have a fever, how do I know if it's Covid-19 or the flu?",en,personal-symptoms
3129,2020-03-24 12:39:13.194,d8e66a95-ce79-43ae-8d26-32051bd6cf43,en,Hi I’m wondering if I need to isolate,en,personal-whatif
3132,2020-03-24 14:04:05.283,c09bfce9-0dd9-4958-b957-48917d5418a3,en,Where should I go to get tested for the virus?,en,situation-lockdown
3135,2020-03-24 15:27:20.735,96b8b567-06f4-49be-a120-0298d294a9c0,en,how many cases in quebec per million people,en,situation-stats
3136,2020-03-24 14:25:34.239,07ea9f3d-3ffe-49d9-9999-5e5e4986bb73,en,Where should I go for a COVID-19 screening test ?,en,situation-lockdown
3137,2020-03-24 14:04:05.254,c09bfce9-0dd9-4958-b957-48917d5418a3,en,how can I get tested?,en,personal-testing
3138,2020-03-24 14:28:22.173,df4f140e-f2bb-4385-a743-172a55cd5ac2,fr,how bad is it?,en,unclassified
3139,2020-03-24 13:10:59.865,ff3b2e32-f67f-494b-8d0f-d9ab02c82f74,en,How long does the coronavirus last?,en,unclassified
3141,2020-03-24 15:27:20.726,96b8b567-06f4-49be-a120-0298d294a9c0,en,how many cases in quebec?,en,situation-stats
3146,2020-03-24 14:28:22.205,df4f140e-f2bb-4385-a743-172a55cd5ac2,fr,how protect myself?,en,personal-caution
3149,2020-03-24 13:30:12.656,9cf19e09-8ace-4cdc-b019-f1ae813d9237,pt,C'est wiki lê covid19?,en,unclassified
3152,2020-03-24 14:41:46.339,d27741ee-724c-4b44-815b-2aa92686c92f,en,Covid-19 cases in my neighbourhood are riding. What do I do?,en,situation-stats
3153,2020-03-24 16:50:54.298,a061e1ea-7076-45c7-b063-fe37c9207e8f,en,describe the symptoms of covid 19,en,covid-symptoms
3156,2020-03-24 17:40:31.322,44b232e4-df4e-41c0-ad97-98c747528a69,en,What is allowed during quarantine,en,unclassified
3160,2020-03-24 14:25:34.257,07ea9f3d-3ffe-49d9-9999-5e5e4986bb73,en,Should I wear gloves to go to the grocery store ?,en,covid-fight
3164,2020-03-24 14:15:20.861,17c35adc-7d5d-49f6-91a6-d91d9b064430,en,Can I go jogging outside?,en,unclassified
3165,2020-03-24 12:52:41.216,49638a14-3985-42f9-bbf5-9f7e6fed4f71,en,what are the differences between the Flu and Covid-19?,en,personal-whatif
3168,2020-03-24 16:10:17.062,5fa14cad-7e06-461b-a85d-caa081859c0a,en,I'm essential service Grocery store ,en,unclassified
3169,2020-03-24 14:42:10.407,a837242d-5494-4866-af19-00c6fc9f9643,fr,what are the symptomys od covi-19 ?,en,covid-symptoms
3171,2020-03-24 15:09:22.941,8de678ba-e78a-415a-b84a-8f79e2807d83,en,Is grocery shopping safe?,en,unclassified
3173,2020-03-24 15:27:46.319,75c92135-32df-47cc-b6ef-90b773ce97f8,en,Where can I get tested?,en,personal-testing
3178,2020-03-24 16:32:35.227,08d8208b-f36a-4848-abc7-f54269d09cbe,en,are you coughing ?,en,unclassified
3181,2020-03-24 15:09:22.92,8de678ba-e78a-415a-b84a-8f79e2807d83,en,What type of shopping is safe? ,en,unclassified
3182,2020-03-24 13:11:06.848,4798f486-3ff8-4a6c-96ba-1eb8c772f394,en,How serious is COVID-19?,en,unclassified
3184,2020-03-24 12:32:52.953,07feaf0a-0a6c-48f9-b517-3671acaf7e39,en,What exactly are the breathing symptoms associated with COVID19?,en,covid-symptoms
3185,2020-03-24 14:04:05.255,c09bfce9-0dd9-4958-b957-48917d5418a3,en,Where can I find the closest testing facility,en,situation-lockdown
3186,2020-03-24 14:41:46.314,d27741ee-724c-4b44-815b-2aa92686c92f,en,What is the status of COVID-19,en,covid-what
3187,2020-03-24 13:30:55.597,fdc64315-f66d-4923-94c8-777981fd83e0,en,Can all countries sue China for this?,en,unclassified
3188,2020-03-24 17:27:51.246,32b75f66-00e4-4e1c-9118-2bb7b8ff22c3,en,What surfaces is the virus most likely to stick to? ,en,unclassified
3189,2020-03-24 12:08:21.971,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Does it spread when we inhale the germs? Or just touching the virus infects us?,en,covid-transmission
3194,2020-03-24 13:10:59.872,ff3b2e32-f67f-494b-8d0f-d9ab02c82f74,en,When will this be over?,en,situation-future
3196,2020-03-24 15:05:10.395,a5ff8c5c-cbfb-4417-932e-95470fdf2519,en,Where can I get tested?,en,personal-testing
3197,2020-03-24 16:50:54.298,a061e1ea-7076-45c7-b063-fe37c9207e8f,en,is it safe to go outside?,en,unclassified
3198,2020-03-24 13:03:05.771,2d395709-35a8-411e-be65-f97690ac6aa2,fr,how long are we sick after getting it,en,unclassified
3199,2020-03-24 15:09:22.912,8de678ba-e78a-415a-b84a-8f79e2807d83,en,How long can the virus live on surfaces?,en,covid-life
3203,2020-03-24 14:04:05.274,c09bfce9-0dd9-4958-b957-48917d5418a3,en,What should I do if I have the virus?,en,personal-symptoms
3211,2020-03-24 16:50:54.298,a061e1ea-7076-45c7-b063-fe37c9207e8f,en,describe the symptoms of covid,en,covid-symptoms
3215,2020-03-24 15:47:22.913,81f5609e-8dfc-4398-94cc-501c97e18780,en,Do I need to get tested if I don't have a fever?,en,personal-whatif
3221,2020-03-24 16:32:35.227,08d8208b-f36a-4848-abc7-f54269d09cbe,en,how are you feeling today ?,en,unclassified
3223,2020-03-24 14:42:04.33,f10c4d53-a974-40f4-83a4-7f6b131865fa,en,Should we be wearing homemade masks when out shopping?,en,covid-fight
3226,2020-03-24 13:54:54.184,073e31f5-6e85-49e2-96ab-ea9b93cfb7ea,en,"If someone got cured, can they catch it again.",en,covid-med
3227,2020-03-24 15:27:46.338,75c92135-32df-47cc-b6ef-90b773ce97f8,en,How long does it take to receive test results?,en,personal-testing
3228,2020-03-24 14:41:46.379,d27741ee-724c-4b44-815b-2aa92686c92f,en,"My friend got back from international travel two weeks back, and I went to meet him when he returned. Should I test myself for Coronavirus?",en,personal-testing
3232,2020-03-24 13:10:59.862,ff3b2e32-f67f-494b-8d0f-d9ab02c82f74,en,Where can I get tested?,en,personal-testing
3233,2020-03-24 12:20:57.035,40deeddd-7a0f-4b18-9fbc-bb5e9e494e99,en,Where are all the testing clinics in Quebec? ,en,personal-testing
3237,2020-03-24 16:36:45.769,a6985051-04d5-44da-9cac-01ed51486cd8,en,How often should I wash my hands?,en,unclassified
3238,2020-03-24 13:21:56.11,095a33c9-583f-4bb2-9d54-234662118c8a,en,Why are there so many stupid people who don't follow directives,en,unclassified
3239,2020-03-24 13:35:31.205,1730afc3-af17-4f9b-8d6d-8a50d4efea2d,en,Is COVID-19 a bio-weapon or a lab experiment gone wrong?,en,unclassified
3241,2020-03-24 12:48:29.786,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,where can i get tested?,en,personal-testing
