,timestamp_est,anonymous_id,language,question,detected_lang,text,statistics,open,airborne,caution,viruslife,viruskill,virusfight,treatment,incubation,nextsteps,hospital,lockdown,infection,test,isolation,dangerisk,transmission,symptom,about,future,past,total,cluster
2257,2020-03-23T04:24:57.26Z,ebbb6325-119b-4b45-9068-d429be20b63d,en,How did it started,en,How did it started,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,past
2263,2020-03-23T04:15:46.398Z,ca9a77c7-fb23-4200-8ee7-5e1ee1385652,en,When this virus terminated?,en,When this virus terminated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2264,2020-03-23T11:58:02.986Z,3f0ba3be-0884-4acc-a501-59ae99120336,en,How long does the virus live for outside a body?,en,How long does the virus live for outside a body,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
2266,2020-03-23T03:25:29.377Z,41f17058-e8e6-48c5-a490-6074dca9159b,en,How do I know I have covid?,en,How do I know I have covid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2268,2020-03-23T11:40:28.924Z,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,I heard hydroxychloroquine is a good treatment for COVID-19. Where can I get it?,en,I heard hydroxychloroquine is a good treatment for COVID 19 Where can I get it,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2269,2020-03-23T06:49:13.574Z,72dbf594-f0d0-4fe1-882e-5ebb1b333dc8,en,Do we need to wear a mask?,en,Do we need to wear a mask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2271,2020-03-23T11:24:52.091Z,23a365e1-681f-420c-8255-fb64439014bb,en,What are the symptoms,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2273,2020-03-23T11:02:49.031Z,52de19b4-f8c6-4eaf-8d85-f2651537c16e,en,What is your name,en,What is your name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2275,2020-03-23T10:49:12.317Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Where do I go if I have mild symptoms?,en,Where do I go if I have mild symptoms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
2278,2020-03-23T02:09:17.809Z,edca87c0-f788-4e40-a74c-b78860bc95f3,en,Will 1 meter distancing safe?,en,Will 1 meter distancing safe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2282,2020-03-23T04:40:13.18Z,da9b2add-7382-4893-bf9d-4ceeb5b899fe,en,Symptoms of corona,en,Symptoms of corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2284,2020-03-23T06:48:22.399Z,72dbf594-f0d0-4fe1-882e-5ebb1b333dc8,en,Do we need to wear mask?,en,Do we need to wear mask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2289,2020-03-23T09:35:01.785Z,38d47da7-99a9-46a9-8d52-7fe967121edb,vi,What is the number of Covid19 cases in the wold,en,What is the number of Covid19 cases in the wold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,about
2296,2020-03-23T09:05:13.679Z,ba0b4c15-d232-448a-b854-238df19fd430,en,"What lesson will be learn from this pendemic for future, more deadly ones?",en,What lesson will be learn from this pendemic for future more deadly ones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2297,2020-03-23T07:57:08.965Z,57edca01-11ff-4fc6-ab85-616267c72b59,en,How do i know if im infected?,en,How do i know if im infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
2299,2020-03-23T12:52:04.987Z,2badc519-cfa2-4bda-bc05-eef60d9f1e5d,en,When will it be over?,en,When will it be over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2300,2020-03-23T10:30:05.839Z,f47e5219-8190-49eb-a5e7-ec27486096fa,en,what's the time period of detecting coronavirus?,en,what s the time period of detecting coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2302,2020-03-23T08:28:59.961Z,2d64239a-f451-4838-86fb-35823642e700,en,When will the cure be available ?,en,When will the cure be available,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2308,2020-03-23T05:40:53.009Z,8b377bca-d8b9-4717-832f-9422b632b727,en,Can you explain to me what is the covid19?,en,Can you explain to me what is the covid19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2309,2020-03-23T08:29:31.475Z,f4edeb32-2c89-4618-96bf-6cb899679883,en,How long will the pandemic last?,en,How long will the pandemic last,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
2311,2020-03-23T09:48:03.232Z,4908294c-4ead-43d9-a5de-b8b6e2625338,en,When is the vaccine available ?,en,When is the vaccine available,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2312,2020-03-23T10:42:18.309Z,3a35c2d1-2fa2-4052-b470-c4768f3176b3,nb,When can I go to my cabin?,en,When can I go to my cabin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2314,2020-03-23T09:23:14.822Z,8b406219-107c-4ebf-a9dd-e924d185ab80,en,Are there any federal or provincial services to help senior citizens get grocery safely?,en,Are there any federal or provincial services to help senior citizens get grocery safely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2317,2020-03-23T11:40:28.903Z,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,hat should I do if my 2 year old child starts having a runny nose?,en,hat should I do if my 2 year old child starts having a runny nose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2318,2020-03-23T09:40:09.533Z,f3199be3-ea8c-428b-a29e-5edae59e02aa,fr,Covid-19,en,Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2319,2020-03-23T05:28:46.341Z,d01635c9-e732-4ea4-a721-a4e4dd447617,en,what are the syptoms?,en,what are the syptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2320,2020-03-23T10:42:18.32Z,3a35c2d1-2fa2-4052-b470-c4768f3176b3,nb,How many will lose their jobs due to the chinese virus?,en,How many will lose their jobs due to the chinese virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2327,2020-03-23T11:17:27.66Z,a35d5250-0fc5-4077-a361-86fc5ebf8578,en,How much it's prevelent in Pakistan?,en,How much it s prevelent in Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2330,2020-03-23T07:30:30.392Z,7c72506d-8e95-4213-b210-3e4909b48da3,en,"Hey, how many cases of covid infections in the world? ",en,Hey how many cases of covid infections in the world,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,infection
2333,2020-03-23T09:39:08.568Z,f3199be3-ea8c-428b-a29e-5edae59e02aa,fr,Symptômes covid,en,Symptômes covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2336,2020-03-23T03:24:04.585Z,edf757da-bb5e-49d1-ab06-c0f946a3bf4e,en,What is the incubation period of COVID-19?,en,What is the incubation period of COVID 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,about
2337,2020-03-23T11:41:17.605Z,752aa61d-fbee-4f8f-b2fe-b49bde0df694,en,How long should I stock up on food for?,en,How long should I stock up on food for,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2338,2020-03-23T11:04:56.993Z,de350d1a-299d-44ca-a8a5-baba02cadeba,en,How many are affected?,en,How many are affected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2339,2020-03-23T04:59:05.371Z,9672977d-3f27-4b56-9b44-374146f6c106,en,how dangerous is it?,en,how dangerous is it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
2343,2020-03-23T11:40:28.912Z,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,Can this virus infect me in an airborne fashion?,en,Can this virus infect me in an airborne fashion,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,airborne
2344,2020-03-23T09:42:07.547Z,4c4328cc-3edf-4e99-bce9-b7970fe98a87,en,When will it stop spreading? Is 2 weeks enough? ,en,When will it stop spreading Is 2 weeks enough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2347,2020-03-23T02:42:35.294Z,99a6d735-29e1-44e0-8867-93735549fd54,en,Symptom,en,Symptom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2348,2020-03-23T07:12:26.823Z,22bd5489-0f10-4912-a700-f2d2b56311d7,en,how can i know if i have corona?,en,how can i know if i have corona,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2349,2020-03-23T04:07:59.588Z,0e63225e-5304-42ba-a67f-9d72e363f156,en,When this will ever end ,en,When this will ever end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
2366,2020-03-23T14:45:00.233Z,53da0935-849b-4cb3-b747-3343279d2f80,en,Can I hug my kids while social distancing?,en,Can I hug my kids while social distancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
2369,2020-03-23T14:18:41.949Z,f0cb81fe-90ad-48a7-8e44-04dc1fc523fe,en,What is the current COVID-19 confirmed cases trend for Canada?,en,What is the current COVID 19 confirmed cases trend for Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,about
2373,2020-03-23T15:48:57.816Z,0a5fc4cf-5911-420e-b1cd-58651ca25a7d,en,Headache with high body temp,en,Headache with high body temp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2376,2020-03-23T13:13:43.585Z,b649bfc4-8d01-48c2-9722-8cfeb94e6dd3,en,"How can I make sure, I am buying from grocery is safe from COVID-19 ",en,How can I make sure I am buying from grocery is safe from COVID 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2384,2020-03-23T12:32:11.232Z,d2f4cdac-66d9-4677-ab98-4063315c9ca8,en,Will the virus affect my sexual ability ,en,Will the virus affect my sexual ability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2386,2020-03-23T14:45:00.243Z,53da0935-849b-4cb3-b747-3343279d2f80,en,Can my dog get COVID-19 and transmit it to other people?,en,Can my dog get COVID 19 and transmit it to other people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2388,2020-03-23T17:00:06.41Z,f6641a31-4118-4710-aad7-7c0f8071c367,en,How is covid transmitted?,en,How is covid transmitted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2389,2020-03-23T15:07:45.746Z,253f115d-8fe4-4782-aae2-c247d6da2032,en,Are vet clinics still open?,en,Are vet clinics still open,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,open
2399,2020-03-23T16:55:40.392Z,85e7cc80-701e-46e3-9193-c3d74c1987eb,en,Isn't the economy impact (and the panic reaction) going to kill more than the virus? It seems the virus only kills 1%... while over 30% of the population might lose their jobs.,en,Isn t the economy impact and the panic reaction going to kill more than the virus It seems the virus only kills 1 while over 30 of the population might lose their jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruskill
2400,2020-03-23T12:56:56.43Z,1ea8bbf3-091f-42fa-b2e9-998c22c5ec4a,en,Sorry I het enter before I was done.. am I just being paranoid and giving myself an ulcer.. my husband has pulmonary fibrosis so I’m really worried about him ,en,Sorry I het enter before I was done am I just being paranoid and giving myself an ulcer my husband has pulmonary fibrosis so I m really worried about him,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2407,2020-03-23T13:30:08.888Z,aa8545e8-b6fd-4204-8a1e-4cabf773e094,en,Where do I go to get tested?,en,Where do I go to get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2416,2020-03-23T16:58:43.182Z,c8019428-f696-4ed5-91e4-5d89e6f5b3e2,en,what's the capital of Palestine,en,what s the capital of Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2420,2020-03-23T15:07:45.741Z,253f115d-8fe4-4782-aae2-c247d6da2032,en,Am I allowed to go for a walk?,en,Am I allowed to go for a walk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2421,2020-03-23T14:45:00.241Z,53da0935-849b-4cb3-b747-3343279d2f80,en,Can COVID-19 stay alive on fresh fruit and vegetables?,en,Can COVID 19 stay alive on fresh fruit and vegetables,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
2424,2020-03-23T16:19:09.977Z,89379363-f6e0-48cd-b7e3-d95c974a009b,en,Will it get better in summer with higher temperatures?,en,Will it get better in summer with higher temperatures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2427,2020-03-23T17:00:34.706Z,eb2e1204-e195-4149-acd8-f717654e9c22,en,How many confirmed cases in Ontario now?,en,How many confirmed cases in Ontario now,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2431,2020-03-23T15:29:24.193Z,de319e5e-e479-4108-9528-53bf844cbac3,en,is it dangerous to order on line?,en,is it dangerous to order on line,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
2446,2020-03-23T17:08:09.97Z,fcd76fea-c587-4a27-acc0-d319cc56c02c,en,What is covid 19,en,What is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2447,2020-03-23T12:12:13.447Z,db468922-6c47-498f-b498-ebc957ae7092,en,what are the symptoms of covid-19,en,what are the symptoms of covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2451,2020-03-23T13:07:10.35Z,953c1380-41db-485f-b35a-4420751f42c8,en,When lockdown will be stopped,en,When lockdown will be stopped,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2452,2020-03-23T14:45:00.237Z,53da0935-849b-4cb3-b747-3343279d2f80,en,Do I need to stay away from my family members if we're all social distancing together in the house?,en,Do I need to stay away from my family members if we re all social distancing together in the house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
2454,2020-03-23T15:29:46.991Z,9bd137ef-8f0e-40ff-abd7-eab1d32682b5,en,What is this disease,en,What is this disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2457,2020-03-23T13:28:51.951Z,909c0009-9af9-4200-8818-adec45383397,en,What is the current situation?,en,What is the current situation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2460,2020-03-23T13:10:54.052Z,c25acb81-1f1a-4f2e-ae29-9216bbd03c22,fr,How long will the crisis last?,en,How long will the crisis last,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
2465,2020-03-23T13:26:42.08Z,14acd691-c5c6-49c7-b37b-8995b7a207cd,en,Number of cases in Inida,en,Number of cases in Inida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2466,2020-03-23T12:12:13.508Z,db468922-6c47-498f-b498-ebc957ae7092,en,where can i get tested?,en,where can i get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2471,2020-03-23T14:47:18.242Z,7b8e9731-dcdb-4971-8776-2cef35dc21ed,en,How long do I have stay in isolation? ,en,How long do I have stay in isolation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,isolation
2472,2020-03-23T12:09:12.515Z,23c56e61-ac8f-4498-90b9-8c44d93eb624,en,Does washing clothes in the  washing machine prevent transmission ? ,en,Does washing clothes in the washing machine prevent transmission,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2475,2020-03-23T14:49:40.51Z,e7bc9bdd-c391-48c3-b32c-1f87e5456391,en,What is the best way to protect yourself from Covid-19?,en,What is the best way to protect yourself from Covid 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,about
2480,2020-03-23T13:10:41.222Z,de908f39-c2e3-4889-b3a2-c740c44be851,en,do you have treatment for COVID19?,en,do you have treatment for COVID19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2486,2020-03-23T15:07:45.761Z,253f115d-8fe4-4782-aae2-c247d6da2032,en,Should I visit my parents in a seniors home?,en,Should I visit my parents in a seniors home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2488,2020-03-23T12:56:56.418Z,1ea8bbf3-091f-42fa-b2e9-998c22c5ec4a,en,I started getting chest discomfort a couple of days ago..in my sternum and radiates to the middle of my back.. ,en,I started getting chest discomfort a couple of days ago in my sternum and radiates to the middle of my back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2494,2020-03-23T15:29:46.987Z,9bd137ef-8f0e-40ff-abd7-eab1d32682b5,en,What is covid,en,What is covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2500,2020-03-23T17:03:28.595Z,db4f4e0b-18a8-4b7a-8d3b-17207bd6da51,en,I feel heaviness  in my chest nothing else from last 2 week ,en,I feel heaviness in my chest nothing else from last 2 week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2503,2020-03-23T14:18:41.942Z,f0cb81fe-90ad-48a7-8e44-04dc1fc523fe,en,How many COVID-19 related deaths have there been in Montreal?,en,How many COVID 19 related deaths have there been in Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2505,2020-03-23T14:03:58.944Z,b186a720-2001-4129-a34b-898d481a945e,fr,"If grocerie stores close, what will I eat?",en,If grocerie stores close what will I eat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2506,2020-03-23T16:55:40.386Z,85e7cc80-701e-46e3-9193-c3d74c1987eb,en,What was the total number of deaths before and after the virus?,en,What was the total number of deaths before and after the virus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2521,2020-03-23T17:02:17.333Z,82161cb9-4de6-4fee-a707-da959233f06e,en,What is COVID 19?,en,What is COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2522,2020-03-23T16:00:05.992Z,7d1ff331-bc6d-4439-8447-723fdcde0709,en,How COVID-19 is infecting?,en,How COVID 19 is infecting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2526,2020-03-23T16:19:09.886Z,89379363-f6e0-48cd-b7e3-d95c974a009b,en,What are the risks if I go to the supermarket?,en,What are the risks if I go to the supermarket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
2528,2020-03-23T17:19:33.455Z,95b3bca1-4e02-49bf-8eda-e7e65c6282e3,fr,Is it safe to give blood?,en,Is it safe to give blood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2529,2020-03-23T14:00:58.759Z,e6e3baa4-42a4-428a-9777-626006854b7d,en,If i sew a mask - can this be effective? ,en,If i sew a mask can this be effective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2531,2020-03-23T13:30:08.878Z,aa8545e8-b6fd-4204-8a1e-4cabf773e094,en,What is going on in my neighbourhood?,en,What is going on in my neighbourhood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2534,2020-03-23T12:56:56.413Z,1ea8bbf3-091f-42fa-b2e9-998c22c5ec4a,en,"I work in a mall and just found out another employee in a different store is a possibly infected, should I be worried ",en,I work in a mall and just found out another employee in a different store is a possibly infected should I be worried,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
2544,2020-03-23T16:19:09.937Z,89379363-f6e0-48cd-b7e3-d95c974a009b,en,What precautions should I take at the supermarket?,en,What precautions should I take at the supermarket,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2547,2020-03-23T16:59:04.751Z,c8019428-f696-4ed5-91e4-5d89e6f5b3e2,en,What's the capital of Palestine?,en,What s the capital of Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2549,2020-03-23T13:30:08.903Z,aa8545e8-b6fd-4204-8a1e-4cabf773e094,en,When will the schools reopen?,en,When will the schools reopen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2550,2020-03-23T15:07:45.759Z,253f115d-8fe4-4782-aae2-c247d6da2032,en,Are there still flights within Canada?,en,Are there still flights within Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2552,2020-03-23T14:45:00.23Z,53da0935-849b-4cb3-b747-3343279d2f80,en,"If I'm in self-quarantine with mild symptoms of some sort of respiratory thing, when can I stop self-quarantining?",en,If I m in self quarantine with mild symptoms of some sort of respiratory thing when can I stop self quarantining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2555,2020-03-23T16:19:09.957Z,89379363-f6e0-48cd-b7e3-d95c974a009b,en,What precautions should I take with things delivered at home?,en,What precautions should I take with things delivered at home,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2558,2020-03-23T16:08:59.295Z,9a964fc6-d7aa-42b0-a2d7-6a036f09c6d1,en,"I’ve have mild cough and not the continuous one. And symptoms of fever like burning eyes, but not the temperature. What do I do?",en,I ve have mild cough and not the continuous one And symptoms of fever like burning eyes but not the temperature What do I do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2559,2020-03-23T13:55:22.816Z,4ed719e2-60c9-4498-88d7-aa0bf481ae8e,en,How severe is the virus? ,en,How severe is the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2564,2020-03-23T13:24:15.806Z,e04fe1c8-6500-4e8b-b387-3977dc24ffa7,en,What is the relationship between COVID-19 and other lung diseases?,en,What is the relationship between COVID 19 and other lung diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2568,2020-03-23T13:24:15.796Z,e04fe1c8-6500-4e8b-b387-3977dc24ffa7,en,How much the quarantine process has a positive impact on reducing contamination spread?,en,How much the quarantine process has a positive impact on reducing contamination spread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2570,2020-03-23T17:03:40.961Z,71b5a233-d8fe-48ca-941a-8bc173e7f191,en,What's my risk of being infected?,en,What s my risk of being infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,dangerisk
2584,2020-03-23T12:09:12.409Z,23c56e61-ac8f-4498-90b9-8c44d93eb624,en,Does the  virus stay on clothing?,en,Does the virus stay on clothing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
2585,2020-03-23T16:05:45.916Z,04777135-a7c5-4f2c-91da-5c1cd954ff9d,en,In how many days can covid be cured? ,en,In how many days can covid be cured,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2587,2020-03-23T16:48:53.549Z,f579a48c-4b42-41a9-b4e3-1fbc08c93c1f,en,How long can the covid-19 survive outside the body,en,How long can the covid 19 survive outside the body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2589,2020-03-23T14:49:40.485Z,e7bc9bdd-c391-48c3-b32c-1f87e5456391,en,Can you go for a walk even though everyone is being told to stay home?,en,Can you go for a walk even though everyone is being told to stay home,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2592,2020-03-23T15:29:24.194Z,de319e5e-e479-4108-9528-53bf844cbac3,en,how safe is Leaside (north york) area?,en,how safe is Leaside north york area,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2593,2020-03-23T12:12:13.436Z,db468922-6c47-498f-b498-ebc957ae7092,en,should I go to the hospital?,en,should I go to the hospital,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,lockdown
2596,2020-03-23T12:16:22.639Z,fb46a970-2081-4e75-84ae-b03e09012880,en,What is covid-19?,en,What is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2599,2020-03-23T15:09:15.643Z,7ce6daec-55db-4b05-834b-e39f451048b8,en,Who is the zero patient in China ,en,Who is the zero patient in China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2602,2020-03-23T14:03:58.86Z,b186a720-2001-4129-a34b-898d481a945e,fr,Am I allowed to go outside?,en,Am I allowed to go outside,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2618,2020-03-23T14:45:00.249Z,53da0935-849b-4cb3-b747-3343279d2f80,en,How long does COVID-19 live on glass surfaces?,en,How long does COVID 19 live on glass surfaces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
2619,2020-03-23T13:10:54.162Z,c25acb81-1f1a-4f2e-ae29-9216bbd03c22,fr,Will the heat of the summer help fighting the virus?,en,Will the heat of the summer help fighting the virus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,virusfight
2623,2020-03-23T18:27:39.375Z,1d8da525-46d8-4536-9c64-e31dda99df00,en,What is the current number of cases in Quebec?,en,What is the current number of cases in Quebec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2625,2020-03-23T19:58:42.768Z,ea3de551-6dff-488c-83b8-3d096d85f95e,en,show me the cumulative cases chart for Canada,en,show me the cumulative cases chart for Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
