,id,timestamp_est,anonymous_id,language,question,detected_lang,cluster,tags
695,2861,2020-03-24 9:21:30,0b7b3c98-fc9f-4862-8eba-a63a59bcfcee,fr,How can I protect myself?,fr,personal-caution,personal-caution
696,2863,2020-03-24 9:35:08,b518c659-547c-4db3-be15-760d1ef117a6,fr,Will a vaccine soon be effective to protect against the virus?,fr,personal-caution,"personal-caution, covid-med"
697,2880,2020-03-24 11:06:46,a77d71c4-f5f6-4f15-890b-50afc0f80892,fr,Can I take advils?,fr,personal-caution,personal-caution
698,2910,2020-03-24 9:21:30,0b7b3c98-fc9f-4862-8eba-a63a59bcfcee,fr,How do I protect my loved ones if I get infected?,fr,personal-caution,personal-caution
699,2946,2020-03-24 11:43:18,7b98bd5c-0cb7-4ef2-a07d-7fcd67c6981e,en,can wearing a mask help us protect ourselves from the virus,fr,personal-caution,personal-caution
700,2975,2020-03-24 11:06:46,a77d71c4-f5f6-4f15-890b-50afc0f80892,fr,Can I go to the grocery store?,fr,personal-caution,personal-caution
701,3009,2020-03-24 7:33:34,f8c588ff-1538-4e59-a3f4-6a0be184b929,fr,Can I take a walk?,fr,personal-caution,personal-caution
702,3057,2020-03-24 11:05:35,48b917e9-adbf-4f9b-b258-eef24618b732,fr,how can I protect my loved ones if I'm contagious?,fr,personal-caution,"personal-caution, covid-contagious"
703,3087,2020-03-24 11:52:42,122813bf-f9c8-454f-b170-56f85c18a0bd,fr,What is the best way to protect each customer as a grocery cashier?,fr,personal-caution,personal-caution
704,3145,2020-03-24 16:09:54,65c28bfc-3657-4d0d-ab3e-ddfda16c9d8a,en,Can I go play outside?,fr,personal-caution,personal-caution
705,3155,2020-03-24 14:23:01,5bf17326-3bf9-4f64-9d3a-ab43c3b76016,fr,if I speak not French or I can get information about covid,fr,personal-caution,personal-caution
706,3172,2020-03-24 14:04:05,c09bfce9-0dd9-4958-b957-48917d5418a3,en,How can I get tested?,fr,personal-caution,"personal-caution, personal-testing"
707,3180,2020-03-24 13:35:52,2c222942-6770-459a-9219-312d7a742933,fr,Must use a mask?,fr,personal-caution,personal-caution
708,3200,2020-03-24 14:05:11,47b8c0cc-0abf-4dbf-ad18-e5b462efa9bb,fr,What are the places in my community where I can help?,fr,personal-caution,personal-caution
709,3235,2020-03-24 13:23:33,cae126f3-4645-4e7b-ac10-082136a6b981,en,Can I catch the virus by opening a package delivered to my home?,fr,personal-caution,personal-caution
710,3312,2020-03-24 16:49:32,3a80f1f6-3756-45c7-9ce9-3a72cb7e3820,fr,"When we arrive from travel,,, I placed myself in confinement,,, can I go walk...???",fr,personal-caution,"personal-caution, personal-isolation"
711,3314,2020-03-24 13:29:22,b46aec90-e69b-4b45-829a-7552afb89d68,fr,If I get a little fever and cough can I get tested?,fr,personal-caution,"personal-caution, personal-symptoms, personal-testing"
712,3318,2020-03-24 16:29:29,3c9e34aa-5897-4715-bfcb-c3aa2b7c06a6,fr,Can I catch it by touching the grocery basket?,fr,personal-caution,personal-caution
713,3402,2020-03-24 18:33:33,a94526e3-74bc-46b8-a308-17009acdc989,fr,When I'm cured can I catch again,fr,personal-caution,personal-caution
714,3410,2020-03-24 19:10:32,677a6173-7b98-499c-9e8d-4159710adf06,fr,Can I have a sequelae of the complications of the virus?,fr,personal-caution,personal-caution
715,3458,2020-03-24 18:42:25,aa2d72ca-5454-49c8-abd4-972a47456ca8,fr,When can I get out of my 40s if I have coronavirus? Do I have to take another test to check?,fr,personal-caution,"personal-caution, personal-symptoms, personal-testing"
716,3466,2020-03-24 20:07:47,1f766543-3b68-4e34-b5e4-b9fa838dc4cf,fr,"I'm 58 years old, can I die?",fr,personal-caution,"personal-caution, personal-symptoms"
717,3538,2020-03-24 23:57:28,9419926a-c1df-4e6d-be86-9393cd92b590,fr,How can I protect myself from covid-19?,fr,personal-caution,personal-caution
718,3606,2020-03-24 18:33:33,a94526e3-74bc-46b8-a308-17009acdc989,fr,I lost my job can I return my car rental,fr,personal-caution,"personal-caution, personal-symptoms"
719,3613,2020-03-24 21:21:32,d81e89eb-621b-49ac-bebd-ead702e44502,fr,How do I know if I'm sick?,fr,personal-caution,personal-caution
720,3676,2020-03-25 6:31:52,1f1cb05f-9bd9-4ea8-92a0-ae3462a34ca5,fr,Can I have COVID-19 multiple times?,fr,personal-caution,personal-caution
721,3718,2020-03-25 9:59:16,7624f752-b387-4f40-a138-890074031759,fr,Can I go shopping at the grocery store?,fr,personal-caution,personal-caution
722,3738,2020-03-25 6:52:00,5d26cda5-f8cd-474e-990f-0248d778abe1,fr,"If we're healthy, should we put on masks to go to the grocery store?",fr,personal-caution,personal-caution
723,3754,2020-03-25 7:37:58,aba30143-f09b-4324-8f47-5c2d9dda4793,fr,how I can check if I have COVID-19,fr,personal-caution,"personal-caution, personal-symptoms"
724,3777,2020-03-25 13:18:20,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,I don't have any symptoms. Can I get out of the house to go shopping?,fr,personal-caution,"personal-caution, covid-symptoms"
725,3790,2020-03-25 14:59:03,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Does any type of mask protect against the virus?,fr,personal-caution,personal-caution
726,3831,2020-03-25 14:41:23,f41ef108-3460-4fcd-8b58-8b3d31df24cd,fr,Can I get infected more than once?,fr,personal-caution,personal-caution
727,3858,2020-03-25 14:44:27,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,How can I minimize transmission?,fr,personal-caution,personal-caution
728,3866,2020-03-25 14:59:03,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,"Apart from washing hands and staying safe, what can we do to protect ourselves from the virus?",fr,personal-caution,personal-caution
729,3903,2020-03-25 13:18:20,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,How to protect myself,fr,personal-caution,personal-caution
730,3937,2020-03-25 15:31:17,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,How should we protect ourselves from parcels coming to us from outside?,fr,personal-caution,personal-caution
731,3948,2020-03-25 15:01:01,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Can I be contagious before I realize it?,fr,personal-caution,"personal-caution, covid-contagious"
732,3952,2020-03-25 14:59:03,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Are gloves a good protection?,fr,personal-caution,personal-caution
733,3954,2020-03-25 13:18:20,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,How do I protect myself from COVID-19?,fr,personal-caution,personal-caution
734,4036,2020-03-25 20:10:28,e80bf3ee-cc5a-46d0-9f8e-36d9c1d2b26f,fr,how I can do a covid-19 test,fr,personal-caution,"personal-caution, personal-testing"
735,4079,2020-03-25 21:27:44,784cb71a-73c7-442e-bdeb-2fc9c180aae2,fr,Can I continue breastfeeding my boy if I get the disease?,fr,personal-caution,personal-caution
736,4135,2020-03-26 11:19:10,5d404803-936b-4510-adfa-2f11bf0cb770,en,What are the first steps I can follow at home?,fr,personal-caution,personal-caution
737,4154,2020-03-26 6:52:33,31f43836-0f39-446a-ad33-4cfcaf226846,fr,Can I continue to live in the same house as my children if I get infected?,fr,personal-caution,personal-caution
738,4163,2020-03-26 11:57:41,c0ed80d7-f128-46bd-ba68-430268fda208,fr,how do I know if I'm contaminated?,fr,personal-caution,personal-caution
739,4191,2020-03-26 12:14:38,3096a963-54af-4f6b-aed5-e07730512e8f,fr,Can I go see my girlfriend if she lives in another house?,fr,personal-caution,personal-caution
740,4192,2020-03-26 14:54:21,4e5f04b9-a146-472d-8fd0-d565aac403f3,fr,How can we protect ourselves?,fr,personal-caution,personal-caution
741,4305,2020-03-27 17:15:09,8883ddb7-06c2-4289-aaf6-f35c70b28620,fr,Can I catch it by crossing someone on the street?,fr,personal-caution,personal-caution
742,4346,2020-03-27 17:15:09,8883ddb7-06c2-4289-aaf6-f35c70b28620,fr,Can I catch him while walking down the street?,fr,personal-caution,personal-caution
743,4355,2020-03-28 1:10:08,18b45da4-fea3-4522-bde5-749205e6a3b9,en,Can I carry the virus without having symptoms?,fr,personal-caution,"personal-caution, covid-symptoms"
744,4401,2020-03-28 4:45:22,70d389bd-87f7-405f-b97f-6f58dcc2836a,fr,How can I know if I'm affected by the corona?,fr,personal-caution,personal-caution
745,4459,2020-03-28 23:39:26,e21f9ab6-5311-4093-9455-b8e58885c098,fr,Do I have to wear gloves when I go out?,fr,personal-caution,personal-caution
746,4486,2020-03-29 14:19:01,2c521e66-cfa1-443f-af1d-bd2c1baa24ea,fr,Can I live with my children if I'm a doctor?,fr,personal-caution,personal-caution
747,4493,2020-03-29 14:19:01,2c521e66-cfa1-443f-af1d-bd2c1baa24ea,fr,Can I go to my cabin?,fr,personal-caution,personal-caution
748,4532,2020-03-30 3:42:47,baa01037-637a-4c63-b555-a8c8efaf0865,fr,Can I disinfect a mask by microwave it?,fr,personal-caution,personal-caution
749,4562,2020-03-30 15:39:24,b42fd6be-b799-4bd0-b625-72353184dd3b,fr,I'm scared and I need psychological help. What can I do?,fr,personal-caution,"personal-caution, personal-symptoms"
750,4662,2020-03-31 23:47:58,b3e11375-e048-4e16-bc1e-0b950b6c3e79,fr,Can I have a mask?,fr,personal-caution,personal-caution
751,4701,2020-04-01 15:00:51,90d523d0-4c16-45ab-abd2-32255a99f1f6,en,Can I go to my boyfriend's house?,fr,personal-caution,personal-caution
752,4702,2020-04-01 15:00:51,90d523d0-4c16-45ab-abd2-32255a99f1f6,en,How to make a mask?,fr,personal-caution,personal-caution
753,4703,2020-04-01 15:00:51,90d523d0-4c16-45ab-abd2-32255a99f1f6,en,How can I protect myself?,fr,personal-caution,personal-caution
754,4803,2020-04-04 11:29:45,e199d142-1cfc-478f-a89e-7bb97295ef19,fr,"In Montreal, street washing was postponed until May (instead of April 1). The streets are dirty and littered with garbage, dog droppings, latex gloves, masks, etc. Does having a dirty city involve risks associated with the transmission of the virus?",fr,personal-caution,"personal-caution, covid-animals"
755,4912,2020-04-06 19:41:33,b84b4795-bb6b-4a7e-a01c-ad628c15c843,fr,my asthma is declanted by my allergies and with the mild weather that comes with its lots of dust etc is what I can take my reactins or is this only cause complications if I catch the covid-19?,fr,personal-caution,personal-caution
756,4925,2020-04-06 19:41:33,b84b4795-bb6b-4a7e-a01c-ad628c15c843,fr,I am asthmatic can I take my symbicore or should I abstain?,fr,personal-caution,personal-caution
757,4934,2020-04-07 8:22:35,3193febe-9ce7-45ca-8cc6-5088da6a2d77,fr,Should I wear a mask?,fr,personal-caution,personal-caution
758,4935,2020-04-07 8:22:35,3193febe-9ce7-45ca-8cc6-5088da6a2d77,fr,can I go take a walk?,fr,personal-caution,personal-caution
759,4946,2020-04-07 12:10:25,81adf80c-a9d9-467e-8f23-2afe683a00e9,fr,Why do countries not agree on wearing the mask for the entire population?,fr,personal-caution,personal-caution
760,4959,2020-04-08 12:16:30,4d22b966-4172-4caf-b6b4-c17711000740,fr,I have a dry cough a little runny nose and fatigue but no fever and a little headache so I do what I still wait a little or I can hold my breathing easily for at least 20 seconds I panic for nothing or,fr,personal-caution,"personal-caution, personal-symptoms"
761,4966,2020-04-09 16:41:45,00f6f1cd-fc64-4796-ae22-154eb322d57d,fr,"I can always work, I am an essential service, at Canada Post postal sorting machines difficult to do social distancing",fr,personal-caution,personal-caution
762,4972,2020-04-09 20:34:07,ba6d03d0-1e3f-4eca-94ea-fe5e175efaea,fr,Can I get covid-19 without fever and only cough?,fr,personal-caution,personal-caution
763,4996,2020-04-13 15:50:44,36f0156f-e78f-42da-b2a1-571b832ce46e,fr,"Instead of a mask, is the visor also good at reducing the risk. I am an essential worker and find the mask cumbersome and it is difficult to communicate with customers. I consider wearing a visor instead. Is that a good choice?",fr,personal-caution,personal-caution
764,30,2020-03-20 11:08:16,2cf1d255-62d3-4f65-869e-d08648c25dbe,fr,I wonder if it would be better to stop work for isolation at home?,fr,personal-isolation,personal-isolation
765,41,2020-03-20 20:18:36,7bf79286-b8fe-4aa0-a9f0-cb53d3e77ddd,fr,why do I have to be in containment,fr,personal-isolation,personal-isolation
766,82,2020-03-21 11:48:54,87588af0-5b62-46e0-8990-869114b8312e,fr,Can I voluntarily isolate myself and be paid?,fr,personal-isolation,personal-isolation
767,84,2020-03-21 12:34:37,57443797-c060-462d-9b47-35a3fbfbcbd7,fr,Should we be confined?,fr,personal-isolation,personal-isolation
768,131,2020-03-21 13:22:07,018327a0-2672-447f-aa15-5168dbde9c1c,fr,"After 14 days of confinement, can I return to work if I don't have symptoms?",fr,personal-isolation,"personal-isolation, covid-symptoms"
769,149,2020-03-21 14:39:38,82bb15fa-39f0-4203-9de0-654e2355eb6c,fr,"If I've been in solitary confinement for 10 days and my parents too, should we visit each other?",fr,personal-isolation,personal-isolation
770,171,2020-03-21 13:22:07,018327a0-2672-447f-aa15-5168dbde9c1c,fr,What are the criteria that will allow you to lift the state of health emergency and containment instructions?,fr,personal-isolation,personal-isolation
771,205,2020-03-21 13:18:00,ca77e917-de07-4fae-9e6c-adac69ef36c9,fr,"My other situation: my children are in shared custody and their father lives with Grandma who has just returned from travel. The children stay with me as long as his quarantine is over (that is, March 31) would it be possible for them to go back to Dad on that date when it is better for them to stay here until everything calms down?",fr,personal-isolation,personal-isolation
772,240,2020-03-21 12:08:45,b43c1b22-205c-4b49-805f-3b8c0cc3e588,fr,Where can I volunteer to help people in isolation in need?,fr,personal-isolation,personal-isolation
773,345,2020-03-21 23:37:07,bdcb2dff-0def-404b-8403-ae0ace84baaf,fr,Is there no more risk of contagion beyond 14 isolation?,fr,personal-isolation,personal-isolation
774,375,2020-03-21 22:48:25,ac080ca3-54ce-4d49-8c62-b2d850d228e8,fr,Why do I have to isolate myself?,fr,personal-isolation,personal-isolation
775,387,2020-03-22 1:41:11,3c16663e-dc8b-48f7-8168-d98020a0178e,fr,Duration of containment,fr,personal-isolation,personal-isolation
776,463,2020-03-21 21:38:30,120df8c2-5148-4cde-ad3c-2f4eb595af5f,fr,Does my employer have to pay me during segregation?,fr,personal-isolation,personal-isolation
777,467,2020-03-21 22:48:25,ac080ca3-54ce-4d49-8c62-b2d850d228e8,fr,Why do we have to stay in containment?,fr,personal-isolation,personal-isolation
778,474,2020-03-21 22:13:07,25c411a9-867c-4be5-b680-49802031661e,fr,"I'm in solitary confinement because I'm back from France. Does my family have to be in isolation, too?",fr,personal-isolation,personal-isolation
779,478,2020-03-21 22:03:53,fd4e5174-2dfd-4329-859e-8defae564612,en,How will economic activity be resumed after the weeks of containment?,fr,personal-isolation,personal-isolation
780,501,2020-03-21 22:04:41,64179534-4b74-4d60-8b80-827332536657,fr,Is it really worth doing these containment measures?,fr,personal-isolation,personal-isolation
781,625,2020-03-21 21:04:10,70cfcac4-2448-4390-a32c-110eec7b642d,fr,Someone close to me comes home from travel. Do I have to put myself in self-isolation?,fr,personal-isolation,personal-isolation
782,641,2020-03-21 17:57:58,4766b1fb-e7b8-46bc-aba1-62ccfea5b334,fr,"The minister advises to stay in our area, but can I go to my 74 year old mother in another city if I stay with her and not going anywhere else? I've been quarantined for nine days, so I don't want anyone else.",fr,personal-isolation,personal-isolation
783,684,2020-03-21 22:04:41,64179534-4b74-4d60-8b80-827332536657,fr,"My spouse went to Toronto last week, should he be in voluntary confinement? And me?",fr,personal-isolation,personal-isolation
784,784,2020-03-22 9:45:05,03b21418-3585-4567-9cb8-3c9b9daf851b,en,Is total containment planned in Canada?,fr,personal-isolation,personal-isolation
785,840,2020-03-22 11:50:43,21f38c9f-e54d-42fa-ab34-eca2f5795d28,fr,Should we fear a second wave of contagion if we end the means of containment too quickly?,fr,personal-isolation,personal-isolation
786,858,2020-03-22 9:46:21,609ac046-addf-4de3-addd-c96d5eee2553,fr,We went on a break trip and finished our 14th day of containment. Can we have a friend at home if he is healthy?,fr,personal-isolation,personal-isolation
787,889,2020-03-22 10:30:25,e71124b1-9897-4824-b8e8-06cad6f854ef,en,How long will you have to stay at home?,fr,personal-isolation,personal-isolation
788,893,2020-03-22 10:54:56,f10ab78e-542e-427f-99df-987b6f4817ee,fr,When would we be confined?,fr,personal-isolation,personal-isolation
789,948,2020-03-22 5:02:36,b9cca9f7-e15a-48c2-b40f-3d119421cde6,fr,"If a person is tested positive at Covid-19, is isolation at home or in hospital?",fr,personal-isolation,"personal-isolation, personal-testing"
790,985,2020-03-22 11:16:46,8e85946c-48e5-4e5b-80fd-876b1be4a404,en,How long will containment be in place?,fr,personal-isolation,personal-isolation
791,1122,2020-03-22 10:43:00,8dad65ac-4b21-43c0-a9dc-cbece5a9691f,fr,How long will we be confined?,fr,personal-isolation,personal-isolation
792,1320,2020-03-22 15:49:37,bd42769e-1240-4445-8a2a-67325cfe96ea,fr,Should we let a visitor into a house if we try to isolate ourselves?,fr,personal-isolation,personal-isolation
793,1352,2020-03-22 14:48:34,239c32e7-14ff-47a4-a868-f4c5e0f3ffcf,fr,"If I follow universal virus protection guidelines, why should I isolate myself?",fr,personal-isolation,personal-isolation
794,1364,2020-03-22 15:44:20,d98fbff4-0e69-43b1-8546-9b8e2d2dc282,fr,What is self-isolation?,fr,personal-isolation,personal-isolation
795,1403,2020-03-22 16:45:58,3a1e8d5d-2d8f-4984-8cf0-0e4422791d7f,fr,How long should one remain isolated when symptoms develop and have been isolated for 12 days. Should we wait another 14 days?,fr,personal-isolation,"personal-isolation, covid-symptoms"
796,1406,2020-03-22 15:47:33,4d334769-9d7c-48bb-a672-48994fce7005,fr,Can people in confinement who do not have symptoms kiss?,fr,personal-isolation,"personal-isolation, covid-symptoms"
797,1433,2020-03-22 16:29:53,f151d65c-352d-413c-91cd-f53d5ebaa355,fr,How long will the pandemic last if people follow containment rules?,fr,personal-isolation,"personal-isolation, situation-future"
798,1442,2020-03-22 16:53:13,ef6e599d-461d-49ec-93e2-0a19e51b09d9,fr,How long will the containment last?,fr,personal-isolation,"personal-isolation, situation-future"
799,1444,2020-03-22 16:40:52,f99ed116-aa1f-4273-ab2e-1059b01cf9bd,fr,"If my daughter has been in contact with a person with covid-19, do I have to give up working for the time of isolation?",fr,personal-isolation,personal-isolation
800,1506,2020-03-22 16:17:58,b5e24e67-d4e9-4c4f-b069-a694d7060834,fr,I'm suing... should I put myself in voluntary solitary confinement?,fr,personal-isolation,personal-isolation
801,1543,2020-03-22 14:21:52,44585f54-1f8c-464c-84c3-92a8d56fb346,fr,Do family containment?,fr,personal-isolation,personal-isolation
802,1560,2020-03-22 15:58:42,06b540de-a3c6-485b-8e6c-c67368f97289,fr,What is the difference between isolation and containment?,fr,personal-isolation,personal-isolation
803,1611,2020-03-22 15:46:13,bd836b7b-71a0-4404-b6ab-ac092d99902e,fr,Is total containment necessary for a person with a respiratory disorder?,fr,personal-isolation,personal-isolation
804,1644,2020-03-22 17:23:59,00855f14-5f5d-4d12-82e9-c9f58c3902b5,en,How many hours do I have to isolate myself?,fr,personal-isolation,personal-isolation
805,1647,2020-03-22 16:17:58,b5e24e67-d4e9-4c4f-b069-a694d7060834,fr,"In addition, my spouse is an airplane pilot and continues to fly repatriation flights to London in England... Should I also be in prolonged isolation when he returns!",fr,personal-isolation,personal-isolation
806,1788,2020-03-22 21:10:07,44963e29-b5c8-4d32-8053-ccc3c473b31c,fr,How long will we be in solitary confinement?,fr,personal-isolation,personal-isolation
807,1832,2020-03-22 20:36:48,49f7449a-1286-49a6-a3eb-fd43e6a625d9,fr,"If I live with my elderly parents and test positive at Covid 19, how can I do containment and sterilize the house if I have to go home with symptoms?",fr,personal-isolation,"personal-isolation, personal-testing, covid-symptoms"
808,1885,2020-03-22 21:32:53,27ee1018-c306-433b-bfe9-b87ad555f9e2,en,Do I need to isolate myself for 14 days if I came back on March 10?,fr,personal-isolation,personal-isolation
809,1914,2020-03-22 20:36:48,49f7449a-1286-49a6-a3eb-fd43e6a625d9,fr,If I doism confining home because I'm Covid 19 pos how do I make sure I get paid?,fr,personal-isolation,personal-isolation
810,1974,2020-03-22 21:51:55,14ea1538-71c8-48c6-b7f6-135da7a30766,fr,How are pregnancy follow-up during containment related to VIDC-19?,fr,personal-isolation,personal-isolation
811,2011,2020-03-22 23:49:36,678edca8-3f89-429b-8dd8-9f29585addcc,fr,How long could the containment measures last?,fr,personal-isolation,"personal-isolation, situation-future"
812,2052,2020-03-22 17:18:52,2d8b1630-2a19-4cf2-8f97-1a9e7fd52f80,fr,What is the duration of containment,fr,personal-isolation,personal-isolation
813,2121,2020-03-23 9:07:48,470d1cc4-3e04-4bc4-88ce-372aaa6979b2,fr,Can we have sex in solitary confinement? Or if we have COVID-19?,fr,personal-isolation,personal-isolation
814,2151,2020-03-23 10:14:49,5aa6a4ce-5f4b-4057-ab06-ec76c0d9dfd0,fr,"Why does the Canadian Armed Forces not listen to containment and leave their schools open, among other things?",fr,personal-isolation,personal-isolation
815,2209,2020-03-23 9:31:07,ae7bedcd-94af-4d12-9d26-37e8eb2e5281,fr,My spouse works in a seniors' home... I know it's a risk environment for contagion... what steps should they take when he returns home where his family is in isolation?,fr,personal-isolation,personal-isolation
816,2215,2020-03-23 10:49:11,d77ee362-a08a-4467-9fc2-7a4a3f0314d9,fr,Why do I have to stay at home?,fr,personal-isolation,personal-isolation
817,2236,2020-03-23 11:48:05,17eb73a1-091f-49cd-9fb8-cf8e5ed9ec85,fr,"they ask that the people who arrive from the trip immediately put themselves in containment but they say you can go get some air??? these people may be contaminated.. they walk through the corridors and assencers in order to get some air, isn't it risky?",fr,personal-isolation,"personal-isolation, covid-symptoms"
818,2237,2020-03-23 9:50:58,4f99b4f5-4110-478b-909a-cb1919aefebd,fr,"If I've been in containment for two weeks, except for the few visits to the supermarket where I take all the usual precautions, and my three adult children take the same precautions, can we reunite as a family?",fr,personal-isolation,personal-isolation
819,2257,2020-03-23 10:08:30,2415867c-e8dc-4e92-9762-c33c70a0caa0,fr,Is there a risk of a new wave of infection when containment is lifted?,fr,personal-isolation,personal-isolation
820,2311,2020-03-23 8:52:13,764c1533-1e4b-482e-a6e9-8e6ef812f459,fr,When will the containment be over?,fr,personal-isolation,personal-isolation
821,2492,2020-03-23 16:12:25,583c0ea0-c7a3-4b76-be39-db5a4049c5b0,fr,How long could the containment last?,fr,personal-isolation,"personal-isolation, situation-future"
822,2539,2020-03-23 14:10:45,ab880581-e7b7-48ac-89f9-08f82b435f20,fr,Do I have to stay confined?,fr,personal-isolation,personal-isolation
823,2596,2020-03-23 13:53:19,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,What does containment mean?,fr,personal-isolation,personal-isolation
824,2765,2020-03-23 23:07:13,b021307b-b656-4957-85b3-d46f1b26061d,fr,Will we have to get into containment every time there is a new outbreak?,fr,personal-isolation,personal-isolation
825,2864,2020-03-24 8:06:01,180e1696-1017-41dc-9903-951ca1c108b2,fr,Should the mandatory containment period be remunerated,fr,personal-isolation,personal-isolation
826,2905,2020-03-24 7:50:19,30256f9c-b2f3-4816-a845-6c40a982f377,fr,Can symptoms develop after 14 days of isolation?,fr,personal-isolation,"personal-isolation, covid-symptoms"
827,2930,2020-03-24 11:55:10,35765a72-384d-489b-8bf7-16418533d9d0,fr,Do couples have to make separate room as part of containment measures?,fr,personal-isolation,personal-isolation
828,2977,2020-03-24 11:55:10,35765a72-384d-489b-8bf7-16418533d9d0,fr,"In the context of containment measures,",fr,personal-isolation,personal-isolation
829,2995,2020-03-24 11:55:10,35765a72-384d-489b-8bf7-16418533d9d0,fr,What should be done in terms of containment if tested positive but without serious symptoms requiring hospitalization?,fr,personal-isolation,"personal-isolation, personal-testing, covid-symptoms"
830,3008,2020-03-24 6:16:11,337f6d0e-25d4-4788-b22f-ef869bf9a256,fr,Are truck rental companies open during containment?,fr,personal-isolation,personal-isolation
831,3027,2020-03-24 10:43:08,4941b1e3-4166-489f-be43-7b918b49ade0,en,"Hello, I have no fever, sore throat for 3 days, joint pain since last night and quite tired. Do I need to take isolation measures",fr,personal-isolation,personal-isolation
832,3041,2020-03-24 11:02:20,8506a2a8-136d-4f3a-a0a6-5b9a836aa4f0,fr,"does confinement at home, allows me to do bike runs at +-10 km from home????",fr,personal-isolation,personal-isolation
833,3116,2020-03-24 10:36:22,c3e7750b-021d-4745-b8fd-9179c672a36a,en,"If I have not had acuun symptoms for 10 days with complete isolation, can I say I am negative for COVID?",fr,personal-isolation,"personal-isolation, covid-symptoms"
834,3272,2020-03-24 14:16:55,204c3c81-8e4c-464a-b09b-def9a768a7b8,fr,Should we isolate ourselves if we return from another province,fr,personal-isolation,personal-isolation
835,3386,2020-03-24 16:29:29,3c9e34aa-5897-4715-bfcb-c3aa2b7c06a6,fr,How long do we have to stay alone?,fr,personal-isolation,personal-isolation
836,3405,2020-03-24 19:34:56,66c13562-39b1-4478-9359-2789a0f7988c,en,How many days do you have to be confined to find out if you have this virus?,fr,personal-isolation,personal-isolation
837,3601,2020-03-24 20:07:47,1f766543-3b68-4e34-b5e4-b9fa838dc4cf,fr,Why do you have to isolate yourself fourteen days if you've been in contact with a patient?,fr,personal-isolation,personal-isolation
838,3760,2020-03-25 8:03:36,75650a76-7d94-4c34-ad81-2f67e8c8edec,fr,Do I need to isolate myself if I am in contact with someone who has been in contact with an infected person?,fr,personal-isolation,personal-isolation
839,3789,2020-03-25 12:54:26,ebd422c1-52c7-45b9-8282-56397e464c46,fr,Public health recommends 14-day isolation potentially at risk. But we learn that Covid-19 is susceptible to mutations. Is this time limit valid for mutant forms of the virus?,fr,personal-isolation,personal-isolation
840,3918,2020-03-25 13:40:05,ff3619e4-41de-4d05-8d59-cfd482f00274,fr,Do I have to isolate myself if I come back from another province?,fr,personal-isolation,personal-isolation
841,3947,2020-03-25 15:15:13,fc362ced-7909-478f-b228-11836ebc01ea,fr,Can people who return from travel go out and take steps during their 14 days of isolation?,fr,personal-isolation,personal-isolation
842,4118,2020-03-25 7:59:44,7bc9ec51-0e7c-49ad-ba1f-99d7101adc4f,fr,How will we get out of containment? Will we all suddenly be released? Will there be alternation between “working life” and two weeks of isolation? Anything else?,fr,personal-isolation,personal-isolation
843,4143,2020-03-25 7:59:44,7bc9ec51-0e7c-49ad-ba1f-99d7101adc4f,fr,"My son is in shared custody, is it possible to maintain her despite confinement (as long as no one develops the disease of course)",fr,personal-isolation,personal-isolation
844,4169,2020-03-26 12:14:38,3096a963-54af-4f6b-aed5-e07730512e8f,fr,Is containment mandatory for all?,fr,personal-isolation,personal-isolation
845,4216,2020-03-26 14:54:21,4e5f04b9-a146-472d-8fd0-d565aac403f3,fr,How long will the containment last?,fr,personal-isolation,"personal-isolation, situation-future"
846,4220,2020-03-26 14:54:21,4e5f04b9-a146-472d-8fd0-d565aac403f3,fr,My grandmother lives alone and has to stay at home. How do I get food delivered?,fr,personal-isolation,personal-isolation
847,4258,2020-03-26 18:16:32,9e6ff134-96c7-48c8-b94b-9445b82bd6fb,en,How to overcome stress and ambient pressure during this confinement period?,fr,personal-isolation,personal-isolation
848,4356,2020-03-27 20:37:27,811fcda9-4128-4291-b416-36011076e4e1,fr,Can the Covid-19 enter through our food races into confined houses?,fr,personal-isolation,personal-isolation
849,4380,2020-03-28 8:50:45,4a918791-c9cf-4b8e-bbd2-a40dc6b12083,fr,"Should it be confined for 50 days, confined or quzantan",fr,personal-isolation,personal-isolation
850,4517,2020-03-30 10:00:36,ed5b3642-021e-4699-b64b-2016ff6e9c3c,fr,when back ed the grocery store is it required to place food in isolation? if so how long?,fr,personal-isolation,personal-isolation
851,4590,2020-03-31 0:45:53,b26906da-ea64-4740-b0fc-f77638ba2a5b,fr,How long will containment last?,fr,personal-isolation,personal-isolation
852,4694,2020-04-01 16:39:19,61e414c1-8f49-4c6e-aa82-29669f1f32f0,en,What is the usefulness of containment if they all end up dying one of these days,fr,personal-isolation,personal-isolation
853,4814,2020-04-04 10:48:24,ca3deb4e-fda8-4242-96da-d202e2efc080,fr,Why isolate yourself?,fr,personal-isolation,personal-isolation
