_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question__gold
2721199842,finalized,3,4/20/2020 21:02:50,"Can my agricultural business continue in commercial activity during the period of inactivity?
Could the agricultural business keep working in this quarantine?
Can my farm keep selling ornamental crops by email or telephone?","Agricultural businesses, including vegetable farms, are designated as essential businesses. Sales at the farm or in permanent public markets may continue, as long as hygiene and public health measures and instructions are followed.
 Sale of ornamental crops online commerce is permitted, including orders by website, by email or by telephone, for delivery to your home or to one of the businesses designated as priority.
 It is important that this is done in accordance with the directives of the public health.
 ",Is it possible for my agricultural business to continue operating a farm sales stand?,
2721199843,finalized,3,4/20/2020 21:39:42,"what is the official site to get more information?
Are there special precautions surrounding the preparation of take-out food or food for delivery?
What are the special measures that must be taken into account in the Delivery?","Aside from using the enhanced good hygiene practices when preparing food (link to the question What can food establishment operators do?), additional precautions may be taken to limit the contamination of surfaces and contact with clients:
 •  Protect packaging (tins, bottles, containers, etc.) or distance packaging from handlers or clients;
•  Encourage phone and internet transactions and avoid using cash;
•  Delivery people should signal their arrival, then leave packages on doorsteps;
•  Clients should handle the packages, then wash their hands before eating.
Masks and gloves are not necessary measures to ensure the protection of delivery people, food handlers or clients. They are for patients who have symptoms or who are thought to be infected, and for the healthcare professionals who treat them.
 For more information on this subject, you can consult the document https://www.inspq.qc.ca/publications/2931-livreurs-domicile-covid19 from the Public health expertise and reference centre (INSPQ)
 ",Are there special precautions surrounding the preparation of take-out food or food for delivery?,
2721199844,finalized,3,4/20/2020 22:07:06,"If a customer at the supermarket has symptoms of COVID-19, should he be denied access?
The owner of the facility is responsible for taking the actions he deems necessary to ensure public health in his restaurant or grocery store. It does not mean that if a person has a cough, then he carries the disease, we must believe each other to pass this crisis
If a customer at the supermarket shows symptoms of COVID-19, should I tell him to leave?","It is the responsibility of the owner of the establishment to take such measures as he/she deems necessary to ensure public health in his/her restaurant or grocery store.
 However, coughing does not mean that he/she is infected with the virus. We are relying on the civicmindedness and honesty of citizens to respect public health instructions in case of doubt or contamination.
 ","If a customer coughs and has symptoms, should I tell them to leave the grocery store?",
2721199845,finalized,3,4/20/2020 20:41:58,"Is it necessary to inform if I have present symptoms and who should I go to?
Should an establishment be closed after a certain number or percentage of employees develop symptoms of COVID-19?
What should an establishment do if an employee has symptoms?","Food handlers who are sick or showing symptoms of respiratory illness (fever and cough) must inform their employer. They should stay at home until their symptoms subside and follow the public health guidelines available on the https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/19-210-30A_Guide-auto-soins_anglais.pdf?1584985885 .
 Food businesses are encouraged to work on their service continuity plan.
 ",Should an establishment be closed after a certain number or percentage of employees develop symptoms?,
2721199846,finalized,3,4/20/2020 20:42:39,"What measure should I take if I have an unprepared food retail business during this covid-19 situation?
I am currently the owner of a supermarket with a limit of 350 people, what can I do?
I have a supermarket that has a capacity limit of 250 people, what measure to perform to fulfill my job?","The 250-person limit does not apply to your establishment. So you have the option to take steps to apply this limit.
 The government of Québec is asking restaurant and café owners to close all their dining rooms.
 Take-out orders, deliveries and drive-in services remain permitted.
 ",I own a supermarket or grocery store that can accommodate more than 250 people per day. What should I do?,
2721199847,finalized,3,4/20/2020 21:54:01,"Market stores should clean all their implements including market carts?
Do supermarket carts need to be cleaned due to the risk of contagion?
¿What do you recommend to supermarket retailers regarding hygiene and where can they find that documentation?","Retailers are strongly encouraged to pay even greater attention to the application of best practices for cleaning and sanitizing food and non-food contact surfaces.
 Documentation on these practices can be found on the https://www.mapaq.gouv.qc.ca/fr/Restauration/Qualitedesaliments/securitealiments/nettoyageassainissement/Pages/nettoyageassainissement.aspx page.
 Consumers must rely on basic personal hygiene practices for their safety, which include thoroughly washing hands and used utensils before cooking and eating, thoroughly washing food before eating, as well as coughing or sneezing into their elbow. Therefore, there is no need for any denunciations.
 ",Do grocery stores have to clean the grocery carts?,
2721199848,finalized,3,4/20/2020 21:39:16,"Should I close if I only offer food in bulk?
I own a supermarket what measures should i take to protect myself and my clients ?
If I have a bulk food store, should I close?","No. However, you should enhance good hygiene practices:
 •  Add additional protections (containers, sneeze guards, nearby hand-washing stations, service by an employee);
•  Increase the frequency of cleaning and sanitizing in high traffic areas or on exposed surfaces.
",I only offer bulk food. Should I close?,
2721199849,finalized,3,4/20/2020 21:24:33,"I own a greengrocer under these terms. Should I close my store?
What are the activities that I cannot carry out in my factory during the restrictions implemented in order to avoid sanctions?
Should I close my sugar syrup production business?","The current prohibition applies to providing food service or accepting visitors at your establishment.
 Maple syrup production and maple product manufacturing can therefore continue.
 We invite you to avoid activities associated with pouring maple syrup on snow.
 ",I own a sugar shack. Do I have to close my establishment completely?,
2721199850,finalized,3,4/20/2020 21:21:49,"How should I wash my clothes during the emergency?
What are the recommendations to disinfect most articles?
which items are recommended for washing items made of fabric?","In the food sector, items in fabric can be washed following manufacturer instructions. If possible, use hot water and dry the items thoroughly.
 If at all possible, clean and sanitize items made of fabric more frequently, as is the case for any other surface.
 For more information on this subject, consult the https://www.inspq.qc.ca/covid-19/nettoyage-surfaces document from Public health expertise and reference centre (INSPQ).
 ","What is recommended for washing items made of fabric (hand towels, table napkins, work jackets, etc.)?",
2721199851,finalized,3,4/20/2020 21:40:05,"because it is recognized of ornamental plants recognized as an essential service
Are ornamental plants recognized as an essential service?
Is the production of ornamental plants an essential service?","The 2020-013 minister’s order of April 1, 2020 made changes to include horticultural production in the list of essential services and activities. By including the wording ""and horticultural"" along with the words ""vegetable production"", the government recognizes all production activities included in the horticultural sector.
 This includes ornamental production not necessarily intended for human consumption (greenhouse plants, nurseries, sod, Christmas trees).
 The https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/essential-services-commercial-activities-covid19/ is updated continuously and will remain in effect until May 4, 2020, subject to changes made by the government. Businesses are encouraged to refer to it regularly.
 Regarding public health, horticultural producers are encouraged to follow the directives of the National Public Health Institute of Québec (INSPQ) relating to agricultural businesses.
",Is production of ornamental plants recognized as an essential service?,
2721199852,finalized,3,4/20/2020 20:46:18,"Producers who take email orders can deliver their products?
Can  i get deliveries from ornamental plants?
Is it possible that ornamental plant producers who take online orders can continue to deliver their products?","Ornamental plant producers are permitted to deliver plants produced to homes or stores designated as essential, as long as public health directives are followed.
 Taking phone orders is considered equivalent to online shopping.
 ","Can ornamental plant producers who take orders online, by email or by another remote method deliver their products?",
2721199853,finalized,3,4/20/2020 21:40:05,"tell me a list where essential services are included
Garden centers included in essential services?
garden center included?","The list of essential services and activities includes horticultural production but excludes retail activities.
 As is the case for all businesses in Québec, garden centres may make sales online or by phone. Home delivery is permitted as long as public health directives are followed. However, in-store pick-up is not allowed.
 Garden centres may take orders online or by phone; however, to comply with public health directives, they cannot invite customers to their stores to pick up the products ordered.
 ",Are garden centres included in essential services?,
2721199854,finalized,3,4/20/2020 21:51:27,"Will home deliveries be made in stores during this period?
Can garden centers make sales to collect in the store and provide home delivery?
How can we shop from garden centres at this time?","As is the case for all businesses in Québec, garden centres may make sales online or by phone. Home delivery is permitted as long as public health directives are followed. However, in-store pick-up is not allowed.
 Garden centres may take orders online or by phone; however, to comply with public health directives, they cannot invite customers to their stores to pick up the products ordered.
 ",Can garden centres who accept online orders could offer home delivery or store pickup?,
2721199855,finalized,3,4/20/2020 20:58:30,"Can food stores and hardware stores continue to provide their services?
Can you sell ornamental plants and other groceries in a supermarket?
Is there an establishment that supplies groceries to supermarkets?","Yes, grocery and hardware stores are on the list of essential stores and can continue to offer this type of product in store, even though the intended purpose of designating these stores as essential during this crisis period is to prioritize fulfilment of the population’s essential needs.
 ",Are supermarkets established outside a shopping centre and offering grocery or hardware services allowed to sell ornamental plants?,
2721199856,finalized,3,4/20/2020 20:58:30,"How can producers sell their plants if people cannot visit stores?
Do producers need to adhere to public health to sell their products?
How to adhere to public health and be able to sell your products?","•  Selling online or by phone and delivering directly to customers.
•  Selling their products like inputs to other agricultural producers.
•  Selling to garden centres that offer online shopping.
•  Selling to supermarkets located outside of shopping centres offering grocery and hardware services and which are considered essential.
",How can producers sell their plants while adhering to public health directives?,
2721199857,finalized,3,4/20/2020 22:19:15,"Can I buy seeds online without taking risks?
Yeah, All horticultural products (seeds, growing media, pots, gardening tools) can be sold online and delivered to homes for the health of all
Yes, All horticultural products (,pots, seeds, gardening tools, etc) can be sold online and delivered to clients' homes to prevent everyone from leaving the house and keeping them safe.","Yes, all horticultural products (pots, growing mediums, seeds, gardening tools, etc.) can be sold online and delivered to customers’ homes.
 ","If a garden centre does not produce its plants, but offers online shopping, can it sell other horticultural products?",
2721199858,finalized,3,4/20/2020 21:37:20,"Due to social distancing I have no production, therefore I have no leg to pay my employees, where should I refer them?
Are there in programs in place for employers who are struggling to pay their workers during the COVID-19 pandemic?
what does the federal government do to help companies in order to pay their employees?","The federal government is offering two front line programs, the Temporary Wage Subsidy for EmployersCanada and the Emergency Response Benefit (CERB). However, both programs cannot be used simultaneously.
 •  The Temporary Wage Subsidy for Employers is supporting companies that, in order to pay their employees, are experiencing losses of more than 30% of their revenues. It can be used for a period of three months as from March 15, 2020 and will be equal to 75% of the wages paid. For more information consult the  https://www.canada.ca/en/department-finance/economic-response-plan.html  page.
•  As for the CERB, it is a combination of the Emergency Care Benefit and the Emergency Support Benefit. Employees, contract workers and self-employed workers who involuntarily lost their income are eligible for taxable financial assistance of $2000/month, for a maximum period of 4 months. To learn more about the CERB, consult  https://www.canada.ca/en/department-finance/news/2020/03/introduces-canada-emergency-response-benefit-to-help-workers-and-businesses.html  news release.
Subsequently, the federal government’s https://www.canada.ca/en/services/benefits/ei.html offers two types of services: regular or sickness, depending on eligibility.
 ",I can no longer pay my employees because of the COVID-19 crisis. Which programs can I refer them to?,
2721199895,finalized,3,4/20/2020 21:31:03,"What can I do for my employees who do not qualify for employment insurance, how can I help them?
What can I do for non-insurance employees?
How do I know if I am eligible for financial aid?","On March 16, the provincial government announced the https://www.quebec.ca/famille-et-soutien-aux-personnes/aide-financiere/programme-aide-temporaire-aux-travailleurs/ , designed to meet the needs of workers who, because they are in isolation to counter the propagation of the COVID-19 virus, cannot earn all of their work income and are not eligible for another financial assistance program and who are not eligible for any financial assistance program.
 ","If my employees do not qualify for Employment Insurance, what else can I do for them?",
2721199896,finalized,3,4/20/2020 22:12:46,"What measures are being taken regarding the financial problem of companies for keeping closed
Regarding the requirements of its program, FADQ adapts to the current situation in various sectors. With regard to the specific situation of the producers, they are dealt with on a case by case basis by the service centers. Depending on the liquidity requirements, companies can contact their service center for assistance, come to an arrangement, and implement a solution appropriate for their situation. For example, financing could be made available for working capital replenishment. For producers insured by FADQ programs, maintaining activities will allow them to move to ASRA (final farm income stabilization) compensation for the livestock sector and to the second advance of grains and canola.
What can i do to mantain my business afloat during this time of crisis?","If you are a company or a stakeholder in the bio-food sector and you are faced with specific issues jeopardizing your activities, you are invited to contact the https://www.mapaq.gouv.qc.ca/fr/Pages/NousJoindre.aspx of the ministère de l'Agriculture, des Pêcheries et de l'Alimentation.
 •  Lending banks are available to study your file and find a customized solution for your situation. It is important that you contact them before you reach a critical tipping point.
•  https://www.mapaq.gouv.qc.ca/fr/Peche/md/Programmes/Pages/Appuifinancierauxentreprisesdepeche.aspx  is a measure that enables fishing enterprises to pay the interest on their loans and to be granted a moratorium on repayment of capital on maritime loans, up to a certain maximum. It also provides for payment of marine insurance premiums.
•  La Financière agricole du Québec (FADQ) is already offering a six-month moratorium on its loan repayments. For more information, please read the following press release:  http://www.fil-information.gouv.qc.ca/Pages/Article.aspx?aiguillage=ajd&lang=fr&idArticle=2803211394  .
•  With respect to its program requirements, the FADQ is adapting to the current situation in different sectors. Regarding the specific situation of producers, they are being treated on a case-by-case basis by the service centres. Depending on their liquidity requirements, companies can communicate with their service centre for help, to come to an arrangement, and to implement a solution adapted to their situation. For example, financing could be provided to replenish working capital.
•  For producers insured by the FADQ programs, maintaining activities will allow them to proceed to regular final ASRA (Farm Income Stabilization Insurance) payout for the livestock sector and to the second advance for grain and canola.
•  Furthermore, AgriInvest and Agri-Québec program accounts allow participating producers to benefit from short-term liquidity with no withdrawal condition. The AgriStability program provides the possibility of provisional payment, allowing producers in difficulty to obtain part of the year's calculated payment in advance.
•  The government has announced the  https://www.investquebec.com/quebec/fr/produits-financiers/toutes-nos-solutions/programme-daction-concertee-temporaire-pour-les-entreprises-pacte.html  and a three-month moratorium on loans contracted through the Fonds locaux d’investissements. PACTE can help businesses with supply problems (raw material or goods and services) or those for which the delivery of product (goods and services) or merchandise is impossible or significantly reduced. A minimum of $50,000 is granted as either a loan guarantee or a loan. 
 Consult the  http://www.fil-information.gouv.qc.ca/Pages/Article.aspx?aiguillage=diffuseurs&listeDiff=400&type=1&idArticle=2803194638  news release and the  https://www.investquebec.com/quebec/fr/produits-financiers/toutes-nos-solutions/FAQ-PACTE.html  .
•  The Government of Canada has increased the lending capacity of Farm Credit Canada (FCC) by more than $5 billion for producers’ and food processors’ liquidity needs. Contact it for further information:  https://www.fcc-fac.ca/fr.html  .
•  https://www.canada.ca/fr/services/entreprises/maintenirfairecroitreameliorerentreprise/ressourcespourlesentreprisescanadiennes.html 
•  The Government of Canada is offering SMEs, through the Small and Mediumsized Enterprise Loan and Guarantee Program and the BDC’s Co-Lending Program, the possibility of maintaining a sufficient volume of liquid assets. These programs are being offered by  https://www.edc.ca/en/campaign/coronavirus-covid-19.html  and the  https://www.bdc.ca/en/pages/special-support.aspx?specialinitiative=covid19  , respectively. Additionally, these two organizations have relaxed the conditions for offering their financial services.
",Which measures are available for my business to cope with the financial difficulties it faces?,
2721199898,finalized,3,4/20/2020 21:40:27,"What if I can't pay for my APP?
Is it possible to delay payment of the Advance Payment Program?
Will they be accepting payment delays? for the app","The federal government is offering a six-month delay for repaying the loan.
 Moreover, you may apply for an exemption of the interest on an additional $100,000 for 2020-2021 provided that your total APP advances do not exceed the $1 million ceiling.
 ",I need to repay my Advance Payment Program (APP) advance before April 30th. Is it possible to delay this payment?,
2721199899,finalized,3,4/20/2020 20:15:49,"Will the government continue issuing approved financial assistance?
During quarantine, can the government continue to issue approved financial assistance?
What businesses can receive financial assistance during the COVID-19 pandemic?","Financial assistance to businesses, granted under the programs administered by the ministère de l'Agriculture, des Pêcheries et de l'Alimentation, is maintained as are essential services.
 ","During this period, will the government continue issuing approved financial assistance?",
2721199900,finalized,3,4/20/2020 21:57:16,"Can I request delivery service during the emergency?
Are restaurants allowed to be open?
the restaurant sector will be providing services in this health emergency?","The Gouvernement du Québec has asked the owners of restaurants to close their dining rooms. Takeout orders, deliveries and drive-through services continue to be permitted.
 ",Can restaurants remain open?,
2721199901,finalized,3,4/20/2020 21:37:46,"Supermarkets and pharmacies must close due to covid-19?
the closings are only in crowded places, they cannot close the pharmacies and supermarkets since from ayi it is where people get the necessary supplies for the cobvid-19 problem.
Will public spaces be closed for the Québec government?","No. Grocery stores remain fully open from Monday to Saturday. However, it should be noted that on all Sundays in April, the only activities authorized in grocery stores are online and telephone orders and home delivery.
 Drugstores remain open seven days a week.
 For additional information, please consult https://www.economie.gouv.qc.ca/bibliotheques/conformite/loi-sur-les-heures-et-les-jours-dadmission-dans-les-etablissements-commerciaux/ (french only).
 You can consult the list of activities and services that can remain open in the https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/essential-services-commercial-activities-covid19/ section.
 It should be noted that all businesses can always engage in teleworking and e-commerce.
 ",Do the closings of public spaces that the Québec government has announced concern grocery stores and drugstores?,
2721199902,finalized,3,4/20/2020 22:17:08,"¿Is it possible to meet in quarantine period to receive the holy word?
What rules exist for religious gatherings?
Should we visit our worship places?","For places of worship , religious gatherings of all faiths should be suspended, unless they are essential. If a gathering takes place, physical distancing must be observed.
 ","Do places of worship (churches, mosques, synagogues, etc.) need to close?",
2721199903,finalized,3,4/20/2020 21:19:24,"Are the hotels available?
if i want to stay in a tourist hotel, what are the rules that said hotel need to obey?
tourist hostels will be open during the covid 19 emergency?","The Québec government has announced the closing until further notice of tourist accommodation establishments.
 However, there are two exceptions to the rule: certain campgrounds that host travellers who do not have any other housing option and that provide adequate sanitary facilities, and hotels. The other types of tourist accommodation, such as cottages, rented second homes, bed and breakfast accommodation and inns must stay closed.
 ",Are tourist accommodation establishments open?,
2721199904,finalized,3,4/20/2020 21:17:33,"what are the recommendations regarding public spaces
What are the recommendations for behavior in public spaces?
Can I walk through public spaces?","In order to protect Quebecers, the Gouvernement du Québec is prohibiting indoor and outdoor gatherings. However, provision has been made for several exceptions (see https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/gatherings-events-covid19/ ).
 Individuals who must attend a gathering that the Gouvernement du Québec has exempted areare urged to remain for the shortest possible time and as far as possible to maintain a distance of 2 metres from other people.
 ",Is it preferable to avoid all public spaces?,
2721199905,finalized,3,4/20/2020 21:39:16,"As a consumer, can I support or help the food sector?
What are the positive effects of buying local products?
As a consumer, what can I do to support the agri-food sector?","Québec consumers are urged to buy local. By doing this, they support local producers, processors and businesses and contribute to economic vitality and ongoing activity in the sector.
 Consulte the https://lepanierbleu.ca/ website.
 Together, through their choices, businesses and consumers promote the diversity of Québec’s slate of food products.
 ","As a consumer, can I do anything to support the agri-food sector?",
2721199906,finalized,3,4/20/2020 21:37:20,"How can we contribute to making Quebec food-autonomous?
Is there a website where I can locate local businesses so I can help support them?
How can I make local products?","•  Choose products from Québec when making your purchases. Various markings make it easy to identify these products in store. You can find out more on the  https://www.alimentsduquebec.com/en/certified-products  website;
•  Shop in local food stores.  https://lepanierbleu.ca/  is a new reference platform that helps you locate local businesses.
•  Make local products more interesting by trying new recipes using local produce. Find some examples on the  https://www.alimentsduquebec.com/en/blog/100-quebec-recipe  website.
•  Do not waste food at home. Find some tricks and tips on the  https://www.mapaq.gouv.qc.ca/fr/Consommation/guideconsommateur/gaspillage/Pages/gaspillagealimentaire.aspx  section.
•  Help a community organization (  https://www.jebenevole.ca/  ), agri-food businesses (  https://www.emploiagricole.com/liste-des-emplois/  ) or food establishments and retail companies (  https://atableemplois.ca/  ). You can work there, but you can also volunteer your time if you wish. Contact organizations and businesses in your community for more information.
•  Treat yourself or your loved ones. Many companies are offering delivery or take-out services during the lockdown. Ask your sugar shack, restaurant, bakery, chocolate store or any other business you like. Many have launched some great initiatives at the moment.
•  You might be tempted to increase your self-sufficiency by turning to a garden or a private farm. You can also find out about community gardens. To get started, consult the  https://www.mapaq.gouv.qc.ca/fr/Productions/agricultureurbaine/trucsconseils/Pages/trucsconseils.aspx  .
•  If you like the idea of keeping urban chickens (  https://www.mapaq.gouv.qc.ca/fr/Productions/agricultureurbaine/trucsconseils/Pages/elevagedepouleenville.aspx  ) or any other animal species, never act on a whim. Chickens , like all other farm animals, require constant care to ensure their welfare. This type of farming is sometimes permitted by municipalities, you must be well informed before embarking on such a project, particularly with regard to the applicable regulations, the animals’ specific needs, and the availability of veterinary care in your region for the species you intend to keep. Before you start planning, you can consult the  https://www.mapaq.gouv.qc.ca/fr/Productions/agricultureurbaine/trucsconseils/Pages/trucsconseils.aspx  .
",What can I do to contribute to Québec’s food autonomy?,
2721199907,finalized,3,4/20/2020 21:59:17,"Should an increase in food prices be expected?
Will COIVD-19 and it's economical affects lead to prices increasing ?
Are food prices rising due to the crisis situation?","The food industry is facing significant challenges right now. The government is in daily talks with all stakeholders in the agri-food chain.
 In the exceptional circumstances we are experiencing, it is possible that food product prices will fluctuate.
 We wish to underscore that there is no food or sanitary product shortage in sight.
 ",Should an increase in food prices be expected?,
2721199908,finalized,3,4/20/2020 21:29:44,"How can I avoid the spread of the virus, if I need to go out and relaise purchases of necessary products?
Instructions to follow are available when consumers go to stores at this website : https://www.retailcouncil.org/shopsmart/
Is there any page where i can look up for information on how to handle consumers coming to my retail store?","Instructions to follow when consumers go to retail stores are provided in detail on the https://www.retailcouncil.org/shopsmart/ website.
 ",How can I limit the spread of the disease while grocery shopping in store?,
2721199909,finalized,3,4/20/2020 21:04:01,"Is food from abroad more likely to carry the COVID-19 virus
Can I eat any type of imported food?
Is foreign food safe?","Imported food does not carry a greater risk of transmission of the virus.
 Transmission of the virus by ingesting food has been ruled out. In addition, the coronavirus cannot grow on food.
 However, it is possible to contract COVID-19 by touching a surface or object where the virus is found and then bringing your hand to your mouth, nose or eyes, but this is not the primary means of transmission.
 Therefore, it is important to always follow the basic rules of hygiene, which include washing your hands thoroughly before eating and cooking, washing food thoroughly before eating, as well as coughing or sneezing into your elbow.
 ",Can I continue to eat food from abroad?,
2721199910,finalized,3,4/20/2020 21:59:17,"Do I have to wash the packaged food I buy?
Should i isolate packs i bought from grocery store for few days before i start using?
Should I wash the products and packaged foods that I handle and buy at the supermarket?","It is possible to contract COVID-19 by touching a surface or object where the virus is found and then touching your mouth, nose or eyes, but this is not the primary means of transmission.
 Many viruses from the coronavirus family can survive on surfaces for a duration ranging anywhere between two hours up to nine days, depending on the type of surface and environmental conditions (temperature, humidity, etc.). It isn't necessary to wash all of your purchases. The key is to wash your hands often, especially when you return home and once you have put your groceries away. As always, you should also wash your hands before cooking and before eating.
 In order to limit the contamination of surfaces, a number of enhanced hygiene practices have been implemented implemented by retail operators. Consumers should follow the respiratory etiquette while in public places, such as grocery stores and supermarkets.
 ",Should I wash all the packaged food items I buy at the grocery store?,
2721199911,finalized,3,4/20/2020 21:57:16,"Can I buy fruit during the emergency situation?
Why do you have to buy packaged products?
Is it safe to buy food without some kind of packaging?","No. However, fruits and vegetables must always be washed before being eaten, as you would normally do. All you need do is wash the produce with water and scrub the surfaces. There is no need for detergent.
 In fact, packaging of fruits and vegetables increases the amount of handling by food establishment operators, which is not something we want. Consumers must also follow the respiratory etiquette concerning unpackaged food such as fruits and vegetables.
 ",Is it risky to buy unpackaged produce?,
2721199912,finalized,3,4/20/2020 21:30:33,"how is COVID-19 transmitted
Will there be any special precautions for eating takeout?
What special precautions should I take before eating takeout or food to deliver in the covid-19 pandemic?","So far, there is no evidence that COVID-19 can be transmitted through food.
 The coronavirus is transmitted through respiratory droplets or by touching surfaces or utensils that may be contaminated with droplets. It is possible to contract COVID-19 by touching a surface or object where the virus is found and then touching your mouth, nose or eyes, but this is not the primary means of transmission.
 Adherence to good food hygiene and safety practices and safe cooking is important. It minimizes the risk of transmission of any foodborne contamination or illness.
 ",Are there any special precautions I should take before eating take-out food or food for delivery?,
2721199913,finalized,3,4/20/2020 21:54:01,"Is it advisable to make cleaning materials such as Chlorine at home?
Can I make a household cleaner with chlorine?
¿What cleaner can be used to disinfect and what would be the ideal ingredient?","To clean household surfaces, a solution of 0.1% sodium hypochlorite is recommended. That means 4 teaspoons (20 ml) of domestic bleach in 1 litre of water. It is best to prepare a new diluted solution every day and not to mix bleach with any other cleaning products.
 A 0.1% hypochlorite solution is sufficient to eliminate viruses such as coronavirus, which is less resistant than other pathogenic microorganisms.
 This is in line with current scientific literature on coronavirus and complies with recommendations from the CDC ( https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fprepare%2Fprevention.html ).
 In the current context and according to the available scientific data, the proportions usually recommended (1:200) must be increased to 1:50 (equivalent to a 0.1% solution of sodium hypochlorite) as a precautionary measure. When a solution of 0.1% sodium hypochlorite is used on food contact surfaces, those surfaces must also be rinsed off to limit the risks of chemical hazards.
 We are monitoring the scientific data on the subject.
 ",Is it recommended to make a household bleach cleaner at home?,
2721199914,finalized,3,4/20/2020 22:41:17,"Can i handle my own purchases when going in the store?
Is it allowed to use reusable bags to go shopping?
Can I pick my purchases using my reusable bags at markets?","You can bring your reusable bags to a retailer, but you must pack up your own purchases.
 To limit handling and the spread of the virus, the INSPQ recommends not offering packing or bagging services in general.
 A company can choose to offer packing or bagging services using only the bags or boxes they have in-store. This has the effect of limiting worker contact with potentially contaminated objects, all while expediting customer service and limiting the time customers spend next to the cash registers.
 ",Can I bring my reusable bags at the grocery store?,
2721199915,finalized,3,4/20/2020 21:32:09,"Could I use a bathroom that is in restaurants?
Are fast food restrooms still enabled?
what are the measures used by restaurant staff to a person who wants to use the bathroom","Restaurants offering food or meals for takeout can choose whether or not to make their washrooms accessible to the public.
 If they do so, operators must then implement and execute a thorough cleaning procedure for surfaces most exposed to the public. It is not recommended to make restrooms meant exclusively for staff available to the public.
 ",Do the restrooms of take-out restaurants remain accessible to customers?,
2721199916,finalized,3,4/20/2020 21:02:50,"Should I take special measures against contamination by Covid-19 about the food I buy?
Is my food at risk of get contamination of covid-19?
Should we be worry about Covid-19 contaminating our food?","At this time, there is no evidence to suggest that food is a likely source or route of transmission of COVID-19. You should continue to wash fruits and vegetables as usual and to follow good hygiene practices during food preparation.
 ",Can food be contaminated by COVID-19?,
2721199917,finalized,3,4/20/2020 21:35:33,"Is the food going to run out?
¿can COVID-19 prevent the movement of food to locations?
Can the COVID-19 pandemic cause shortages?","No. There is no reason to fear a food shortage.
 ",Can COVID-19 cause a food shortage?,
2721199918,finalized,3,4/20/2020 21:05:28,"can the virus spread through food
Can covid-19 die when freezing food or drinks?
The virus is destroyed at high temperatures, for example when food is cooked in the microwave in the highest place or cooked in the oven. The virus does not spread through what we eat or drink, but through infected droplets that we breathe or come into contact with different surfaces, so it should not contact the surfaces.","Freezing is not a good way to neutralize the virus. In fact, the virus might be able to survive the cold on a dry surface.
 However, the virus is destroyed at high temperatures, for instance when food is microwaved at the highest setting or cooked in the oven.
 The virus is not spread through what we eat or drink, but by infected droplets that we breathe in or that come in contact with the mucous membranes of our eyes.
 ","Can the virus that causes COVID-19 survive on food if it is frozen, microwaved or cooked in the oven?",
2721199919,finalized,3,4/20/2020 21:37:20,"queuing in public places that still provide services will not result in the spread of the virus
How far apart are we supposed to stand away from each other when we are grocery shopping?
what should i do if i have symptoms?","Anyone who has symptoms must stay at home. It is important to stay two metres (over 6 feet) away from the person in front of you in the queue. Some stores have marked off the floor to make sure that people comply with physical distancing.
 ","There are queues at the grocery store, the pharmacy and in designated evaluation clinics. Isn’t there a risk of spreading the virus?",
2721199920,finalized,3,4/20/2020 20:30:22,"I am responsible for animals but my business being closed, what care should I make sure to provide them? How can I protect my pets?
What care should I provide to animals when my business is closed?
What minimum care should I give my animals if the product stores are closed?","The government order to close all non-priority businesses and services, in effect since March 25 at 12:01am, concern all non-priority businesses and services (e.g. puppy care and animal training courses), grooming services and other related activities (e.g. agility training) must close their doors until Monday, April 13. See the https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/essential-services-commercial-activities-covid19/ page.
 Animals are sentient beings who have essential needs. Also, the animals’ owner or caretaker must ensure their well-being and safety, by providing them with required care (e.g. food and shelter), despite the closure of their business. Consult https://www.mapaq.gouv.qc.ca/fr/Productions/santeanimale/securitebea/Pages/Securite section.
 Furthermore, the hygiene measures recommended by the ministère de la Santé et des Services sociaux must be implemented to ensure the safety of all parties concerned.
 ","I am responsible for animals but my business being closed, what care should I make sure to provide them?",
