question_processed,cluster
pouvezmoi me dire ou est le point de test le plus proche,personal-testing
pouvonsnous nous tester nousmêmes pour éviter les contagions et désengorger le système,personal-testing
puis je acheter un test en ligne  ,personal-testing
puisje habiter dans une maison où quelquun est testé positif,personal-testing
quand doisje aller me faire tester,personal-testing
quand doisje être testée  ,personal-testing
quand faire le test ,personal-testing
quand les tests seront disponibles pour ceux sans symptômes,personal-testing
quand savoir si je doit passer je test de dépistage,personal-testing
que doisje faire pour me faire tester ,personal-testing
que faire en cas de test negatif,personal-testing
quel est le délai actuel pour obtenir les résultats suite à un test pour le virus,personal-testing
quel est le nombre de tests effectués au québec en date daujourdhui,personal-testing
quel est le test administré pour le diagnostique  combien prendil de temps pour avoir une réponse quelles est sa mesure de sensibilité,personal-testing
quelle est la procédure à suivre pour se faire tester,personal-testing
quels sont les critères pour procéder à un test de dépistage covid19 ,personal-testing
quels sont les délais dattente pour obtenir le résultat à un test de dépistage,personal-testing
quels symptômes doiton avoir pour se faire tester pour la covid19,personal-testing
qui doisje appeler pour faire un test de covid,personal-testing
qui doit se faire tester pour la covid,personal-testing
qui peut faire le test de dépistage,personal-testing
si je nai pas de voiture mais que je devrais me faire tester comment me rendre au centre de dépistage sans risquer de contaminer quelquun,personal-testing
si je suis négatif au test de dépistage puisje aller visiter mes parents de plus de 70 ans ,personal-testing
si je suis négatif au test de dépistage suisje immunisé ,personal-testing
si je suis testée positive que dois je faire par la suite ,personal-testing
si on me demande de passer le test de covid19 et que je nai pas de voiture comment devraisje me rendre à la clinique de dépistage taxi transports en commun ,personal-testing
si quelquun a eu la maladie et guéri estce que les tests peuvent voir que cette personne a été déjà touchée par le virus,personal-testing
si une personne de la famille a un doute davoir contracter le virus est ce que toute la famille devrait demander un test de dépistage ,personal-testing
suisje eligible pour me faire tester ,personal-testing
un collègue de mon conjoint a été testé positif estce possible que je développe des symptômes de la maladie avant mon conjoint bien que je naille eu aucun contact avec son collègue ,personal-testing
une collègue de travail de ma femme qui travaille dans un hopital  a testé positif pour le coronavirus quelle procédures devonsnous adopter,personal-testing
une personne testé négative peutelle être positive plus tard ,personal-testing
vatil y avoir des tests de dépistage sans rendezvous dans lanaudière,personal-testing
vu mon contact avec un cas probable qui ne veut pas passer le test est ce que je devrais appeler le 811 pour prendre un rv dans une clinique de dépistage ,personal-testing
y atil des tests disponibles et à quelle condition,personal-testing
y atil un test pour voir si on a eu le virus,personal-testing
à partir de quels symptômes il faut aller passer un test de dépistage,personal-testing
ça prend combien de temps pour avoir les résultats du test de répistage,personal-testing
combien de temps cette épidémie va telle durer ,situation-future
combien de temps dure en moyenne la maladie ,situation-future
combien de temps dure la covid19 lorsquelle est contractée par une personne ,situation-future
combien de temps dure la crise,situation-future
combien de temps dure la maladie en moyenne chez ceux qui en guérissent,situation-future
combien de temps dure la phase active de la maladie,situation-future
combien de temps dure la période de contagion ,situation-future
combien de temps dure le virus,situation-future
combien de temps dure un rhume normalement ,situation-future
combien de temps dure une pandémie,situation-future
combien de temps durera la pandémie ,situation-future
combien de temps la pandémie estelle prévue pour durer ,situation-future
combien de temps pourrais durer cette quarantaine ,situation-future
combien de temps pourrait durer le covid,situation-future
combien de temps va durer la pandémie,situation-future
combien de temps va durer la pandémie ,situation-future
combien de temps va durer la quarantaine ,situation-future
combien de temps ça va durer cette affaire ,situation-future
estce quon sait combien de temps ca dure,situation-future
pendant combien de temps durera lépidémie du covid19,situation-future
si on arrive à aplanir la courbe combien de temps lisolation pourrait durer,situation-future
cest quoi le taux de mortalité,situation-stats
combien de cas au québec,situation-stats
combien de cas au québec actuellement,situation-stats
combien de cas au québec à ce jour,situation-stats
combien de cas de covid19 à montréal ,situation-stats
combien de cas prévoyons nous avoir dici 1mois,situation-stats
combien de cas y atil jusquà présent,situation-stats
combien de cas à terrebonne,situation-stats
combien de gens sont affectés en outaouais,situation-stats
combien de gens sont infectés au canada ,situation-stats
combien de gens sont infectés au québec ,situation-stats
combien de gens sont infectés dans ma région  dans la région x ,situation-stats
combien de gens sont mort du covid19 au canada,situation-stats
combien de personne sont assomptomatique ,situation-stats
combien de personne sont infecté au québec ,situation-stats
combien de personnes ont guéri du coronavirus au québec depuis le début de la pandémie,situation-stats
combien de personnes sont infectés à montréal  ,situation-stats
combien de personnes sont malades  ,situation-stats
combien de personnes sont présentement atteintent,situation-stats
combien de personnes touchées,situation-stats
combien de personnes vont mourir,situation-stats
combien y atil de cas actuellement au québec,situation-stats
combien y atil de cas à montréal,situation-stats
combien yatil de cas au québec présentement ,situation-stats
combien yatil de cas déclarés dans ma région laval jusquà aujourdhui,situation-stats
en parallèle avec le covid19 combien de cas de la grippe ont tué de personnes,situation-stats
il y a combien de cas dans la région de la mauricie,situation-stats
il y a combien de cas dans la ville de québec du covid ,situation-stats
il y a combien de personnes infectés au québec  ,situation-stats
le nombre de cas au québec sélève à combien,situation-stats
le nombre de cas à quebec ,situation-stats
le nombre de personnes atteintes de coronavirus sélève à combien,situation-stats
lorsque lon parle du nombre de cas dans le monde estce que les gens rétablis sont compter ce serait bien de savoir le nombre de cas actifs actuellement dans le monde sans compter les gens rétablis,situation-stats
nombre de cas au québec ,situation-stats
pourquoi il y a plus de gens qui quittent lhôpital en corbillards quen taxis selon vos statistiques ,situation-stats
pourquoi les statistiques du québec contiennent toujours 22 personnes dans une région indéterminée et ce jour après jour,situation-stats
pourquoi on ne peut pas avoir combien de cas par villes en montérégie,situation-stats
pouvezvous mexpliquer pourquoi limiter le nombre de jours et heures douverture de ma boulangerie et du marché atwater est une bonne chose  le bon sens dit quen limitant les heures douverture lachalandage sera plus grand pendant que cest ouvert et il y aura donc une plus grande densité de gens qui attendent en même temps devant la porte  et cest aussi ce que je vois   ,situation-stats
quel est le nombre de cas au québec ,situation-stats
quel est le nombre de cas confirmés en gaspésie,situation-stats
quel est le taux de létalité ,situation-stats
quel est le taux de mortalité,situation-stats
quel est le taux de mortalité des 50 ans et moins,situation-stats
quel est le taux de mortalité du covid,situation-stats
quel est le taux de survie de la covid19,situation-stats
quelle est la capacité de notre système de santé en nombre de cas quil peut prendre en charge en même temps,situation-stats
quelles sont les statistiques québécoises  ,situation-stats
quels sont les statistiques mondiale sur le corona virus ,situation-stats
si on donne le nombre de personnes testées positives doit on soustraire le nombre de personnes guéries et les morts pour savoir le nombre de cas actifs,situation-stats
statistiques sur corona,situation-stats
taux de décès ,situation-stats
taux de mortalité ,situation-stats
y en a combien de cas sur tout le québec,situation-stats
à combien de cas sommesnous ,situation-stats
 bonjour,unclassified
 e matin je sens comme si j avais un rhume mal un peu partout  mais pas de fièvre je suis à 38 f  je me demande si je devrais aller travailler,unclassified
 est ce que le froid tu le virus,unclassified
 quels sont les manifestations du covid 19 chez les enfants,unclassified
a partir de quel  age estce dangereux ,unclassified
a partir de quelle température de fièvre doiton sinquiéter ,unclassified
a partir de quelle température il faut être alarmé  ,unclassified
a partir de quelle température ont doit se rendre aux urgences,unclassified
a quel jour est on au pic de la maladie,unclassified
a quel moment doisje minquiéter et aller à lhôpital,unclassified
a quel moment doit on appeler le 15,unclassified
a quel temperature cela est considéré comme faisant de la fièvre  ,unclassified
a quelle heure le prochain point de presse ,unclassified
a quelle temperature une fievre est consideree comme suffisament importante pour appeler la ligne covid19,unclassified
a quelle température haute et basse le coved19 estil définitivement neutralisé exemple dans le frigo à la cuisson à leau boulliante,unclassified
ai je le droit de sortir dans des lieux publics,unclassified
ai je le droit de sortir faire mes courses,unclassified
aider personne âgée,unclassified
aije le droit daller jouer au parc,unclassified
aije le rhume la grippe une pneumonie ou le coronavirus,unclassified
alors mis à part davoir eu un deuxième cancer et jimio ,unclassified
après avoir contracté la covid19 et sêtre rétabli estce toujours possible de contaminer dautres personnes,unclassified
après combien de jours de fièvre je dois me présenter à lurgence,unclassified
après guérison du covid19 suis je immunisé,unclassified
après la pandémie est ce que la chine aura des sanctions pour la piètre salubrité de plusieurs marchés sur son territoire,unclassified
are you imune after 14 days,unclassified
as ton les oreilles boucher avec le covid,unclassified
as tu de largent à donner  ,unclassified
atil assez place dans les hotpitaux,unclassified
auraitil pu émerger dailleurs quen chine si oui de où,unclassified
auriezvous une recette de galette portugaise,unclassified
avec les commandes en ligne on reçoit des colis estce que ces colis représentent un risque de contagion ,unclassified
avec les nouvelles mesures annoncées cet aprèsmidi et venant en exécution ce soir à minuit les voyageurs mis en quarantaine pourrontils aller prendre des marches en respectant la distanciation sociale,unclassified
avec qui doisje communiquer concernant un rassemblement illégal,unclassified
avec quoi peuton désinfecter les surfaces,unclassified
avezvous des informaticiens sur covid19,unclassified
avezvous eu des contacts avec quelquun qui est revenu de létranger,unclassified
avezvous un estimé de temps sur les mesures de distance sociale,unclassified
avoir de lhypothyroïdisme a des conséquences,unclassified
avoir la voix éraillée et enrouée sans irritation de la gorge sans toux ni fièvre et douleurs à la poitrine peut être un signe avantcoureur du covid19,unclassified
avonsnous le droit de visiter quelquun chez lui être deux ou trois personnes ensemble pour souper,unclassified
avonsnous une idée dans combien de temps les lieux publicsprivés ex gyms de crossfit,unclassified
avonsnous une idée dans combien de temps les lieux publicsprivés ex gyms de crossfit magasins réouvriront avec précautions et directives bien sûr ,unclassified
bonjour,unclassified
bonjour  le printemps arrive avec ses allergies saisonnieres  pensez vous que les personnes souffrant sévèrement de ces allergies sont plus à risque de contracter le virus à ce moment là  ,unclassified
bonjour combien de temps restons malade,unclassified
bonjour estce que le proffesseur didier raoult donne de bon conseil ,unclassified
bonjour je suis emloyeur estce que mes employés ayant des situations particulières qui sont plus à risque sont couvert,unclassified
bonjour ma question porte sur la décontamination à la maison lorsque jarrive de lextérieur ,unclassified
bonjour puis je me réunir avec des amis ,unclassified
bonjour que doisje faire si ma colocataire revient de voyage mais que je travaille dans une entreprise nommée essentielle doisje moi aussi être en quarantaine,unclassified
bonjour voici ma situation  je suis maman monoparentale aux études à temps plein  technique collégialedernière session ma seule source de revenu étant mes prêt et bourses le dernier dépôt de lafe sera le 1er mai,unclassified
c dangereux pour quelquun hasmatique,unclassified
c quoi le corona vérus,unclassified
ca fait tu mal,unclassified
cabinets privés de ressources professionnelles réseau de la santé de quoi parle ton ici ostéopathe ou plutôt des psychologues,unclassified
can i run outside,unclassified
can you answer a god damn question,unclassified
carte des cas de co vid à montréal ,unclassified
ce nest pas de distance sociale dont il faudrait parler à mon avis mais bien de distance physique non la proximité sociale doit au contraire être accentuée non on fait appel à cette solidarité sociale qui suppose que nous soyons proches les uns des autres tout en étant éloignés physiquement quaurionsnous fait si cette pandémie était survenue dans les années 70 nous aurions été à distance physique et sociale,unclassified
ce quoi covid19,unclassified
ce virus va til partir un jour,unclassified
cest correct de se tenir à lextérieur à plus de deux mètres de mes voisins,unclassified
cest lquoi le covid19,unclassified
cest quand quon sort,unclassified
cest qui,unclassified
cest quoi le virus,unclassified
cest quoi ton nom,unclassified
cest tu pire si je fume,unclassified
cest un virus à arn où à adn,unclassified
combien cette crise va durer,unclassified
combien de fois doisje me laver les main par jour pour être sécuritaire,unclassified
combien de fois par jour doisje me laver les mains ,unclassified
combien de jours de fièvre doiton attendre pour prendre une décision,unclassified
combien de jours le virus peutil vivre sur des surfaces,unclassified
combien de malades et combien de morts en québec ,unclassified
combien de mort y a til au québec présentement ,unclassified
combien de mort y atil à présent ,unclassified
combien de morts au quebec,unclassified
combien de morts au québec,unclassified
combien de morts aujourdhui au québec ,unclassified
combien de morts aujourdhui dans le monde,unclassified
combien de nouveaux cas sont répertoriés au québec aujourdhui,unclassified
combien de questions voulezvous avant dêtre lancé,unclassified
combien de temps avant davoir un résultat ,unclassified
combien de temps cela prend pour avoir les résultats de dépistage du coronavirus,unclassified
combien de temps devrais je rester en confinnement,unclassified
combien de temps devront nous rester distancer ,unclassified
combien de temps doisje me laver les mains,unclassified
combien de temps doivent rester en quarantaine,unclassified
combien de temps dur la contamination par le virus,unclassified
combien de temps en moyenne la personne atteinte est guérie ,unclassified
combien de temps le virus est actif sur les différentes surfaces,unclassified
combien de temps le virus est présent sur le textile ,unclassified
combien de temps le virus vit sur les surfaces,unclassified
combien de temps le vitus vie sur les surfaces  ,unclassified
combien de temps les commerces resteront fermés,unclassified
combien de temps pour avoir mes résultats,unclassified
combien de temps un porteur sain peut transmettre la covid19  ,unclassified
combien de temps vit le covid19 sur les surfaces,unclassified
combien de temps vit le virus sur les surfaces comme les poigées de porte,unclassified
combien de temps y a til entre le mal de gorge et la fièvre,unclassified
combien dheures de sommeil devraisje avoir par nuit ,unclassified
combien dheures ou de jours le virus peut se faire sentir sur un individu ,unclassified
combien il y a eu de nouveaux cas aujourdhui,unclassified
combien jours en moyenne sont nécessaires pour détruire le virus de lorganisme,unclassified
combien la durée de linfection du covid19 ,unclassified
comme estce que le virus se propage,unclassified
comme je suis diabétique estce je vais mourir ,unclassified
comment  savoir  si ma santé  est fragile ,unclassified
comment allez vous,unclassified
comment allezvous ,unclassified
comment attrape ton le covid19,unclassified
comment attraper le covid19,unclassified
comment attrapeton la covid,unclassified
comment avoir un rendez vous,unclassified
comment bien désinfecter et avec quoi comme produits  ,unclassified
comment ce virus a vu le monde,unclassified
comment différencier dun rhume,unclassified
comment différencier le covid dune grippe,unclassified
comment dire a mon grand père darrêter de sortir,unclassified
comment distinguer le virus de la grippe au covid19,unclassified
comment doisje me rendre à lhôpital si je nai pas de voiture,unclassified
comment dépister le corona virus ,unclassified
comment désifecter mes courses alimentaires périssables ,unclassified
comment désinfecter les surfaces,unclassified
comment désinfecter lépicerie,unclassified
comment désinfecter mes lunettes ,unclassified
comment effectuer mes courses sans mettre à risque ma famille,unclassified
comment est la transmission du covid,unclassified
comment estce que les garderies en milieu familial non subventionnée seront payée,unclassified
comment fabriqier une solution hydroalcoolique,unclassified
comment faire pour minimiser les risques de propagation,unclassified
comment faire pour rester en santé si je pense être positif au covid,unclassified
comment fautil se soigner si on est atteint du covid19 ,unclassified
comment identifier la maladie chez les bébés ,unclassified
comment je fais pour faire une application au puc,unclassified
comment je fais pour payer mes factures,unclassified
comment je guérit du korona verus,unclassified
comment je sais si je suis infecté,unclassified
comment laver les aliments provenant de lépicerie,unclassified
comment laver les mains,unclassified
comment le coronavirus se transmet,unclassified
comment le covid19 entre dans les cellules,unclassified
comment le gouvernement va faire pour décider du montant des prestations que je vais recevoir soutien durgence ils vont se fier à quoi jétais en congé de maternité qui vient de terminer,unclassified
comment le virus se transmet  ,unclassified
comment les personnes avec de l  hypertension sont elles plus agffectées,unclassified
comment magasiner en tempa de pandémie ,unclassified
comment me soigner,unclassified
comment nettoyer les surfaces poreuses comme les sacs à main sacs à dos sacs dépicerie réutilisables,unclassified
comment obtenir de linfo pour le depistage,unclassified
comment obtenir un rdv,unclassified
comment obtenir un rendezvous de dépistage ,unclassified
comment on sait si on est malade ou pas ,unclassified
comment on se protège contre le covid19,unclassified
comment on tue le virus,unclassified
comment peutom aider les soignants si on na aucune compétence en santé,unclassified
comment peuton contracter le covid19,unclassified
comment peuton contracter le virus,unclassified
comment peuton minimiser les risques de contamination si un membre de la famille continue de travailler à lextérieur,unclassified
comment pourraisje lattrapper,unclassified
comment predire la courbe de développement de la maladie,unclassified
comment prévenir la maladie associé au covid19 ,unclassified
comment prévenir la transmission du virus  ,unclassified
comment prévenir le covid19,unclassified
comment puis je me faire diagnostiquer ,unclassified
comment puisje avoir une aide financière ,unclassified
comment puisje bénéficier des résultats de cette étude que vous faites ,unclassified
comment puisje dénoncer un bar qui reste ouvert malgré linterdiction,unclassified
comment puisje faire mes courses alimentaires en sécurités  ,unclassified
comment puisje me rendre utile,unclassified
comment puisje prévenir la contraction du virus,unclassified
comment puisje savoir si je suis atteint ,unclassified
comment puisje savoir si le coronavirus nest pas une invention de lhomme ,unclassified
comment reconnaître une insuffisance respiratoire ,unclassified
comment réagissent les enfants et nourrissons sils attrapent le covid ,unclassified
comment réduire la transmission entre les gens,unclassified
comment saiton que quelquun est rétabli de linfection,unclassified
comment savoir quelle centre de personnes âgées sont affecté,unclassified
comment savoir si je suis affecté,unclassified
comment savoir si je suis affectée,unclassified
comment savoir si je suis atteint,unclassified
comment savoir si je suis atteint du covid19,unclassified
comment savoir si je suis atteinte du coronva virus ,unclassified
comment savoir si je suis infecte,unclassified
comment savoir si je suis infecté,unclassified
comment savoir si je suis infectée,unclassified
comment savoir si je suis infectée  ,unclassified
comment savoir si je suis malade ,unclassified
comment savoir si je suis malade du covid 19,unclassified
comment savoir si je suis porteur du virus,unclassified
comment savoir si jsuis malade,unclassified
comment savoir si ma situation saggrave,unclassified
comment se faire des lingettes désinfectantes maison ,unclassified
comment se faire dépister ,unclassified
comment se faitil que le bicarbonate de soude ne serait pas efficace pour laver nos légumes habituellement cest parfait ,unclassified
comment se laver les mains,unclassified
comment se transmet le coronavirus ,unclassified
comment se transmet le virus,unclassified
comment se transmet le virus ,unclassified
comment se transmet le virus  ,unclassified
comment sensibiliser les gens qui ne respectent pas la quarantaine ,unclassified
comment traiter le covid19 si nous ne faisons pas partie de la population à risque ,unclassified
comment trouver la clinique de dépistage la plus proche de chez moi ,unclassified
comment un virus  comme le sars par exemple  disparaîtil de lenvironnement dans quelles circonstances et à quelles conditions estil enrayé,unclassified
comment ça se transmet ,unclassified
comment être certain que je nai pas contracté la maladie,unclassified
complètement ou il reste des séquelles après,unclassified
considérant que certaines études démontrent que le virus pourrait être dépister avec plus de précision dans les selles estce quil pourrait y avoir parmis les résulats des faux négatifs ,unclassified
considérant que certaines études démontrent que le virus pourrait être dépisté avec plus de précision si les échantillons sont pris à plusieurs endroit estce quil pourrait y avoir parmi les résulats des faux négatifs httpwwwcidrapumnedunewsperspective202003studycovid19mayspreadseveraldifferentways httpswwwthelancetcomjournalslaninfarticlepiis1473309920301742fulltext,unclassified
covid19 affecté il les adolescents ,unclassified
dans combien de jours pourronsnous commencer à reprendre notre mode de vie ,unclassified
dans combien de temps je pourrai sortir de chez moi,unclassified
dans combien de temps la pandémie sera terminée ,unclassified
dans combien de temps prévoyez vous que la situation redeviendra normale,unclassified
dans les batiments publics ils sont tous munis de climatisationchaufage a air pulsé comment se transporte ce covid 19 dans ce genre de bureau ,unclassified
dans mon bloc appartement il y a deux appartements en quarantaine est ce que se rapprochement est une souche indirecte rapprochée ,unclassified
de quelle maladie connue se rapproche le coronavirus ,unclassified
de quelle manière puis je etre contaminé,unclassified
des amis qui sont encore au travail nous demandent de garder leurs enfants prendon des risques si on le fait ,unclassified
des canadiens sont pris au pérou estce que des vols de rapatriement son prévu dans ce pays,unclassified
des mesures économiques vontelles être prises pour toutes les entreprises en péril autonomes festivals obnl,unclassified
detection,unclassified
devaiton sortir les personnes agées de leur résidence  pour les garder avec nous à la maison,unclassified
devient on immunisé après lavoi contracté ,unclassified
devraisje dénoncer les rassemblements dont je suis témoin dans mon voisinage si oui comment,unclassified
devraisje désinfecter mes provisions  et devraisje traiter différemment les légumes les contenant en plastique en métal les paniers de fruits ,unclassified
devraisje faire obligatoirement du télétravail,unclassified
devraisje me faire prescrire de lhydroxychloroquine avec de lazithromycine si je suis atteint ,unclassified
devraisje nettoyer mes emplettes pour ma sécurité ou esce une précaution superficielle ,unclassified
devraiton cesser la garde partagée,unclassified
does hydroxychloroquine cure covid19,unclassified
dois je continuer à allaiter ,unclassified
dois je limiter mes contacts avec des personnes qui ont besoin daide pour pouvoir rester à la maison ,unclassified
doisje annuler mes réservations aux étatsunis pour le mois de juillet,unclassified
doisje avoir un rendezvous pour me présenter à une clinique,unclassified
doisje déclarer mon état de santé en toute confidentialité ,unclassified
doisje désinfecter les jouets de mon bébé ,unclassified
doisje désinfecter tous les produits alimentaires ou autres nouveaux éléments que japporte ou fais livrer chez moi si oui quels produits recommandez vous pour la désinfection,unclassified
doisje enlever mes vêtements quand je retourne chez moi,unclassified
doisje entrer travailler si je suis immunosuprimé,unclassified
doisje faire lécole à la maison à mon enfant,unclassified
doisje laver les boîtes des aliments,unclassified
doisje laver mes mains à chaque fois que je touche mon téléphone,unclassified
doisje limiter mes contacts meme avec les membres de ma maison,unclassified
doisje me faire dépister,unclassified
doisje me laver les mains à leau chaude pour détruire le coronavirus ,unclassified
doisje minquiéter,unclassified
doisje rester  à la maison ,unclassified
doisje rester en quarantaine si jhabite avec une personne qui revient de voyage ,unclassified
doisje vraiment éviter de toucher mon visage si je ne suis pas sorti et que je me suis lavé les mains régulièrement ,unclassified
doisje être mise en quarantaine,unclassified
doit on lavé les emballages fruits et légumes ramené de lépicerie avant des les ranger dans nos placards ,unclassified
doiton craindre une seconde vague dépidémie comme cela commence à se produire en chine ,unclassified
doiton désinfecter les emballages des produits achetés à lépicerie,unclassified
doiton désinfecter toute notre épicerie,unclassified
doiton désinfecter toutes nos courses de retour à la maison,unclassified
doiton mettre notre linge au lavage à chaque jour fini de porter les mêmes jeans jour après jour,unclassified
doiton nettoyer les aliments et sacs dépicerie qui nous sont livrés si oui comment,unclassified
doiton se laver les mains souvent même à lintérieur de la maison si on ne sort pas,unclassified
doù vient le coronavirus,unclassified
doù vient le nom covid19,unclassified
durée de la pandémie,unclassified
durée de vie du virus,unclassified
désolé e cest fini merci,unclassified
en quarantaine peuton aller dans notre cours,unclassified
en tant quentreprise quelle information pouvonsnous transmettre à nos employés afin de les rassurer et de les soutenir,unclassified
en tant quéducatrice en cpe ouvert pour le personnel durgence comment je vais garder la distance dun mètre avec un enfant pour ma sécurité et celle de ma famille  ,unclassified
en tant quétudiante étrangère estce que lassurance maladie couvrira les dépenses en cas de la maladie ,unclassified
est ce les bébé de moins de 2 ans sont plus a risque,unclassified
est ce possible dinstorer des règles plus stricte pour les épiceriesc fouu le monde qui y vont ,unclassified
est ce que cest plus de chance de lattraper car je vis proche dun centre de dépistage covid ,unclassified
est ce que ceux décédés d covid19 sont plus des hommes ou des femmes,unclassified
est ce que corona est un etre humain,unclassified
est ce que cèst vrai le covid19 ne peut pas supporter la chaleur plus de 30 dégrée celsius   ,unclassified
est ce que google est apple ,unclassified
est ce que je devrais continuer dallaiter,unclassified
est ce que je dois désinfecter largent  piece et papier,unclassified
est ce que je dois désinfecter ma maison tout les jours ,unclassified
est ce que je dois faire un dépistage si je fais delà fièvre,unclassified
est ce que je dois laisser mes chaussures dehors ,unclassified
est ce que je dois laver mes vêtements dès que jarrive à la maison ,unclassified
est ce que je dois laver mon épicerie,unclassified
est ce que je dois laver mon épicerie et mes commissions une fois à la maison,unclassified
est ce que je suis immunisé si je jattrape le virus et jen guéri ,unclassified
est ce que la chaleur affecte le virus  ,unclassified
est ce que la chaleur tue le virus ,unclassified
est ce que la chaleur tué le virus,unclassified
est ce que la diarrhée est réellement un signe avant coureur de la covid,unclassified
est ce que la garde partager est bannie,unclassified
est ce que la question arrivez vous de voyage est ,unclassified
est ce que la question arrivez vous de voyage est encore dactualite  messeble que la propagation est au dela de ca ,unclassified
est ce que la température chaud ou froid peut tuer le virus,unclassified
est ce que la toux est sèche ou grasse,unclassified
est ce que lassurance maladie sera valide à lextérieur de la province,unclassified
est ce que le chaud tu le virus,unclassified
est ce que le corona se transmet par lair ,unclassified
est ce que le coronavirus affecte beaucoup la santé  est il très dangereux  ,unclassified
est ce que le coronavirus est transmissible par lair ,unclassified
est ce que le coronavirus part au lavage  ,unclassified
est ce que le covid 19 qui semble etre comparer a une pneumonie être traité par antibiotique,unclassified
est ce que le covid19 peut causer des maladies chroniques ,unclassified
est ce que le covoiturage est à éviter en cette période de pandémie ,unclassified
est ce que le fait datrapper le covid 19 nous immunisera à vie,unclassified
est ce que le fœtus peut attraper le coronavirus sida mère lattrape,unclassified
est ce que le gouvernement prévoit de décontaminer les personnes avec des jets comme on a vu en asie ,unclassified
est ce que le msss va obliger les organisations de la santé de prévoir un fond de prévoyance pour planifier et déployer des services en cas de pandémie future ,unclassified
est ce que le recyclage passe encore ,unclassified
est ce que le rendezvous se prend avec vous,unclassified
est ce que le vinaigre est efficace pour desinfecter les surface potentiellement gontaminees par le sarscov2,unclassified
est ce que le virus a été créer par les humains,unclassified
est ce que le virus est dangeureux pour les enfants,unclassified
est ce que le virus est plus dangereux pour un asthmatique ,unclassified
est ce que le virus peut se déplacer dans leau,unclassified
est ce que le virus pue ,unclassified
est ce que le virus resiste au froid,unclassified
est ce que le virus reste longtemps sur les fruits,unclassified
est ce que le virus se propage dans lair,unclassified
est ce que le virus va partir avec larrivée de lété comme cest le cas avec linfluenza,unclassified
est ce que les aliments crus comme les sushis sont à éviter durant cette période ,unclassified
est ce que les diabétiques sont plus en danger que dautres  ,unclassified
est ce que les enfants de moins de 1 an sont plus à risque davoir des complications  ,unclassified
est ce que les enfants peuvent attraper le covid ,unclassified
est ce que les jeunes en bon sante peuvent mourir de cette maladie covid19 ,unclassified
est ce que manger de lail peut maider a limmunité,unclassified
est ce que mes enfants peuvent attraper le virus au parc,unclassified
est ce que mon bébé naissant est à risque,unclassified
est ce que mon pharmacien peut me dépister ,unclassified
est ce que ns,unclassified
est ce que pe groupe sanguin peut avoir une incidence sur la contraction du virus ,unclassified
est ce que si on passe à côté de quelque quun de malade mais quil ne tousse pas on peut attraper le coronavirus seulement parce quon respire le même air,unclassified
est ce que vous pensez que la quarantaine obligatoire pour tous aura lieu bientôt,unclassified
est ce quil serait possible de développer des méthodes de coûts unitaires par usager contaminé ,unclassified
est ce quil y a des cas dans ma région,unclassified
est ce quil y a des enfants qui sont décédés du virus,unclassified
est ce quil y a des vitamines ou des compléments qui pourraient maider à combattre le coronavirus,unclassified
est ce quon va etre capable de gerer la pandemie au canada apres que les etats unis sont rendu le centre de la pandémie,unclassified
est ce quun virus est vivant,unclassified
est ce sécuritaire daller faire mon épicerie avec mes enfants  ,unclassified
est il interessant daller en region ,unclassified
est il toujours souhaitable de sortir marcher pour faire de lexercice,unclassified
est que je devrait choisir de prendre de la chloroquine de moi même  ,unclassified
est que le neocitrant peux aider a combatre le covid19 ,unclassified
est quon devient immunisé au coronavirus une fois quon lattrape,unclassified
estce ce quaprès avoir guérit de la covid19 la personne est immunisée,unclassified
estce dangereux de sapprocher dune résidence dont quelquun est atteint  si je veux aller lui porter des denrées alimentaires à la porte par exemple,unclassified
estce la fin du monde ,unclassified
estce les personnes avec un cancer du sang sont plus à risques,unclassified
estce nécessaire de tout nettoyer les produits dépicerie rapportés à la maison,unclassified
estce ok si je permet à ma fille de 6 ans de jouer uniquement avec sa cousine ,unclassified
estce possible dattrapper le covidd19 deux fois de suite  ,unclassified
estce possible davoir une toux grasse et dêtre tout de même atteint du covid,unclassified
estce possible de contracter le covid19 à deux reprises,unclassified
estce possible de rattraper à nouveau le covid19 si je crois lavoir eu au début du mois de février 2020,unclassified
estce possible entre voisins de prendre un café à lextérieur si nous maintenons une distance de 2 mètres entre nous,unclassified
estce que boire de leau fréquemment peut vraiment aider à ne pas garder le virus dans la gorge,unclassified
estce que ca donne la diarrhée ,unclassified
estce que ce virus a muté depuis quon la découvert ,unclassified
estce que ce virus peut rester dans lair assez longtemps,unclassified
estce que cest aux parents de payer les frais de service de garde dune garderie non subventionnée sans même que leur enfant ne va à la garderie,unclassified
estce que cest comme une grippe,unclassified
estce que cest correct de laver mes vêtements à leau froide ,unclassified
estce que cest dangereux pour moi ,unclassified
estce que cest dangeureux,unclassified
estce que cest en toussant quon partage le virus,unclassified
estce que cest gens autour de moi son à risque,unclassified
estce que cest mortel,unclassified
estce que cest une prédiction de la fin du monde ,unclassified
estce que cest vrai que la chaleur comme printemps été va faire calmer les virus,unclassified
estce que cest vrai quil ne faut pas prendre danti inflammatoire quand on a le covid19,unclassified
estce que cette maladie laisse des séquelles permanentes,unclassified
estce que cette pandémie était prévisible ,unclassified
estce que covid19 est présent dans lair ,unclassified
estce que des enfants sont décédés suite à la contraction du covid19 ,unclassified
