question_processed,cluster
when will the schools reopen,unclassified
when will we be back to work,unclassified
when will we know the pandemic has stopped,unclassified
when will we start school again,unclassified
where are you,unclassified
where can i find the most recent and uptodate information about covid19,unclassified
where can i help,unclassified
where can we find ventilator,unclassified
where did covid19 come from,unclassified
where is the nearest covid19 clinic near me,unclassified
where is the nearest hospital,unclassified
where should i go,unclassified
which is the most affect province in canada,unclassified
while my mom stays home can she take the elevator and go put the trash in the communal basement,unclassified
who are you,unclassified
who are you ,unclassified
who do i call,unclassified
who is most at danger,unclassified
who is most likely to catch the virus ,unclassified
who is the zero patient in china ,unclassified
who needs ventilator,unclassified
who should be quarantined because of covid19,unclassified
who should i call to get help,unclassified
why ,unclassified
why are there so many stupid people who dont follow directives,unclassified
why covid 19,unclassified
why didnt you answer my first question,unclassified
why do i need to wash my hands,unclassified
why is called covid19,unclassified
why is it called corona virus,unclassified
why is my dick so big,unclassified
why is the quarantine 10 days now instead of the prior 14 days ,unclassified
why is the virus called covid19,unclassified
why is there a shortage of toilet paper,unclassified
why is there no toilet paper,unclassified
why is trudeau asleep,unclassified
why name it corona,unclassified
why not,unclassified
why only after 28 weeks of pregnancy is highly recommended to avoid covid19 ,unclassified
why so serious,unclassified
will a shelter in place order allow shared custody agreements to be met or will the parents be required to leave their children with whichever parent has them the day it comes into effect,unclassified
will covid 19 make me smarter ,unclassified
will covid19 go away like the 1918 influenza and sars did,unclassified
will covid19 have longterm side effects on my health,unclassified
will governments learn from this,unclassified
will herd immunity be the only means of eradicating covid19,unclassified
will high temperature kill coronavirus,unclassified
will humanity survive covid 19,unclassified
will it be gone by summer,unclassified
will it get better in summer with higher temperatures,unclassified
will people on ltd long term disability drill receive their payments,unclassified
will the groceries shut down,unclassified
will the pandemic affect university research,unclassified
will the virus affect my sexual ability ,unclassified
will there be any changes in pgwp,unclassified
would i get corona ,unclassified
can i see my barber at his home out in the open with globes and mask,virusfight
do i have to wear a mask all the time if i am not infected,virusfight
do i have to wear gloves and mask,virusfight
do i need a mask,virusfight
do i need a mask if i am not confirmed to have been affected yet,virusfight
do i need to wear a mask i heard its worse if you touch your face,virusfight
do i need to wear mask,virusfight
do we need to wear a mask,virusfight
do we need to wear mask,virusfight
does a mask actually help if im not sick,virusfight
does eating oranges daily help to fight this virus,virusfight
does wearing gloves help,virusfight
how can blueridgeai help fight this virus,virusfight
if i sew a mask  can this be effective ,virusfight
is it useful to wear a mask if we are not sick,virusfight
is there a medication to take to help me fight covid19,virusfight
now we confirmed that asymptomatic covid19 carrier can spread the virus shouldnt it be smart to treat everyone as potiential carrier and wear mask,virusfight
should i wear a mask,virusfight
should i wear gloves to go to the grocery store ,virusfight
should i wear mask,virusfight
should we be wearing homemade masks when out shopping,virusfight
where can we get masks,virusfight
why does the government think that we dont need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks regardless if they are sick or not,virusfight
will the heat of the summer help fighting the virus,virusfight
will wearing a p100 mask help me not get infected,virusfight
3 cooking food kills  off the covid 19,viruskill
is it true that warm kills coronavirus,viruskill
is the virus vulnerable to high temperature does steam cleaning the surfaces and cloths kills the virus,viruskill
isnt the economy impact and the panic reaction going to kill more than the virus it seems the virus only kills 1 while over 30 of the population might lose their jobs,viruskill
1 how long does covid 19 survive in a freezer does it survive,viruslife
2 can covid 19 live on fruits and vegetables and what is the safest way to eat and clean them,viruslife
can covid19 stay alive on fresh fruit and vegetables,viruslife
does the  virus stay on clothing,viruslife
for how long covid19 can stay alive on different surfaces,viruslife
for how long the virus can live without the host ,viruslife
how long can covid19 live in surfaces,viruslife
how long can live covid19 on surface,viruslife
how long can the coronavirus live in fabrics,viruslife
how long can the covid19 survive outside the body,viruslife
how long can the virus live,viruslife
how long can the virus live on surfaces,viruslife
how long can the virus stay in the air,viruslife
how long could the virus stay alive on doorknobs traffic signal buttons stair rails,viruslife
how long does covid live on packages,viruslife
how long does covid19 live on glass surfaces,viruslife
how long does covid19 stay in the air ,viruslife
how long does covid19 stay on surfaces,viruslife
how long does the covid19 virus stays alive on a door handle,viruslife
how long does the srascov2 live on syrface,viruslife
how long does the virus live for outside a body,viruslife
how long does the virus live in my body if i catch it,viruslife
how long does the virus live on clothes,viruslife
how long does the virus live on surfaces,viruslife
how long does the virus remain active and alive after attacking a human body,viruslife
how long does the virus stay airborne,viruslife
how long does the virus stay in paper money and coins,viruslife
how long does the virus stay on surface,viruslife
how long does the virus stay on surfaces,viruslife
how long does the virus survive on a surface,viruslife
how long does the virus survive on a surface like a doorknob,viruslife
how long goes the virus stay in the air after someone coughs,viruslife
how long is covid19 staying on surfaces,viruslife
how long people live after being infected by coronavirus,viruslife
how long the virus stays on surfaces,viruslife
how much does corona virus stay on each kind of surfaces,viruslife
i dont feel well have a dry cough and a fever should i go get tested for covid and where can i get tested if i livei n pointeclaire quebec,viruslife
if a shelter in place order comes in and a person in place is not a resident but lives in another municipality of the same province can they be provided provisions should rationing begin,viruslife
if someone survived covid19 is he completely virusfree,viruslife
is it true that covid19 can survive up to a few days on hard surfaces,viruslife
must the feversymptom related to covid19 be a continuous fever or is it possible that the fever is shortlived,viruslife
my  father is 80 years and food is delivered to him daily can food containers and food itself be contaminated by covid,viruslife
should we avoid online shopping as it puts workings and delivery people at risk ,viruslife
will the largest commercial suppliers in the country be urged to provide necessities for each household for delivery we have sobeys loblaw amazon walmart and intelcom who do this today but in an unconcerted way ,viruslife
