question_processed,cluster
what if 2 members of your household work in essential services nurse and grocery store cashier what percautions can we take,personal-whatif
what if i am having anxiety or stress ,personal-whatif
what if i got fever,personal-whatif
what if i returned from international travel a day before the advisory came into effect,personal-whatif
what if just have a mild sore throat ,personal-whatif
what if you know someone who is sick and insisting on going to work,personal-whatif
what is the difference between a bacteria and a virus,personal-whatif
what is the difference between covid19 and coronavirus ,personal-whatif
what is the difference between influenza and the coronavirus,personal-whatif
what is the halflife of coronavirus,personal-whatif
what is the life of covid19 virus,personal-whatif
what is the likelihood of having covid if only showing one symptoms for example dry cough,personal-whatif
what makes covid19 difficult to treat,personal-whatif
what measures can i take if someone i know is effected with the virus,personal-whatif
what range is the fever at normally if covid19 suspected,personal-whatif
what resources does the public have if they dont have access to internet or phones,personal-whatif
what shall i do if i cant find sanitizer to buy in stores,personal-whatif
what should i do if a family member is quarantined,personal-whatif
what should i do if i am infected ,personal-whatif
what should i do if i am short of breath,personal-whatif
what should i do if i dont feel any symptoms,personal-whatif
what should i do if i start coughing,personal-whatif
what should i do if i start feeling sick with similar symptoms as in covid19,personal-whatif
what should i do if i think i infected by corona virus,personal-whatif
what should i do if i think that im infected ,personal-whatif
what should i do if im feeling any of the symptoms,personal-whatif
what should we do if we have fever now,personal-whatif
what should you do if you dont have water and soap and sanitizer,personal-whatif
what the different between corona and covid_19,personal-whatif
what to do if i am infected ,personal-whatif
what would be the diferences between covid19 and a sinusitite,personal-whatif
whats the difference between covid19 and cold,personal-whatif
whats the difference between covid19 and coronavirus,personal-whatif
whats the point of asking you questions if you dont have answers,personal-whatif
whats the timeline of the appearance of different symptoms,personal-whatif
when will i get paid if im off work and in isolation due to the virus,personal-whatif
when will life get back to normal,personal-whatif
when will the municipalities post heat maps to identify hot spots for covid positive residents,personal-whatif
when will we know if the school year is cancelled,personal-whatif
where do i go if i feel i am affected,personal-whatif
where should i go if i am sick,personal-whatif
who can i make the difference between a cold and covid19,personal-whatif
whom should i consult if i feel i am affected,personal-whatif
why isnt canada making people get tested if they show signs of covid after travelling within canada ,personal-whatif
will covid19 mutate to a different more virulent strain,personal-whatif
will i get paid for self isolation if test is negative ,personal-whatif
will the hospital let me die if there are no ventilators left and a younger person needs it too can we share it,personal-whatif
would it help eradicate viruses immediately if we put in place proper healthcare systems throughout every country rich or poor and to also have enough health professionals worldwide in place who will immediately recognize if there is a contagious virus in their city to eradicate it before it spreads,personal-whatif
would using heatedvapor humidifier help with sanitizing the sinuses of the covid19,personal-whatif
how long will it last,situation-future
how long will the crisis last,situation-future
how long will the pandemic last,situation-future
is there an estimate as to how long the crisis will last,situation-future
when it will end,situation-future
when this all will be over,situation-future
when this will ever end ,situation-future
when will be done,situation-future
when will covid end,situation-future
when will covid end ,situation-future
when will it be over,situation-future
when will the pandemic end,situation-future
when will the pandemic end ,situation-future
when will this be over,situation-future
when will this end,situation-future
when will this end ,situation-future
when will this will get back to normal,situation-future
after my 14 days isolation can go out for a walk can i visit my grand sons of 6 years old and 13 months,situation-lockdown
am i allowed to go for a walk,situation-lockdown
am i allowed to go outside,situation-lockdown
am i allowed to go outside for joggins,situation-lockdown
are vet clinics still open,situation-lockdown
can i go for a job during covid  ,situation-lockdown
can i go for a run does runningexercise compromise my immune system ,situation-lockdown
can i go for walking ,situation-lockdown
can i go for walks in the park  is it safe,situation-lockdown
can i go out for a walk,situation-lockdown
can i go outside,situation-lockdown
can i go outside and take a walk without getting the virus,situation-lockdown
can i go to the park,situation-lockdown
can i go to the supermarket,situation-lockdown
can i start seeing close family after a 14 day confinement,situation-lockdown
can i walk on the street during outbreak,situation-lockdown
can my family and i take walks around the block,situation-lockdown
can you go for a walk even though everyone is being told to stay home,situation-lockdown
can you go for a walk outside,situation-lockdown
could stores open a few hours a week for the elderly ,situation-lockdown
how long do you think we will have to be in a lockdown ,situation-lockdown
how many days since switzerland closed schools,situation-lockdown
i  take daily walks but keep a 6 ft distance when i talk to someone is that ok,situation-lockdown
i am 73 can i go to the grocery store,situation-lockdown
i am having trouble breathing should i go to the hospital,situation-lockdown
i am in self isolation   is it ok to let in family members who must continue to go to work,situation-lockdown
i got tested and it came back negative can i go back outside and go for a run,situation-lockdown
i just return home after traveling to the us im staying home but can i go take a walk alone outside,situation-lockdown
is it ok for me to take a daily walk in the neighborhood residential area,situation-lockdown
is it ok i go out for a walk alone,situation-lockdown
is it ok to go for a walk  ,situation-lockdown
is it ok to go outside to get fresh air,situation-lockdown
is it okay to go for a walk in places or areas with no people,situation-lockdown
is it okay to go out for a walk,situation-lockdown
is my school in montreal closed,situation-lockdown
is the grocery open,situation-lockdown
is the liquor store open,situation-lockdown
lets say i go for a walk and i wear the same leggings a few times before washing them can clothing potentially pass on the virus  ,situation-lockdown
provided i dont touch anyone or be near someone coughing i can walk the streets,situation-lockdown
should i go out for a walk in the park everyday,situation-lockdown
should i go to the hospital,situation-lockdown
should you go on dates indoors and outdoors in montreal right now ,situation-lockdown
when can i go to my cabin,situation-lockdown
when do i go to the emergency room when should i stay at home to deal with fluvirus like symptoms ,situation-lockdown
when lockdown will be stopped,situation-lockdown
when should i go to the emergency room,situation-lockdown
when should i go to the er,situation-lockdown
when should i go to the hospital,situation-lockdown
when should i go to the hospital ,situation-lockdown
when will it be ok to go outside,situation-lockdown
where can i find the closest testing facility,situation-lockdown
where can i go for a test in montreal,situation-lockdown
where can i go to get tested,situation-lockdown
where is the closest testing facility to me,situation-lockdown
where is the closest testing site,situation-lockdown
where should i go for a covid19 screening test ,situation-lockdown
where should i go to get tested for the virus,situation-lockdown
who can i walk with,situation-lockdown
why as a country are we not in total lockdown for at least 2 weeks ,situation-lockdown
how did covid 19 start,situation-past
how did it started,situation-past
where did covid19 started,situation-past
where did it start,situation-past
age wise statistics for covid19,situation-stats
are smokers at increased risk of death if exposed to the virus,situation-stats
are there confirmed cases in my neighborhood ,situation-stats
as of april 13th 2020 on the diamond princess cruise ship median age 58 the death rate is 169 12 of 712 while in iceland median age 365 the death rate is 047 8 of 1711 assuming the curve is flattened and everyone who needs treatment gets it and without accounting for health differences in these countries what would the lowest possible ifr be for canadaeu median age 422429 and the us 381,situation-stats
covid19 cases in my neighbourhood are riding what do i do,situation-stats
hey how many cases of covid infections in the world ,situation-stats
hi how many cases of covid are in canada,situation-stats
how deadly is the virus,situation-stats
how deadly is the virus ,situation-stats
how many asymptomatic people are there likely to be,situation-stats
how many cases,situation-stats
how many cases are in quebec now  ,situation-stats
how many cases are in spain ,situation-stats
how many cases are in the us,situation-stats
how many cases are there ,situation-stats
how many cases are there in canada,situation-stats
how many cases are there in the us,situation-stats
how many cases are there in washington state,situation-stats
how many cases in canada now  ,situation-stats
how many cases in india,situation-stats
how many cases in lebanon ,situation-stats
how many cases in montreal,situation-stats
how many cases in montreal ,situation-stats
how many cases in quebec,situation-stats
how many cases in quebec ,situation-stats
how many cases in quebec granby there is ,situation-stats
how many cases in quebec per million people,situation-stats
how many cases of coronavirus in madagascar,situation-stats
how many cases of covid 19 are declared in quebec as of today,situation-stats
how many cases of covid are there in italy,situation-stats
how many cases of covid in laval,situation-stats
how many cases of the coronavirus are there in montreal,situation-stats
how many cases their is,situation-stats
how many confirmed cases in ontario now,situation-stats
how many covid cases are in quebec,situation-stats
how many covid19 related deaths have there been in montreal,situation-stats
how many death in italy,situation-stats
how many death in quebec,situation-stats
how many death now,situation-stats
how many deaths are in italy as of march 21,situation-stats
how many new cases,situation-stats
how many new cases per day in canada,situation-stats
how many people are infected in australia currently,situation-stats
how many people are infected in lithuania,situation-stats
how many people are infected in quebec,situation-stats
how many people are infected in toronto,situation-stats
how many people are sick with covid19 in chile ,situation-stats
how many people diagnosed in quebec ,situation-stats
how many people die for cover,situation-stats
how many people died,situation-stats
how many people died in belgium,situation-stats
how many people died in canada,situation-stats
how many people died in nyc,situation-stats
how many people died so far,situation-stats
how many people have died,situation-stats
how many people have died in montreal,situation-stats
how many people have died in the us,situation-stats
how many people have dies,situation-stats
how many people have it in my town,situation-stats
how many people how has covid19,situation-stats
how many people in america,situation-stats
how many people positive result with covid19,situation-stats
how many people positive with covid19 in the world,situation-stats
how many people related covid19,situation-stats
how many people tested,situation-stats
how mild are most cases,situation-stats
is covid19 deadly,situation-stats
is the virus deadly,situation-stats
it countries that have asked its citizens to wear masks have seen their coronavirus cases remain low,situation-stats
mortality rate today,situation-stats
number of cases in inida,situation-stats
please update me on the number of cases and deaths in ontario and canada,situation-stats
show me the cumulative cases chart for canada,situation-stats
the number of cases in quebec is now at 7000  is the curve flattening at all  its been over two weeks since the lockdown,situation-stats
total death toll,situation-stats
were there documented cases before january 2020,situation-stats
what are the daily death rates in italy that are not from covid19,situation-stats
what are you doing to plan for a surge in covid19 cases,situation-stats
what is covid19 death rate ,situation-stats
what is the average age of people who died because of covid19,situation-stats
what is the cause of death in this pandamic,situation-stats
what is the current covid19 confirmed cases trend for canada,situation-stats
what is the current number of cases in quebec,situation-stats
what is the death rate for pregnant women ,situation-stats
what is the death rate in south carolina,situation-stats
what is the death rate of covid19,situation-stats
what is the death rate of the new corona virus,situation-stats
what is the growth rate of confirmed new cases of covid19 in the us,situation-stats
what is the mortality rate,situation-stats
what is the number of covid19 cases in the wold,situation-stats
what is the total number of deaths ,situation-stats
what lesson will be learn from this pendemic for future more deadly ones,situation-stats
what was the total number of deaths before and after the virus,situation-stats
whats the death rate for healthy us 37 year old males,situation-stats
where can i find most up to date numbers on cases and deaths,situation-stats
why are death rates so different across countries,situation-stats
why do they continue to ask me if i travelled when 40 of cases are now community acquired it seems that they are dismissing me even though i could be positive,situation-stats
why germany has a low death rate,situation-stats
4 is it better to wash hands with warm soapy water or use a hand sanitizer,unclassified
a have a fever,unclassified
about covid19,unclassified
am i safe from the coronavirus at 50 years old ,unclassified
am i sick,unclassified
are all soaps effective when washing hands for 20 seconds,unclassified
are hospital bed saturated in province of quebec,unclassified
are newspapers delivered to the door a problem,unclassified
are outdoor walks considered safe,unclassified
are research fundings going to be cut as a result of the virus,unclassified
are there any federal or provincial services to help senior citizens get grocery safely,unclassified
are there any long term effects,unclassified
are there any vaccination,unclassified
are there still flights within canada,unclassified
are we going to have trouble buying milk ,unclassified
are you a reliable source of information,unclassified
are you coughing ,unclassified
are young people susceptible to corona virus,unclassified
as an ontarian can i travel to quebec,unclassified
as of today can we gather only 2,unclassified
bacteria can multiply on food products  can a virus multiply on a food product ,unclassified
can a 5 year old get coronavirus,unclassified
can all countries sue china for this,unclassified
can antiviral drugs be used to treat the coronavirus,unclassified
can covid infect you from the guts,unclassified
can drinking alcohol helps covid19 ,unclassified
can drinking hot liquids help flush covid when its sitting in the throat,unclassified
can i catch the virus from food in the grocery store,unclassified
can i die from covid19,unclassified
can i fo,unclassified
can i get coronavirus from the gas pump,unclassified
can i get covid 19 from the bread i just bought,unclassified
can i get covid from pets ,unclassified
can i get covid19 during sex,unclassified
can i get covid19 from a package delivered by somebody with covid19,unclassified
can i get the virus from food,unclassified
can i get the virus from handling mail,unclassified
can i go jogging outside,unclassified
can i go visit my family,unclassified
can i run outside,unclassified
can i still go grocery shopping,unclassified
can i take tylenol ,unclassified
can i travel to the us,unclassified
can i visit family and friends in aged care facilities,unclassified
can i visit my parents,unclassified
can it be transfered to food ,unclassified
can it be treated,unclassified
can it harm my unborn baby,unclassified
can it survives on food,unclassified
can my baby have corona virus when is born,unclassified
can the covid survive in the air,unclassified
can the virus live or organic materials like food ,unclassified
can we build immunity to this virus,unclassified
can you catch covid 19 after having had it before ,unclassified
can you drink alcohol during covid,unclassified
can you get covid from eating food that someone with covid sneezed or coughed on,unclassified
can you get covid19 a 2nd time,unclassified
can you get the virus twice  ,unclassified
can you smoke cannabis during covid,unclassified
can you speak english,unclassified
can you speak french,unclassified
cest wiki lê covid19,unclassified
checkup points for covid19,unclassified
china is the reason behind covid19,unclassified
chlono,unclassified
comparison coronavirus and flu,unclassified
corona virus characteristics,unclassified
could i get the virus more than once,unclassified
could we have done better,unclassified
covid,unclassified
covid19,unclassified
covid19 ,unclassified
covid19 stands for what,unclassified
define covid 18,unclassified
do i need to be quarantined from my family in my home,unclassified
do i need to be seen by a doctor,unclassified
do i need to clean my hands,unclassified
do i need to disinfect food,unclassified
do i need to disinfect my groceries,unclassified
do i need to disinfect things i buy like groceries and supplies,unclassified
do i need to wash my groceries,unclassified
do i need to wash my vegetables and fruits,unclassified
do i need to wipe clean the articles in plastic or cardboard once back home from a grocery,unclassified
do kids should  play with neighbors or not  ,unclassified
do the suns uv rays kill the virus,unclassified
do the virus stay in air,unclassified
do we have designated hours for grocery shopping during covid19 pandemic in quebec,unclassified
do we have this virus past and future viruses in a big part because of 5g the upgraded satellites we now have in space which are causing too much electricity in our bodies per dr thomas cowan md,unclassified
do we see a future where this virus wont be such a threat anymore ,unclassified
do you have a health professional support group,unclassified
does coronavirus always come with a fever,unclassified
does covid 19 include a sore throat,unclassified
does covid transfer through air,unclassified
does covid19 affect impotence,unclassified
does hot water kill coronavirus,unclassified
does it have to be a question,unclassified
does it travel through air vents in an apartment building,unclassified
does my city montreal provide virtual visist with a doctor as i do not want to go near a clinic,unclassified
does soap really kill the virus,unclassified
does temperature has any effect on the virus,unclassified
does the fever persists in corona ,unclassified
does the sarscov2 virus mutate fast,unclassified
does the virus get milder due to coevolution,unclassified
does this virus hurt muscles,unclassified
does vitamin c intake help in building an immunity against the coronavirus,unclassified
for keeping hands clean is purell hand sanitizer enough or does it have to be soap and water,unclassified
full form of covid19,unclassified
good morning,unclassified
has china used this to fight against the world,unclassified
has covid19 mutated,unclassified
has the virus evolved,unclassified
have there been any deceased children so far,unclassified
have they banned the wet markets in china yet so this doesnt happen again,unclassified
headache with high body temp,unclassified
headaches ,unclassified
hello what happens after corona,unclassified
hi do you offer french services,unclassified
how  can i get answer for my questions,unclassified
how about covid situations ,unclassified
how are you,unclassified
how are you ,unclassified
how are you feeling today ,unclassified
how bad is it,unclassified
how bad is your fever,unclassified
how can i be safe,unclassified
how can i catch it,unclassified
how can i get it,unclassified
how can i help,unclassified
how can i helpp oeple,unclassified
how can i make sure i am buying from grocery is safe from covid19 ,unclassified
how can i not get,unclassified
how can i stay safe,unclassified
how can i understand someone has covid19 or not,unclassified
how can one fight the virus ,unclassified
how can you discern between regular cough and covid19 cough,unclassified
how contagious is covid 19,unclassified
how contagious is it,unclassified
how contagious is the virus,unclassified
how covid19 is infecting,unclassified
how covid19 started,unclassified
how did corona virus evolve,unclassified
how do i apply to employment insurance,unclassified
how do i go grocery shopping ,unclassified
how do i keep my sanity around this crazy time,unclassified
how do i safely go grocery shopping without bring back germs ,unclassified
how do i stay up to date with government and news updates as they happen,unclassified
how do i take my temperature,unclassified
how do i treat coronavirus,unclassified
how do i wash my hands properly ,unclassified
how do we best organize people so that duplicate work is not being done,unclassified
how do we know that someone has covid19,unclassified
how do we know the worst is over,unclassified
how do you control the people that have to go to work and may have covid19  once they are diagnosed how do you control who they came into contact with during their trip to and from work and during work,unclassified
how does covid affect healthy people,unclassified
how does covid19 affect lungs and how do you see this pandemic will impact the worlds economy,unclassified
how does covid19 kill its victims,unclassified
how easy is it to get covid,unclassified
how far do we have to go in cleaning our food,unclassified
how far should i stay from other people,unclassified
how i know that i m ill,unclassified
how infectious is covid19,unclassified
how is corona virus diagnosed,unclassified
how is covid19 treated,unclassified
how is going,unclassified
how is it going to last ,unclassified
how it works,unclassified
how likely am i to catch covid19,unclassified
how long am i infectious for,unclassified
how long are people sick for,unclassified
how long are we going to be sick ,unclassified
how long are we sick after getting it,unclassified
how long before we are healed ,unclassified
how long days need for ,unclassified
how long do i need to have a fever for me to start worrying,unclassified
how long do you expect these restrictive measures to last,unclassified
how long does covid19 virus lasts in the body,unclassified
how long does it last ,unclassified
how long does it stays on fabric,unclassified
how long does it take for me to become infectious ,unclassified
how long does it take to get my resultsé,unclassified
how long does it take until a carrier of the virus can infect others,unclassified
how long does it takes for the virus to go away,unclassified
how long does the coronavirus last,unclassified
how long does the covid19 virus exist on cardboard,unclassified
how long does the virus remain on a surface,unclassified
how long is the mandated quarantine in quebec currently scheduled for,unclassified
how long is this expected to last,unclassified
how long should i stock up on food for,unclassified
how long the sickens last m,unclassified
how long will it take for us to see any impact in the physical distancing measures put in place in qc ,unclassified
how long will it take to get results,unclassified
how long will the shutdown continue for,unclassified
how long will we have to stay inside,unclassified
how long will we need to stay at home,unclassified
how long would it take for the virus to disappear  ,unclassified
how many are affected,unclassified
how many canadians currently have corona virus,unclassified
how many case in montreal,unclassified
how many case positive with covid19 ,unclassified
how many humans will die from covid19,unclassified
how many patients are across the globe ,unclassified
how many person are infectés in the world,unclassified
how many thing you do not understand,unclassified
how many will lose their jobs due to the chinese virus,unclassified
how many young adults are being hospitalised like in percentage,unclassified
how much fever should i tolerate before going to the doctor ,unclassified
how much its prevelent in pakistan,unclassified
how often should i take my temperature,unclassified
how often should i wash my hands,unclassified
how often should you disinfect your home and what products are known to kill covid19 does soap and water kill covid19  ,unclassified
how often should you wipe down surfaces with bleach,unclassified
how old am i,unclassified
how old are you,unclassified
how safe is food delivery  ,unclassified
how safe is it to go for a walk once a day in a park or forest ,unclassified
how safe is it to use taxi or uber during this covid crisis,unclassified
how safe is leaside north york area,unclassified
how serious is covid19,unclassified
how severe is covid19,unclassified
how severe is the virus ,unclassified
how should i be cleaning the items from the grocery store when i get home should i wash everything before putting them away,unclassified
how should i wash my hands,unclassified
how to avoid exposure,unclassified
how to avoid the anxiety related to the covid19,unclassified
how to handle deliveries of groceries during the pandemic,unclassified
how to interact with people,unclassified
how to know that somebody have a corona,unclassified
how to properly clean my clothes and shoes,unclassified
how to self diagnose,unclassified
how to stay safe,unclassified
how will covid19 end,unclassified
how will the pandemic affect the economy,unclassified
hows the condition in singapore ,unclassified
hows the shortness of breath,unclassified
i am anxious about covid  what can i do,unclassified
i am coughing what should i do,unclassified
i am older than 70 and work part time should i continue  i work 24hrs a week,unclassified
i am regularly travelling by bus,unclassified
i am worried about covid19,unclassified
i cough is it covid19,unclassified
i dont have a fever can i still have coronavirus ,unclassified
i dont know,unclassified
i feel a bit of itching could it be the coronavirus,unclassified
i feel a bit tired,unclassified
i feel a little sick with fewer must i go to the hospital ,unclassified
i feel anxious to get covid19 what can help to manage my stress ,unclassified
i feel heaviness  in my chest nothing else from last 2 week ,unclassified
i had a bronchitis last month and im still having trouble with my breathing a month later but i dont have a fever could it be corona virus,unclassified
i had a slight fever a 2 days ago but i got better could it have been coronavirus and that i developed the antibodies to fight the virus,unclassified
i had temperatute peaks of exactly 38 for 2 days and then stopped could it be covid19,unclassified
i live in a high rise is there a chance i could get the virus from shared washerdryers,unclassified
i may have corona virus,unclassified
i need help with buying groceries ,unclassified
i recently relocated to quebec can i request ramq card with visiting the ramq office,unclassified
i started getting chest discomfort a couple of days agoin my sternum and radiates to the middle of my back ,unclassified
i think im sick,unclassified
i was in the cake shop using tongs to select the cakes could covid19 be on the tongs from someone else,unclassified
i woke up this morning and i am having trouble breathing what should i do,unclassified
i worked with someone who was in contact with individuals returning from covid19affected countries should i be worried,unclassified
i worry for my mental health during quarantine,unclassified
id love to know how long i can be contagious,unclassified
im 12 is it likely for me to get covid 19 and die ,unclassified
im a permanent resident here do i get any benefits from the government,unclassified
im concern about being exposed ,unclassified
im coughing what should i do,unclassified
im essential service grocery store ,unclassified
im hot what do i do,unclassified
im sneezing should i be worried,unclassified
impact of covid,unclassified
impacts of it,unclassified
in the air,unclassified
in this time of crisis is it okay to feed the raccoons,unclassified
infomation about covid,unclassified
is a newborn more vulnerable to the virus,unclassified
is a person with heart disease more likely to have this virus,unclassified
is a pregnant woman more vulnerable,unclassified
is ace inhibitor harmful ,unclassified
is attending funerals considered as an essential travel,unclassified
is chloroquine effective in treating covid19,unclassified
is covid contagious,unclassified
is covid19 a bioweapon or a lab experiment gone wrong,unclassified
is covid19 more prone to develop in a colder environment versus a warmer one,unclassified
is covid19 mortal ,unclassified
is covid19 same as china flu,unclassified
is covid19 same as sars,unclassified
is grocery shopping safe,unclassified
is having a runny nose show that i am impacted by covid19 ,unclassified
is having celiac disease a concern,unclassified
is it made by human or by nature,unclassified
is it normal to feel warm but not have a fever ,unclassified
is it ok to touch packets after washing with dettol,unclassified
is it safe to attend my prenatal appointment in person,unclassified
is it safe to do groceries in a store,unclassified
is it safe to get a new job that deals with the public,unclassified
is it safe to give blood,unclassified
is it safe to go for a walk outside,unclassified
is it safe to go out for a brief walk as long as we dont walk by other people ,unclassified
is it safe to go out for walks,unclassified
is it safe to go out in public ,unclassified
is it safe to go outside,unclassified
is it safe to go shop for food,unclassified
is it safe to jogrun outside,unclassified
is it safe to order food during the covid19 pandemic,unclassified
is it safe to run outdoors,unclassified
is it safe to take a walk outside with my child,unclassified
is it safe to travel to chicago,unclassified
is it safe to use cash during this time,unclassified
is it safe to use the laundry in my apartment building,unclassified
is it still safe for my kids to play outside,unclassified
is it still safe to order take out,unclassified
is it true that soap and water are better than hand sanitizer,unclassified
is it true that you should not take ibuprofen,unclassified
is it true we should not be spending time on our balconysocialize from our balconies,unclassified
is itchy throat sign of covid 19,unclassified
is ordering food from a restaurant discouraged,unclassified
is she have a chance of having covid19 ,unclassified
is staying at home mandatory,unclassified
is takeout food really safe during pandemic  ,unclassified
is the covid similar to sars,unclassified
is the phlegm color suggestive of coronavirus ,unclassified
is the virus lethal,unclassified
is the virus manufactured or naturally occurring ,unclassified
is there a new form of corona virus,unclassified
is there an evaluation of your services,unclassified
is there any long term health sequels left by covid19,unclassified
is there any possibility in the future to make eye wear wich will have the capacity to see coid 19,unclassified
is there any way to assess the susceptibility of a person towards the coronavirus ,unclassified
is there more than one strain of covid19,unclassified
is this virus worse for people with asthma,unclassified
is vinegar an ok replacement for purell,unclassified
it would possible to predict the time of this pandemic,unclassified
its contagious,unclassified
ive been coughing the whole day what should i do ,unclassified
ive developed a sore throat where should i go,unclassified
lack of smell,unclassified
mental health,unclassified
mental health options,unclassified
most country have patient,unclassified
my brother has covid19 what to do,unclassified
my chest feels a little tight when i breathe,unclassified
my ears are itchy,unclassified
my father has type 2 diabetes it isnt very severe but i am still concerned for his health is this type of diabetes considered an underlying condition,unclassified
my friend has a weakness and vomiting problem along with sore throat and runny nose,unclassified
my mom came back from a trip on the 20th of march until when is she supposed to stay home,unclassified
my son ic,unclassified
my son is flying from kansas to england on the 30th april he is flying into heathrow and then travelling home to manchester by train,unclassified
my throat hurts what should i do,unclassified
my throat seems to burn a little should i be worried ,unclassified
no give me an answer first,unclassified
non,unclassified
nothing,unclassified
option to run the questions for children ,unclassified
running nose is considered as covid19,unclassified
shall we stay where we are or travel to our home country,unclassified
shoud i wash the groceries i just bought with what,unclassified
should i be moving house during a pandemic,unclassified
should i call 911,unclassified
should i do my inhalers while this is going on,unclassified
should i not touch my mail,unclassified
should i star home and even avoid going to the supermarket and drugstore,unclassified
should i stay home,unclassified
should i stay home ,unclassified
should i stay quarantined,unclassified
should i take the metro,unclassified
should i use nsaids,unclassified
should i use sudafed,unclassified
should i visit my parents in a seniors home,unclassified
should i wash my fruits and vegetable that i just bought at the grocery,unclassified
should i worry about covid 19,unclassified
slight cough,unclassified
some experts are encouraging people to wash with soap and water all groceries  not just fruit and vegetables brought into the house is this necessary,unclassified
sorry i het enter before i was done am i just being paranoid and giving myself an ulcer my husband has pulmonary fibrosis so im really worried about him ,unclassified
south korea,unclassified
suffering from trout echiting,unclassified
tension,unclassified
the coronavirus will end one day ,unclassified
updates,unclassified
waht are thenoptiin to disinfect hands and surfaces other than soap and alcohol,unclassified
what are dialogue services,unclassified
what are effective immunity boosters,unclassified
what are good supplements to take,unclassified
what are the age groups of people likely to die from covid19,unclassified
what are the best food to get good immune ,unclassified
what are the conditions under which people are most likely to develop complications versus those who wont  ,unclassified
what are the criteria for swabbing children,unclassified
what are the essential services ,unclassified
what are the options to disinfect hand or surfaces other than soap and alcohol,unclassified
what are the services out there that can help families with disabilities during this time,unclassified
what are the sideeffects of hydroxychloroquine for treating covid19,unclassified
what are the top,unclassified
what causes the covid19 desease,unclassified
what colour is covid 19,unclassified
what covid19 stands for,unclassified
what do i do when people are not respecting my space when lining up at the grocery store,unclassified
what do you know about covid19,unclassified
what does corona and covid mean,unclassified
what does covid19 stand for,unclassified
what fever is covid 19 fever,unclassified
what has caused it,unclassified
what is,unclassified
what is a dry cough ,unclassified
what is allowed during quarantine,unclassified
what is canada quarantine policy,unclassified
what is canadas situation right now,unclassified
what is cocos19,unclassified
what is dialogues position on sick notes,unclassified
what is going on in my neighbourhood,unclassified
what is going to happen to us,unclassified
what is immunity,unclassified
what is it,unclassified
what is it about,unclassified
what is my age,unclassified
what is pandemic,unclassified
what is self monitoring,unclassified
what is the advice surrounding outdoor exercisesport,unclassified
what is the best way to help beside washing my hands,unclassified
what is the current situation,unclassified
what is the percentage of people dying ,unclassified
what is the probability of dying,unclassified
what is the question,unclassified
what is the situation now in my country,unclassified
what is the situation right now in the world,unclassified
what is this disease,unclassified
what is this rainbow thing that people are talking about,unclassified
what is this site,unclassified
what is virus,unclassified
what is your name,unclassified
what kind of soap do i need to use to wash my hands is any kind of regular hand soap sufficient ,unclassified
what made it capable to move from human to human,unclassified
what mental health resources you have for covid19,unclassified
what percentage of people over 60 die from covid 19,unclassified
what places of laval has covid19,unclassified
what should i buy from the stores now that i feel sick,unclassified
what should i do,unclassified
what should i do when i come back home after going somewhere,unclassified
what should i use to disinfect grocery bags and grocery items ,unclassified
what surfaces is the virus most likely to stick to ,unclassified
what the name of the virus,unclassified
what the size,unclassified
what time is it,unclassified
what to do when i gave cough,unclassified
what to do with groceries when return to home ,unclassified
what type of shopping is safe ,unclassified
what will be th impact on international students,unclassified
what will be the impacts on confining millions of people in their homes for months,unclassified
whats going on,unclassified
whats happen for country near the ecuador with a lot of hot ,unclassified
whats the capital of palestine,unclassified
whats the current count in india,unclassified
when can i expect this situation to end,unclassified
when can we expect things to return to normal,unclassified
when covid 19 is going to stop,unclassified
when do i expect to hear back from you ,unclassified
when do you think we will be out of this  ,unclassified
when is the peak expected in the usa,unclassified
when is the peak in my area,unclassified
when is this pandemic going to end,unclassified
when purchasing groceries or other items do i need to wash packaging such as box of tea bags box of cereal etc,unclassified
when shoul i go to the hospital,unclassified
when should i contact a doctor,unclassified
when should i go see my doctor ,unclassified
when should i seek help,unclassified
when should i visit a doctor,unclassified
when this virus terminated,unclassified
when will canada be on quarantine,unclassified
when will germany reach the peak,unclassified
when will i be able to travel again,unclassified
when will i work,unclassified
when will primary schools start,unclassified
when will the covid19 outbreak finish,unclassified
when will the covid19 pandemic likely be contained,unclassified
when will the drug for covid 19 be ready ,unclassified
when will the schools reopen,unclassified
when will we be back to work,unclassified
when will we know the pandemic has stopped,unclassified
when will we start school again,unclassified
when would it peak ,unclassified
where are you,unclassified
where can i find the most recent and uptodate information about covid19,unclassified
where can i help,unclassified
where can we find ventilator,unclassified
where did covid19 come from,unclassified
where is the nearest covid19 clinic near me,unclassified
where is the nearest hospital,unclassified
where r u,unclassified
where should i go,unclassified
which is the most affect province in canada,unclassified
while at work in the community pharmacy what ppe do i need,unclassified
while my mom stays home can she take the elevator and go put the trash in the communal basement,unclassified
who are you,unclassified
who are you ,unclassified
who do i call,unclassified
who is most at danger,unclassified
who is most likely to catch the virus ,unclassified
who is the zero patient in china ,unclassified
who needs ventilator,unclassified
who should be quarantined because of covid19,unclassified
who should i call to get help,unclassified
why ,unclassified
why are there so many stupid people who dont follow directives,unclassified
why are you just asking questions ,unclassified
why covid 19,unclassified
why covid19 is very infectious ,unclassified
why didnt you answer my first question,unclassified
why do i need to wash my hands,unclassified
why is called covid19,unclassified
why is it called corona virus,unclassified
why is my dick so big,unclassified
why is ontario so unprepared for covid 19 ,unclassified
