question_processed,cluster
how long should i stock up on food for,unclassified
is there any possibility in the future to make eye wear wich will have the capacity to see coid 19,unclassified
what is the percentage of people dying ,unclassified
i dont know,unclassified
how to stay safe,unclassified
my brother has covid19 what to do,unclassified
does hot water kill coronavirus,unclassified
im hot what do i do,unclassified
can antiviral drugs be used to treat the coronavirus,unclassified
no give me an answer first,unclassified
is it made by human or by nature,unclassified
can i fo,unclassified
do we have this virus past and future viruses in a big part because of 5g the upgraded satellites we now have in space which are causing too much electricity in our bodies per dr thomas cowan md,unclassified
can dogs transfer the virus,unclassified
i recently relocated to quebec can i request ramq card with visiting the ramq office,unclassified
how long the sickens last m,unclassified
are all soaps effective when washing hands for 20 seconds,unclassified
how long would it take for the virus to disappear  ,unclassified
my son ic,unclassified
should i stay home,unclassified
where are you,unclassified
could i get the virus more than once,unclassified
is there a new form of corona virus,unclassified
how to avoid exposure,unclassified
should i star home and even avoid going to the supermarket and drugstore,unclassified
has covid19 mutated,unclassified
do we have this epidemic and many more to come because were not taking care of the earth were destroying more and more trees and humans are eating more wild animals that have viruses per a talk from alanna shaikh,unclassified
i had a bronchitis last month and im still having trouble with my breathing a month later but i dont have a fever could it be corona virus,unclassified
is staying at home mandatory,unclassified
how many case positive with covid19 ,unclassified
shall we stay where we are or travel to our home country,unclassified
about covid19,unclassified
when should i contact a doctor,unclassified
what the size,unclassified
does the fever persists in corona ,unclassified
how to self diagnose,unclassified
how safe is it to use taxi or uber during this covid crisis,unclassified
how about covid situations ,unclassified
when this virus terminated,unclassified
infomation about covid,unclassified
do i need to disinfect things i buy like groceries and supplies,unclassified
are there any federal or provincial services to help senior citizens get grocery safely,unclassified
i am worried about covid19,unclassified
full form of covid19,unclassified
what will be the impacts on confining millions of people in their homes for months,unclassified
i cough is it covid19,unclassified
how many will lose their jobs due to the chinese virus,unclassified
what are the best food to get good immune ,unclassified
what places of laval has covid19,unclassified
should i wear a mask,virusfight
does a mask actually help if im not sick,virusfight
how can blueridgeai help fight this virus,virusfight
is it useful to wear a mask if we are not sick,virusfight
can i see my barber at his home out in the open with globes and mask,virusfight
do i need a mask if i am not confirmed to have been affected yet,virusfight
does wearing gloves help,virusfight
do i need to wear a mask i heard its worse if you touch your face,virusfight
do i need a mask,virusfight
should i wear gloves to go to the grocery store ,virusfight
do we need to wear a mask,virusfight
do we need to wear mask,virusfight
is there a medication to take to help me fight covid19,virusfight
does eating oranges daily help to fight this virus,virusfight
do i need to wear mask,virusfight
should we be wearing homemade masks when out shopping,virusfight
do i have to wear a mask all the time if i am not infected,virusfight
now we confirmed that asymptomatic covid19 carrier can spread the virus shouldnt it be smart to treat everyone as potiential carrier and wear mask,virusfight
should i wear mask,virusfight
if i sew a mask  can this be effective ,virusfight
where can we get masks,virusfight
why does the government think that we dont need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks regardless if they are sick or not,virusfight
will the heat of the summer help fighting the virus,virusfight
will wearing a p100 mask help me not get infected,virusfight
do i have to wear gloves and mask,virusfight
isnt the economy impact and the panic reaction going to kill more than the virus it seems the virus only kills 1 while over 30 of the population might lose their jobs,viruskill
3 cooking food kills  off the covid 19,viruskill
is the virus vulnerable to high temperature does steam cleaning the surfaces and cloths kills the virus,viruskill
is it true that warm kills coronavirus,viruskill
should we avoid online shopping as it puts workings and delivery people at risk ,viruslife
can covid19 stay alive on fresh fruit and vegetables,viruslife
for how long covid19 can stay alive on different surfaces,viruslife
how long does the virus live for outside a body,viruslife
is it true that covid19 can survive up to a few days on hard surfaces,viruslife
how long the virus stays on surfaces,viruslife
how long does the srascov2 live on syrface,viruslife
must the feversymptom related to covid19 be a continuous fever or is it possible that the fever is shortlived,viruslife
how long can the virus live on surfaces,viruslife
how long does covid19 stay in the air ,viruslife
how long does the virus survive on a surface like a doorknob,viruslife
how long does the virus survive on a surface,viruslife
how long is covid19 staying on surfaces,viruslife
how much does corona virus stay on each kind of surfaces,viruslife
2 can covid 19 live on fruits and vegetables and what is the safest way to eat and clean them,viruslife
how long does the virus stay on surfaces,viruslife
how long does covid19 stay on surfaces,viruslife
how long can live covid19 on surface,viruslife
how long can the coronavirus live in fabrics,viruslife
will the largest commercial suppliers in the country be urged to provide necessities for each household for delivery we have sobeys loblaw amazon walmart and intelcom who do this today but in an unconcerted way ,viruslife
does the  virus stay on clothing,viruslife
how long can the covid19 survive outside the body,viruslife
how long could the virus stay alive on doorknobs traffic signal buttons stair rails,viruslife
if a shelter in place order comes in and a person in place is not a resident but lives in another municipality of the same province can they be provided provisions should rationing begin,viruslife
how long does the virus remain active and alive after attacking a human body,viruslife
how long can covid19 live in surfaces,viruslife
how long people live after being infected by coronavirus,viruslife
for how long the virus can live without the host ,viruslife
i dont feel well have a dry cough and a fever should i go get tested for covid and where can i get tested if i livei n pointeclaire quebec,viruslife
how long does the virus stay airborne,viruslife
how long does the virus stay in paper money and coins,viruslife
how long does covid live on packages,viruslife
how long does the virus live on clothes,viruslife
how long can the virus stay in the air,viruslife
how long does the virus live on surfaces,viruslife
how long does covid19 live on glass surfaces,viruslife
1 how long does covid 19 survive in a freezer does it survive,viruslife
if someone survived covid19 is he completely virusfree,viruslife
how long can the virus live,viruslife
my  father is 80 years and food is delivered to him daily can food containers and food itself be contaminated by covid,viruslife
how long does the virus live in my body if i catch it,viruslife
how long does the virus stay on surface,viruslife
how long goes the virus stay in the air after someone coughs,viruslife
how long does the covid19 virus stays alive on a door handle,viruslife
