question_processed,cluster
quand aurons nous un médicament ,treatment
estce quon peut guérir de la maladie ,treatment
pour quand le premier vaccin,treatment
des vaccins sontils en train dêtre tester il semble que cest tôt ,treatment
j ai pris un médicament pendant 10 jours pour une bronchite sandbox et je tousse encore une toux grasse es ce normal ,treatment
un proche est diabétique estce que ses rendezvous médicaux auront lieu comme dhabitude  ,treatment
le confinement total estil de mise pour les personnes en traitement de chimiothérapie,treatment
quand auronsnous un vaccin,treatment
comment guérir du covid ,treatment
estce quun vaccin contre le covid19 sera obligatoire ,treatment
estce quune personne immunosuprimés et qui a subit de traitement pour refaire son système immunitaire est plus à risque davoir des complications si elle contact le covid19,treatment
quels sont les médicaments qui peuvent soulager les symptômes,treatment
combien de temps en général ça prend guérir du covid,treatment
existetil un remède pour guérir plus rapidement ou prévenir le covid19,treatment
comment guérir,treatment
mes parents sont médicamentés estce quil est possible que les pharmacies connaissent des pénuries de médicaments,treatment
dans combien de temps auraton un vaccin,treatment
quels sont les traitements,treatment
jai souvent eu des sinusites qui sont longues a guérir  jen ai une présentement depuis 2 semaines  fautil que je passe un test,treatment
estce quune mutation de la covid99 pourrait retarder larrivé dun vaccin ,treatment
estce quun vaccin est disponible,treatment
combien de temps estce que les malades nonsévères prennent pour guérir combien de temps après les derniers symptômes sontils contagieux,treatment
quels sont les médicaments à prendre,treatment
ou estce quon trouve le médicament ,treatment
est t il safe de prendre des médicaments t elle que mezavant ou salofak,treatment
comment facebook contribue a trouvé le vaccin ,treatment
estce quon peut guérir du coronavirus  ,treatment
yatil un vaccin présentement testé,treatment
comment en guérir ,treatment
des médicaments ou plante qui aideraient à guérir ou prévenir ,treatment
as ton les oreilles boucher avec le covid,unclassified
quand estce que je pourrai voir du monde,unclassified
estce quun asthmatique est plus vulnérable au coronavirus,unclassified
carte des cas de co vid à montréal ,unclassified
comment le gouvernement va faire pour décider du montant des prestations que je vais recevoir soutien durgence ils vont se fier à quoi jétais en congé de maternité qui vient de terminer,unclassified
quelle est la période de contagion ,unclassified
quels sont les manifestations du covid 19 chez les en,unclassified
une question ,unclassified
peuxton aller au magasin avec les enfants,unclassified
pourquoi la covid19 et non pas le covid19,unclassified
doisje désinfecter les jouets de mon bébé ,unclassified
je me demande sil est sécuritaire de faire mon lavage dans la buanderie collective de mon immeuble en yant désinfecté avant ,unclassified
avonsnous le droit de visiter quelquun chez lui être deux ou trois personnes ensemble pour souper,unclassified
estce que les écoles vont être nettoyées ,unclassified
je crois avoir la covid19 estce que je dois aller à lhôpital ,unclassified
que puisje faire pour me préparer si un membre de la maison tombe malade,unclassified
est ce que les aliments crus comme les sushis sont à éviter durant cette période ,unclassified
estce que je dois interdire laccès à mon domicile aux infirmières du clsc ,unclassified
ou est la clinique la plus proche,unclassified
estil vrai que la pandémie va satténuer pendant la période estivale ,unclassified
combien de temps vit le virus sur les surfaces comme les poigées de porte,unclassified
estce que cette maladie laisse des séquelles permanentes,unclassified
comment on se protège contre le covid19,unclassified
lorigine est de chine mais estce vraiment à la suite davoir manger un animal exotique ,unclassified
estce quune personne qui se déplace à lintérieur des provinces du canada doit respecter la quarantaine à son retour tout comme lors de voyages à letranger,unclassified
virus survit au congélateur,unclassified
estce que la covid19 est moins pire que la covid20 ou la coplein19,unclassified
jentends mon voisin tousser très fort je le vois poursuivre ses acrt,unclassified
estce que les wet market sont la cause de ce virus,unclassified
a quel moment doisje minquiéter et aller à lhôpital,unclassified
etce quon peut lattraper deux fois,unclassified
ce virus va til partir un jour,unclassified
pour combien de temps les commerces sont fermés,unclassified
comment puisje savoir si je suis atteint ,unclassified
que font les gouvernements afin daider leur population à survivre au travers de cette pandémie,unclassified
la chloroquine est elle vraiment la remède contre le corona virus,unclassified
peuxton contracter le covid19 plusieurs fois ,unclassified
est ce que cest plus de chance de lattraper car je vis proche dun centre de dépistage covid ,unclassified
on est à combien de morts par jour en moyenne à cause de cette maladie,unclassified
des mesures économiques vontelles être prises pour toutes les entreprises en péril autonomes festivals obnl,unclassified
combien de temps dure la maladie en moyenne chez ceux qui en guérissent,unclassified
quelles sont les consignes à suivre,unclassified
je reviens de voyage que dois je faire,unclassified
estce que je vais être malade,unclassified
doisje laver mes mains à chaque fois que je touche mon téléphone,unclassified
comment savoir si jsuis malade,unclassified
estce que le covid19 peut vivre sur des objets ,unclassified
comment puisje dénoncer un bar qui reste ouvert malgré linterdiction,unclassified
si je fais de la fièvre suis je infecté,unclassified
estce que les goutelettes voyagent plus loin si je respire plus fort ,unclassified
estce que les suppléants auront droit à une aide financière,unclassified
ma fille rentre de montréal après que luniversité ait mis fin aux cours dois prendre des mesures particulières dans la maison,unclassified
estce que les enseignants pourraient être emmener à aider dans les garderies,unclassified
quelle est la durée de vie du virus ,unclassified
quels sont les moyens de transmission du virus on parle beaucoup du contact avec les yeux estce que la bouche également,unclassified
estce que ce virus peut rester dans lair assez longtemps,unclassified
combien la durée de linfection du covid19 ,unclassified
utilisation du zinc  ou ciclesonide ,unclassified
quelles sont les danger pour les personne de plus de 70 ans,unclassified
quelle est la température du corps dun malade de la covid19 ,unclassified
quel est limpact économique de ce virus ,unclassified
fautil désinfecter les fruits et légumes de lépicerie,unclassified
estil possible que le covid19 revienne attaquer la population après la fin de lépidémie,unclassified
estce quon peut en mourir,unclassified
je le vois poursuivre ses activités professionnnelles que faire,unclassified
estce que le coronavirus est un nouvau virus,unclassified
a quel jour est on au pic de la maladie,unclassified
quelle est la meilleure protection contre la maladie,unclassified
à quel degrés de température doisje minquiéter ,unclassified
quelle est la liste des services essentiels,unclassified
estce quil y a des aliments qui peuvent aider à lutter contre le coronavirus,unclassified
quelle est la durée de vie du virus sur les surfaces,unclassified
quelle est la durée de la maladie,unclassified
si mon conjoint travaille à lextérieur il recommence toujours une quarantaine chaque jour en quelque sorte donc les enfants et moi devrionsnous respecter la distanciation avec lui le plus possible ,unclassified
puisje garder mes petits enfants chez eux a l occasion ,unclassified
bonjour,unclassified
estce que la situation va empirer au québec,unclassified
estce que ca donne la diarrhée ,unclassified
estce quon doit prendre des douches plus souvent,unclassified
comment ce virus a vu le monde,unclassified
pourquoi ne pas rajouter je ne sais pas dans les ,unclassified
où puisje trouver de linformation sur ce que les personnes âgées devraient faire ou pas,unclassified
estce que cest une prédiction de la fin du monde ,unclassified
si lenfant de mon conjoint a la coronavirus et il est chez sa mère quand pourronsnous le ravoir à la maison,unclassified
pourquoi les enfants sont moins malades,unclassified
trouve un medecinu,unclassified
estce que les épiceries sont ouvertes,unclassified
estce que je pourrai aller en voyage cet automne,unclassified
je vis avec mon fils de 20 ans qui a une blonde et une fille de 16 ans qui a un chum si je comprends bien,unclassified
si quelquun a eu le covid19 peutil lattraper de nouveau ,unclassified
est il interessant daller en region ,unclassified
cest tu pire si je fume,unclassified
quelles sont les régions de montréal les plus touchées,unclassified
doisje me faire dépister,unclassified
la barbé aide à le codvid19,unclassified
estce que je suis atteint du covid,unclassified
estil vraiment nécessaire de nettoyer tous mes contenants et les sacs lorsque je reviens de lépicerie,unclassified
estce que les parcs de la sepaq sont ouverts ,unclassified
estce que je suis immunisé pour longtemps après avoir été infecté et avoir guéri,unclassified
estce que le virus peut se propager dans lair ,unclassified
devraisje faire obligatoirement du télétravail,unclassified
jai besoin daide financiere,unclassified
si je joue au jeu pandémie avec des amis cela nous aideraton à trouver un remède contre le covid19 ,unclassified
puisje aller visiter mes grandsparents,unclassified
estce que les enfants peuvent jouer avec les 2 voisins si ce sont toujours les mêmes et quils demeurent à lextérieur,unclassified
si je pense avoir un rhume doisje me présenter,unclassified
des canadiens sont pris au pérou estce que des vols de rapatriement son prévu dans ce pays,unclassified
dans mon bloc appartement il y a deux appartements en quarantaine est ce que se rapprochement est une souche indirecte rapprochée ,unclassified
a quelle temperature une fievre est consideree comme suffisament importante pour appeler la ligne covid19,unclassified
quels sont les taux dhospitalisation et de nécessité des soins intensifs,unclassified
covid19 affecté il les adolescents ,unclassified
estce que le virus meurt au froid  par exemple laisser les vêtements dehors à 10,unclassified
à combien peut monter les compensations financières relié au heures perdu de travaille,unclassified
si une personne contract la covid19 et quelle habite avec sa famille deux adultes deux enfants par exemple quelles sont les mesures à prendre ,unclassified
estce vrai que 75 de la population sera infecté de toutes façons ,unclassified
comment désinfecter lépicerie,unclassified
estce que mes déménageurs sont annulés ,unclassified
estil permis de marcher dans la rue en famille,unclassified
considérant que certaines études démontrent que le virus pourrait être dépisté avec plus de précision si les échantillons sont pris à plusieurs endroit estce quil pourrait y avoir parmi les résulats des faux négatifs httpwwwcidrapumnedunewsperspective202003studycovid19mayspreadseveraldifferentways httpswwwthelancetcomjournalslaninfarticlepiis1473309920301742fulltext,unclassified
pourquoi doiton se laver les mains,unclassified
y atil des soins additionnels à prendre avec les appareils cpap,unclassified
est que le neocitrant peux aider a combatre le covid19 ,unclassified
que doiton faire,unclassified
quels sont les endroits pour traiter le covid19 à montréal,unclassified
quelle est la situation actuelle des centres commerciaux,unclassified
puisje attraper le virus si mon facteur est contaminé et quil met le courrier dans ma boîte postale,unclassified
il y a beaucoup dinformation contradictoires parfois sur la covid19 pouvez vous me donner des informations simples à propos de cette pandémie,unclassified
où appeler pour de laide à faire livrer mes produits ,unclassified
quel est limpact du covid19 sur les diabétiques,unclassified
estce que le groupe sanguin a une influence sur la capacité du virus à contaminer une personne ,unclassified
estce que la suspension des réseaux scolaires va retarder mon entrer à luniversité ,unclassified
ils ne doivent plus se voir ,unclassified
quels sont les gestes barrières ,unclassified
ma fille fait beaucoup de fièvre mais tousse pas a telle le corrona quand même,unclassified
comment différencier dun rhume,unclassified
estce quil y a un numéro de téléphone sans frais pour qui des personnes qui vivent seuls puissent demander de laide,unclassified
quels sont les signes du corona virus,unclassified
bonjour ça va,unclassified
doiton se laver les mains souvent même à lintérieur de la maison si on ne sort pas,unclassified
estce quon peut encore être un agent porteur de la covid19 si on la eu et on a été guéri,unclassified
questce qui cause le covid19,unclassified
je me sens essoufflée en permanence est ce normal,unclassified
estce quune petite toux occasionnelle 1 fois par heure depuis un retour dun voyage est inquietant,unclassified
oui,unclassified
estce que mes enfants peuvent jouer dehors avec les voisins,unclassified
combien de temps le virus est actif sur les différentes surfaces,unclassified
estce que les quincailleries sont ouverte à montréal,unclassified
peuton laver les fruits et les légumes à leau seulement,unclassified
ou sont situé les cliniques de dépistage,unclassified
comment savoir si je suis atteint,unclassified
faut il prendre du tylenol ,unclassified
quand estce que les frontières ouvriront de nouveau et quand estce que nous pourrons recommencer à voyager sécuritairement,unclassified
quand est ce quil faut que je me rende a lhopital ,unclassified
avec qui doisje communiquer concernant un rassemblement illégal,unclassified
estce que les psychologues peuvent toujours pratiquer,unclassified
combien de nouveaux cas sont répertoriés au québec aujourdhui,unclassified
fièvre,unclassified
considérant que certaines études démontrent que le virus pourrait être dépister avec plus de précision dans les selles estce quil pourrait y avoir parmis les résulats des faux négatifs ,unclassified
quelle est lorigine de covid19 ,unclassified
comment pourraisje lattrapper,unclassified
le covid19 estil transmissible sexuellement,unclassified
je dois travailler à la maison avec mes enfants pourquoi je ne peux pas avoir de service de garde ,unclassified
doisje me laver les mains à leau chaude pour détruire le coronavirus ,unclassified
je vis avec une personne agée quelles sont les précautions dusage pour sa toilette,unclassified
jhabite dans un édifice à condos estce que le covid peut circuler dans lair à travers les unités ,unclassified
peuton attraper le covid19 en achetant un produit à lépicerie comme fruit ou  légumes etc,unclassified
doù vient le coronavirus,unclassified
jarrive de voyage que doisje faire,unclassified
doisje annuler mes réservations aux étatsunis pour le mois de juillet,unclassified
estce que mes parents peuvent garder mes enfants ,unclassified
peuton avoir contracté la covid19 au mois de février cestàdire avant que la pandémie soit déclarée officiellement au québec,unclassified
le coved19 atil une vitesse de déplacement  mobilité per se en soi sur une surface,unclassified
quels produits doisje utiliser pour éliminer le covid des surfaces,unclassified
comment se faire des lingettes désinfectantes maison ,unclassified
solutions,unclassified
fautil éviter de prendre de libuprofène,unclassified
estce que les frais de garde nous seront repris plus tard comme nous nenvoyons plus nos enfants à la garderie,unclassified
pourquoi la maladie est si grave,unclassified
est ce que le virus est dangeureux pour les enfants,unclassified
pourrionsnous développer des anticorps contre ce virus,unclassified
comment dire a mon grand père darrêter de sortir,unclassified
combien de temps les commerces resteront fermés,unclassified
etce quon guérit de la covid19,unclassified
estce que le virus survit sur les vetements,unclassified
après la pandémie est ce que la chine aura des sanctions pour la piètre salubrité de plusieurs marchés sur son territoire,unclassified
quelle est la durée de propagation,unclassified
combien de temps dure une pandémie,unclassified
estce que cest correct de laver mes vêtements à leau froide ,unclassified
quelle est la taille réelle du coved19 comparatif,unclassified
devraisje dénoncer les rassemblements dont je suis témoin dans mon voisinage si oui comment,unclassified
est ce que le covid19 peut causer des maladies chroniques ,unclassified
estil sécuritaire commander de la nourriture takeout,unclassified
que puisje faire pour aider,unclassified
selon vous quelle sera léchéance avant la reprise de la majorité des installations sportives sur lîle de montréal ,unclassified
yatil une alternative aux désinfectants à base dalcool,unclassified
combien de malades et combien de morts en québec ,unclassified
ai je le droit de sortir dans des lieux publics,unclassified
que faire si je fais de la fièvre ,unclassified
comment savoir si je suis malade du covid 19,unclassified
ou en est lafrique avec le covid19,unclassified
estce quon sait combien de temps ca dure,unclassified
puisje aller pêcher seul sur le bord du fleuve,unclassified
combien de questions voulezvous avant dêtre lancé,unclassified
comment laver les mains,unclassified
quoi ne pas prendre si on fait de la fièvre et quon ne sait pas si cest le covid19,unclassified
estce que je dois obligatoirement fermer mon entreprise,unclassified
est quon devient immunisé au coronavirus une fois quon lattrape,unclassified
pourquoi on dit la covid19 et non le,unclassified
sommes nous immunisés si nous attrapons le covid19,unclassified
puis je aller faire du sport ,unclassified
estce que la saq est ouverte ,unclassified
combien de temps doivent rester en quarantaine,unclassified
puisje inviter ma mère à souper,unclassified
si une personne contract la covid19 et que celle ci allaite quelles sont les mesures à prendre ,unclassified
en quarantaine peuton aller dans notre cours,unclassified
estce que le virus survit au froid,unclassified
quand estce que les écoles recommenceront,unclassified
estce que lalcool à friction peut remplacer les gels de type purel,unclassified
estce que cest dangeureux,unclassified
je suis massothérapeute je nai plus de revenu depuis deux semaines aisje droit à de laide,unclassified
pourquoi ça sappelle covid19,unclassified
estce que ma fille qui est adolescente peut voir ses amis sils restent à lextérieur et à 2 mètres lun de lautre,unclassified
à quel intervalle devraisje nettoyer mes surfaces de travail poignées de porte téléphone etc,unclassified
estce que le tylenol est correct,unclassified
une personne guéri de la covid19 estelle immunisée,unclassified
quelles sont les cliniques de dépistage sans rendez vous les proches de chez moi ,unclassified
après avoir contracté la covid19 et sêtre rétabli estce toujours possible de contaminer dautres personnes,unclassified
si une personne contracte la covid19 et quun membre de sa famille qui vit sous le même toit est dans limpossibilité de laider quelles sont les options ,unclassified
estce que le québec a assez de lits ,unclassified
penis rapé,unclassified
estce quon va limiter le nombre darticles par personnes à lépicerie pour éviter quil en manque,unclassified
bonjour que doisje faire si ma colocataire revient de voyage mais que je travaille dans une entreprise nommée essentielle doisje moi aussi être en quarantaine,unclassified
devient on immunisé après lavoi contracté ,unclassified
estce que mes enfants peuvent fréquenter dautres enfants ,unclassified
quand les écoles vontelles rouvrir,unclassified
est ce quil y a des cas dans ma région,unclassified
estce que vous avez pris les transports publics pendant les 14 derniers jours ,unclassified
si on ne veut pas utiliser de produits chimiques quelles sont les solutions écologiques efficaces pour nettoyer les surfaces du covid19 ,unclassified
quand estce quon retrouvera une vie normale,unclassified
comment reconnaître une insuffisance respiratoire ,unclassified
puisje sortir de chez moi si un membre de ma famille qui habite chez moi a le coronavirus ,unclassified
peut on porter le virus après en être guéri ,unclassified
je suis inquiet pour une personne actuellement en voyage où puisje obtenir de linformation à ce sujet ,unclassified
suisje atteint du covid19,unclassified
un mal de gorge peutil être un signe de la covid ,unclassified
à quelle distance je dois me tenir des autres personnes pour respecter les consignes du gouvernement  ,unclassified
la covid19 se transmet elle par la nourriture ,unclassified
tu réponds pas au question,unclassified
quand devraisje consulteré,unclassified
est ce que le covoiturage est à éviter en cette période de pandémie ,unclassified
quel sont les probabilités de contracter le covid19 si je nai pas voyager dans la dernière année ,unclassified
est ce que je dois désinfecter largent  piece et papier,unclassified
pour les mamies ou gardienne à la maison des parents estce quon peux retourner garder,unclassified
quels sont les effets psychologiques du coronavirus ,unclassified
le coronavirus survitil quand une personne contaminée meurt ,unclassified
mon enfant est malade et a le,unclassified
mon nez coule doisje minquiéter,unclassified
combien de morts aujourdhui dans le monde,unclassified
si jattrape le virus et que je guéris est ce que je suis immunisé par la suite,unclassified
combien de temps dure un rhume normalement ,unclassified
quand devraisje consulter,unclassified
comment attrapeton la covid,unclassified
mes vacances sont prévues en juillet à létranger dans un pays gravement touché par la covid19 doisje dès maintenant commencer les démarches pour annuler mes réservations ,unclassified
ce nest pas de distance sociale dont il faudrait parler à mon avis mais bien de distance physique non la proximité sociale doit au contraire être accentuée non on fait appel à cette solidarité sociale qui suppose que nous soyons proches les uns des autres tout en étant éloignés physiquement quaurionsnous fait si cette pandémie était survenue dans les années 70 nous aurions été à distance physique et sociale,unclassified
estce quon reste immunisé si on guérit du virus,unclassified
dois je continuer à allaiter ,unclassified
le virus survie til vraiment plusieurs heures sur lasphalte,unclassified
devraiton cesser la garde partagée,unclassified
estce que le virus résiste au froid de lhiver du québec,unclassified
est ce que la température chaud ou froid peut tuer le virus,unclassified
bonjour voici ma situation  je suis maman monoparentale aux études à temps plein  technique collégialedernière session ma seule source de revenu étant mes prêt et bourses le dernier dépôt de lafe sera le 1er mai,unclassified
estce que cest vrai que la chaleur comme printemps été va faire calmer les virus,unclassified
est ce sécuritaire daller faire mon épicerie avec mes enfants  ,unclassified
quand la pandémie vatelle se terminer,unclassified
comment les personnes avec de l  hypertension sont elles plus agffectées,unclassified
quelle est votre capacite dintelligence artificiel,unclassified
doit on lavé les emballages fruits et légumes ramené de lépicerie avant des les ranger dans nos placards ,unclassified
si je suis contaminée je pourrai être malade durant combien de temps,unclassified
quelles mesures doisje prendre pour maximiser mes chances de ne pas contracter la maladie,unclassified
estce que la quarantaine est obligatoire,unclassified
estce que je vais attraper le virus,unclassified
que faire en cas dinsuffisance respiratoire ,unclassified
estce nécessaire de tout nettoyer les produits dépicerie rapportés à la maison,unclassified
suite est ce que jaurai droit à une aide quelconque si la situation perdure compte tenu que je nai pas demploi et que mon prêt scolaire se termine ,unclassified
a partir de quelle température de fièvre doiton sinquiéter ,unclassified
estce que je vais perdre mon emploi,unclassified
si un membre de la famille lattrape estce que tous les autres auront le virus aussi,unclassified
le covid19 est viable combien de temps sur un surface comme un comptoir,unclassified
est ce que vous pensez que la quarantaine obligatoire pour tous aura lieu bientôt,unclassified
puisje côtoyer dautre gens après 14 jours de quarantaine si ces gens ont eux aussi été en quarantaine,unclassified
estce que cest comme une grippe,unclassified
peuton laver les fruits et les légumes avec de leau seulement,unclassified
je dois me rendre chaque semaine pour faire effectuer des prélèvements pour un suivi serré de mon état de santé cardiaque estce que je dois me rendre comme dhabitude au centre de prélèvement ou il existe de nouvelles consignes,unclassified
quand appeler les secours en cas dinsuffisance respiratoire ,unclassified
auriezvous une recette de galette portugaise,unclassified
pourquoi si sérieux,unclassified
estce que vous parler anglais,unclassified
estce quune grippe normale donne un résultat positif pour le covid19,unclassified
comment prévenir la transmission du virus  ,unclassified
avezvous des informaticiens sur covid19,unclassified
eston immunisé une fois quon a eu le virus ,unclassified
estce ok si je permet à ma fille de 6 ans de jouer uniquement avec sa cousine ,unclassified
bonjour puis je me réunir avec des amis ,unclassified
peuton avoir la covid19 2 fois ,unclassified
est ce que la question arrivez vous de voyage est ,unclassified
avonsnous une idée dans combien de temps les lieux publicsprivés ex gyms de crossfit,unclassified
comment obtenir un rdv,unclassified
doisje entrer travailler si je suis immunosuprimé,unclassified
estce que le coronavirus peut se transmettre par le sex,unclassified
combien de temps dure la phase active de la maladie,unclassified
y a til une orientation pour le personnel travaillant en aire ouverte ,unclassified
à quel moment devrions nous nous inquiéter ,unclassified
combien de temps le virus est présent sur le textile ,unclassified
quand auronsnous de nouveau du purell dans les magasins ,unclassified
pour les ainés qui reviennent de voyage estce quils doivent reste à lintérieur de la maison ou bien ils peuvent allez prendre des marches dehors durant leur quarantaine,unclassified
yatil un remède de disponible ,unclassified
si je nai pas de fièvre et que je nai pas voyagé,unclassified
lallocation familiale annoncée elle sera versée quand,unclassified
does it have to be a question,unclassified
comment sensibiliser les gens qui ne respectent pas la quarantaine ,unclassified
puisje sortir prendre une marche si je fais de la fièvre,unclassified
est ce que la toux est sèche ou grasse,unclassified
je ne me sens pas bien ,unclassified
estce que je devrais travailler de la maison,unclassified
que doisje faire si je travail et je suis malade,unclassified
estce quun traducteur entrepreneurs et non travailleur autonome à la pige pour une entreprise unique peut demander le 2000  si on lui fournit de mois en mois de travail ,unclassified
je suis pharmacienne communautaire et je prends des immunosupresseurs tel que le plaquenil le mtx ainsi que humira je me demande sil se,unclassified
cest lquoi le covid19,unclassified
bonjour combien de temps restons malade,unclassified
info santé 811 nous a dit quil nous appelerais pour un rendezvous mais ils n ont pas encore que faut il faire pour avoir un rendez vous de dépistage ,unclassified
désolé e cest fini merci,unclassified
on dit que libuprofene ne doit pas être pris pour soulager si on est allergique aux autres aspirine et acetaminophhene on prend quoi ,unclassified
pouvez vous me décrire la différence entre toux sèche et toux grasse,unclassified
leau de la piscine publique estelle sécuritaire,unclassified
si on fait du diabète de type 2 et quon est traité pour de lhypertension on devient combien plus vulnérable quun individu sans problème de cette nature,unclassified
estce vrai que les particules restent en suspension dans lair si oui combien de temps,unclassified
quel est le danger pour un nouveau né,unclassified
estce sécuritaire de laisser mes enfants jouer dehors sils restent loin des autres enfants,unclassified
combien de jours le virus peutil vivre sur des surfaces,unclassified
avec quoi peuton désinfecter les surfaces,unclassified
avonsnous une idée dans combien de temps les lieux publicsprivés ex gyms de crossfit magasins réouvriront avec précautions et directives bien sûr ,unclassified
estce sécuritaire de se faire livrer de la nourriture takeout,unclassified
devraisje nettoyer mes emplettes pour ma sécurité ou esce une précaution superficielle ,unclassified
estce que nous sommes en période de transmission communautaire,unclassified
combien de temps dure en moyenne la maladie ,unclassified
avezvous un estimé de temps sur les mesures de distance sociale,unclassified
pourquoi je ne peux pas faire de télétravail dans le domaine de la santé ,unclassified
estce que le covid 19 qui semble etre comparer a une pneumonie,unclassified
comment obtenir de linfo pour le depistage,unclassified
y atil des dangers pour les femmes enceintes ,unclassified
est ce que le coronavirus part au lavage  ,unclassified
estce que la transmission communautaire est débuté,unclassified
estce que la covid19 est immunisante une fois guéri estce que je ne suis plus un vecteur de propagation,unclassified
quarrivera til de mon emploi,unclassified
comment se faitil que le bicarbonate de soude ne serait pas efficace pour laver nos légumes habituellement cest parfait ,unclassified
estce quil y aura assez de chômage pour tout le monde qui en a besoin,unclassified
pourquoi les savon est efficace contre le virus,unclassified
quelles mesures seront prises pour les loyers,unclassified
puisje aller courir dehors ,unclassified
comment avoir un rendez vous,unclassified
comment savoir si je suis affectée,unclassified
pourquoi il faut laver nos légumes,unclassified
un étudiant comme moi peut il être payer à rendre visite aux personnes âgées et être payer   ,unclassified
doisje enlever mes vêtements quand je retourne chez moi,unclassified
est ce que le covid 19 qui semble etre comparer a une pneumonie être traité par antibiotique,unclassified
est ce que la question arrivez vous de voyage est encore dactualite  messeble que la propagation est au dela de ca ,unclassified
que faire si jai une toux et que je fais de la fièvre,unclassified
peuxton faire entrer le virus chez nous avec nos semelles si on a marché à lextérieur ,unclassified
estce que la javel est efficace contre le virus ou le savon à vaisselle est il mieux pour laver ce quon ramène de lépicerie,unclassified
estce que des écoulements nasaux sont considére,unclassified
doiton nettoyer les aliments et sacs dépicerie qui nous sont livrés si oui comment,unclassified
comment savoir si je suis infecté,unclassified
est ce que la diarrhée est réellement un signe avant coureur de la covid,unclassified
fautil tout désinfecter lorsquon revient à la maison ,unclassified
quelle est la meilleure façon de laver ses mains,unclassified
quels sont les chances davoir des complications,unclassified
quand estce que ça va être terminé,unclassified
comment puisje savoir si le coronavirus nest pas une invention de lhomme ,unclassified
puisje refuser daller travailler en raison du virus ,unclassified
que signifie covid 19,unclassified
estce quun employeur peut obliger ses employés à se présenter sur leur lieu de travail,unclassified
comment prévenir le covid19,unclassified
estce quun simple mal de gorge peut être associé au covid19,unclassified
questce quon devrait stocker,unclassified
que prendre pour diminuer la fièvre et la douleur ,unclassified
même sil vit plusieurs heures sur un surface estil aussi fort après 1 heure quaprès 1 minute ,unclassified
je reviens de voyage dun pays non infectée est ce que je dois être en quarantaine ,unclassified
est ce que mon pharmacien peut me dépister ,unclassified
en tant quentreprise quelle information pouvonsnous transmettre à nos employés afin de les rassurer et de les soutenir,unclassified
je suis malade et je nai plus de nourriture à la maison estce que quelquun peut maider,unclassified
 quels sont les manifestations du covid 19 chez les enfants,unclassified
estce que le corona virus peut etre transmis par le service a lauto sur les sacs etou tasse de café ,unclassified
estce que vous avez de linformation à transmette aux travailleurs étrangers en espagnol,unclassified
estce quon peut attraper la covid19 plus dune fois,unclassified
quel est lâge le plus sensible au covid19,unclassified
quel genre de précaution devraije prendre quand je vais à lépicerie ,unclassified
comment puisje faire mes courses alimentaires en sécurités  ,unclassified
si mon conjointma conjointe est infectéinfectée quelle est le pourcentage de probabilité que je sois moimême infecté,unclassified
le mois de mai annonce til un retour à la normale,unclassified
estce que la proposition de serge godin de cgi est accepté ,unclassified
pourquoi doisje éviter les contacts avec dautres personnes,unclassified
est ce que le coronavirus est transmissible par lair ,unclassified
quarrivetil pour les familles qui ont une garde partagée ,unclassified
comment identifier la maladie chez les bébés ,unclassified
pourquoi la saq et la sqdc sontelles considérées comme service essentiel,unclassified
si je fais atchum cest grave,unclassified
doiton mettre notre linge au lavage à chaque jour fini de porter les mêmes jeans jour après jour,unclassified
 e matin je sens comme si j avais un rhume mal un peu partout  mais pas de fièvre je suis à 38 f  je me demande si je devrais aller travailler,unclassified
puisje transmettre le covid21 à quelquun si je reviens de voyage,unclassified
expliquez moi le virus,unclassified
estce que boire de leau fréquemment peut vraiment aider à ne pas garder le virus dans la gorge,unclassified
estce quon peut continuer à aller à notre chalet,unclassified
la maladie de vaquez estelle classe comme déficience immunitaire ,unclassified
quelles actions puisje poser pour aider les entreprises à se sortir de la crise,unclassified
mon voisin revient de voyage que doisje faire ,unclassified
quel est le principal mode de transmission de la covid19,unclassified
à quel moment je dois me rendre à lhôpital,unclassified
quels sont les meilleures méthodes pour désinfecter les vêtements  ,unclassified
à quel moment dois je consulter ,unclassified
puisje donner des idées au gouvernement pour stimuler léconomie,unclassified
estil possible dattraper le covid19 une deuxième fois ,unclassified
estce que cest vrai quil ne faut pas prendre danti inflammatoire quand on a le covid19,unclassified
puis je attraper le covid19 en mangeant des fruits du supermarché,unclassified
pourquoi le virus est si virulent,unclassified
quelkea sont les complications de la maladie ,unclassified
comment savoir si je suis malade ,unclassified
comment le covid19 entre dans les cellules,unclassified
si mes parents reviennent de voyage et quils doivent être en quarantaine estce que moi je dois quitter la maison ,unclassified
combien de temps vit le covid19 sur les surfaces,unclassified
combien de temps dur la contamination par le virus,unclassified
estce que le virus est plus facile à attraper que le rhume ordinaire,unclassified
a partir de quelle température il faut être alarmé  ,unclassified
que faire si on suspecte dêtre affecté par le covid 19,unclassified
quelle est la météo ,unclassified
comment être certain que je nai pas contracté la maladie,unclassified
dans combien de temps je pourrai sortir de chez moi,unclassified
en tant quétudiante étrangère estce que lassurance maladie couvrira les dépenses en cas de la maladie ,unclassified
quelle est la mortalité ,unclassified
comment puisje bénéficier des résultats de cette étude que vous faites ,unclassified
detection,unclassified
estce que la livraison dépicerie est vraiment meilleure que dy aller soit même ne mettonsnous pas les livreurs en danger,unclassified
estce que le virsu se transmet par voie aérienne,unclassified
